County Code,County Name,,,,,Const. Code,,Constituency Name,,,,,Ward Code,,Ward Name,,,Full Names A,,,,Full Names B,,,Party/Independent Candidate
9,Mandera,,,,,44,,Lafey,,,,,217,,Fino,,,Saad Sheikh,,,,Ahmed,,,United Republican Party
9,Mandera,,,,,44,,Lafey,,,,,218,,Lafey,,,Adow Diis,,,,Yarow,,,United Republican Party
9,Mandera,,,,,44,,Lafey,,,,,219,,Waranqara,,,Maalim Osman,,,,Abdirashid,,,United Republican Party
9,Mandera,,,,,44,,Lafey,,,,,220,,Alango Gof,,,Abdirizak Mohamed,,,,Dahir,,,Safina
10,Marsabit,,,,,45,,Moyale,,,,,221,,Butiye,,,Golicha Galgallo,,,,Guyo,,,The National Alliance
10,Marsabit,,,,,45,,Moyale,,,,,222,,Sololo,,,Gabriel Galgalo,,,,Alio,,,The National Alliance
10,Marsabit,,,,,45,,Moyale,,,,,223,,Heillu/Manyatta,,,Ano Mado,,,,Azuba,,,Orange Democratic Movement
10,Marsabit,,,,,45,,Moyale,,,,,224,,Golbo,,,Ahmed Ibrahim,,,,Hassan,,,Orange Democratic Movement
10,Marsabit,,,,,45,,Moyale,,,,,225,,Moyale Township,,,Suleiman Khalif,,,,Maalim,,,Orange Democratic Movement
10,Marsabit,,,,,45,,Moyale,,,,,226,,Uran,,,Qalicha Huqa,,,,Dida,,,The National Alliance
10,Marsabit,,,,,45,,Moyale,,,,,227,,Obbu,,,Halkano Sora,,,,Rare,,,United Republican Party
10,Marsabit,,,,,46,,North Horr,,,,,228,,Dukana,,,Elema Diba,,,,Guyo,,,Forum For Restoration of Democracy-Kenya
10,Marsabit,,,,,46,,North Horr,,,,,229,,Maikona,,,Wario Bulle,,,,Sora,,,Orange Democratic Movement
10,Marsabit,,,,,46,,North Horr,,,,,230,,Turbi,,,Pius Yattani,,,,Wario,,,Orange Democratic Movement
10,Marsabit,,,,,46,,North Horr,,,,,231,,North Horr,,,Sora Guyo,,,,Huka,,,Wiper Democratic Movement- Kenya
10,Marsabit,,,,,46,,North Horr,,,,,232,,Illeret,,,Achinya Jackson,,,,Lochwa,,,Wiper Democratic Movement- Kenya
10,Marsabit,,,,,47,,Saku,,,,,233,,Sagante/Jaldesa,,,Adan,,,,Chukulisa,,,United Republican Party
10,Marsabit,,,,,47,,Saku,,,,,234,,Karare,,,Lecheku,,,,Arigele,,,The National Alliance
10,Marsabit,,,,,47,,Saku,,,,,235,,Marsabit Central,,,Halkano Hallo,,,,Dabasso,,,United Republican Party
10,Marsabit,,,,,48,,Laisamis,,,,,236,,Loiyangalani,,,Mark Napurdi,,,,Ekale,,,Orange Democratic Movement
10,Marsabit,,,,,48,,Laisamis,,,,,237,,Kargi/South Horr,,,Jitewa Issa,,,,Gambare,,,Orange Democratic Movement
10,Marsabit,,,,,48,,Laisamis,,,,,238,,Korr/ Ngurunit,,,Daud Tamagot,,,,Arakhole,,,United Republican Party
10,Marsabit,,,,,48,,Laisamis,,,,,239,,Logo Logo,,,Kochale Somo,,,,Jale,,,United Republican Party
10,Marsabit,,,,,48,,Laisamis,,,,,240,,Laisamis,,,Mohamud Iltarakwa,,,,Kochale,,,Orange Democratic Movement
11,Isiolo,,,,,49,,Isiolo North,,,,,241,,Wabera,,,Salesio,,,,Kiambi,,,Narc-Kenya
11,Isiolo,,,,,49,,Isiolo North,,,,,242,,Bulla Pesa,,,Moses Kithinji,,,,Mwongera,,,The Independent Party
11,Isiolo,,,,,49,,Isiolo North,,,,,243,,Chari,,,Ali Boru,,,,Galgalo,,,United Republican Party
11,Isiolo,,,,,49,,Isiolo North,,,,,244,,Cherab,,,Hassan Diba,,,,Kumpa,,,Orange Democratic Movement
11,Isiolo,,,,,49,,Isiolo North,,,,,245,,Ngare Mara,,,Peter Losu,,,,Loyan,,,The National Alliance
11,Isiolo,,,,,49,,Isiolo North,,,,,246,,Burat,,,Paul,,,,Mero,,,Alliance Party of Kenya
11,Isiolo,,,,,49,,Isiolo North,,,,,247,,Oldo/Nyiro,,,Lemantile David,,,,Litisian,,,The National Alliance
11,Isiolo,,,,,50,,Isiolo South,,,,,248,,Garbatulla,,,Abdi Sora,,,,Balla,,,United Republican Party
11,Isiolo,,,,,50,,Isiolo South,,,,,249,,Kinna,,,Adan Ali,,,,Wako,,,United Republican Party
11,Isiolo,,,,,50,,Isiolo South,,,,,250,,Sericho,,,Nura Diba,,,,Billa,,,United Republican Party
12,Meru,,,,,51,,Igembe South,,,,,251,,Maua,,,Abednego Mutembei,,,,Mitine,,,The National Alliance
12,Meru,,,,,51,,Igembe South,,,,,252,,Kiegoi/ Antubochiu,,,Henry Mworia,,,,M'mutia,,,Alliance Party of Kenya
12,Meru,,,,,51,,Igembe South,,,,,253,,Athiru Gaiti,,,Kirimi Nahason,,,,Miriti,,,The National Alliance
12,Meru,,,,,51,,Igembe South,,,,,254,,Akachiu,,,Silas Mithika,,,,M'mucheke,,,Democratic Party of Kenya
12,Meru,,,,,51,,Igembe South,,,,,255,,Kanuni,,,Safari Godfrey,,,,Ntalala,,,The National Alliance
12,Meru,,,,,52,,Igembe Central,,,,,256,,Akirang'ondu,,,Ambrose,,,,Gichunge,,,The National Alliance
12,Meru,,,,,52,,Igembe Central,,,,,257,,Athiru Ruujine,,,Julius Kabira,,,,Ambau,,,Alliance Party of Kenya
12,Meru,,,,,52,,Igembe Central,,,,,258,,Igembe East,,,Henry Kithure,,,,M'amanja,,,Peoples Party of Kenya
12,Meru,,,,,52,,Igembe Central,,,,,259,,Njia,,,Eunice,,,,Karema,,,Safina
12,Meru,,,,,52,,Igembe Central,,,,,260,,Kangeta,,,Mugambi Romano,,,,Mwito,,,Alliance Party of Kenya
12,Meru,,,,,53,,Igembe North,,,,,261,,Antuambui,,,Jackson Gitonga,,,,Mwenda,,,Alliance Party of Kenya
12,Meru,,,,,53,,Igembe North,,,,,262,,Ntunene,,,Maore Geoffrey,,,,Ngore,,,Democratic Party of Kenya
12,Meru,,,,,53,,Igembe North,,,,,263,,Antubetwe Kiongo,,,George Muturia,,,,Kaliunga,,,Alliance Party of Kenya
12,Meru,,,,,53,,Igembe North,,,,,264,,Naathu,,,Joshua,,,,Mithiaru,,,Grand National Union
12,Meru,,,,,53,,Igembe North,,,,,265,,Amwathi,,,John Ntongai,,,,Michael,,,Alliance Party of Kenya
12,Meru,,,,,54,,Tigania West,,,,,266,,Athwana,,,Joan Gacheri,,,,Theuri,,,The National Alliance
12,Meru,,,,,54,,Tigania West,,,,,267,,Akithii,,,Nturibi Stephen,,,,Etirika,,,Grand National Union
12,Meru,,,,,54,,Tigania West,,,,,268,,Kianjai,,,Zaveria Mwendwa,,,,Kianji,,,Alliance Party of Kenya
12,Meru,,,,,54,,Tigania West,,,,,269,,Nkomo,,,John Kithinji,,,,Ethaiba,,,The National Alliance
12,Meru,,,,,54,,Tigania West,,,,,270,,Mbeu,,,David Muchena,,,,Ntombura,,,Grand National Union
12,Meru,,,,,55,,Tigania East,,,,,271,,Thangatha,,,Samuel Miriti,,,,Mwenda,,,Forum For Restoration of Democracy-Kenya
12,Meru,,,,,55,,Tigania East,,,,,272,,Mikinduri,,,Gabriel Njenjere,,,,Chokera,,,The National Alliance
12,Meru,,,,,55,,Tigania East,,,,,273,,Kiguchwa,,,Linas Thiaine,,,,Athinya,,,Narc-Kenya
12,Meru,,,,,55,,Tigania East,,,,,274,,Muthara,,,Andrew Kobia,,,,M'eringo,,,Alliance Party of Kenya
12,Meru,,,,,55,,Tigania East,,,,,275,,Karama,,,James Mugambi,,,,Mungathia,,,Mwangaza Party
12,Meru,,,,,56,,North Imenti,,,,,276,,Municipality,,,Samuel Kiome Rimbere,,,,Murithi,,,The National Alliance
12,Meru,,,,,56,,North Imenti,,,,,277,,Ntima East,,,Patrick Kithinji,,,,Kiruja,,,Kenya National Congress
12,Meru,,,,,56,,North Imenti,,,,,278,,Ntima West,,,Samson Thuranira,,,,Anampiu,,,The National Alliance
12,Meru,,,,,56,,North Imenti,,,,,279,,Nyaki West,,,George Kabiti,,,,Mbwira,,,The National Alliance
12,Meru,,,,,56,,North Imenti,,,,,280,,Nyaki East,,,Joyce Kagendo,,,,Muriuki,,,The National Alliance
12,Meru,,,,,57,,Buuri,,,,,281,,Timau,,,Geoffrey Kinoti,,,,Muguna,,,United Republican Party
12,Meru,,,,,57,,Buuri,,,,,282,,Kisima,,,Joy Karambu,,,,Muthogi,,,Alliance Party of Kenya
12,Meru,,,,,57,,Buuri,,,,,283,,Kiirua/Naari,,,Jeremiah Mureti,,,,Jackson,,,United Democratic Forum Party
12,Meru,,,,,57,,Buuri,,,,,284,,Ruiri/Rwarera,,,Jackson,,,,Muriiki,,,Narc-Kenya
12,Meru,,,,,58,,Central Imenti,,,,,285,,Mwanganthia,,,Murori Julius,,,,Mbijiwe,,,Kenya National Congress
12,Meru,,,,,58,,Central Imenti,,,,,286,,Abothuguchi Central,,,Ayub Bundi,,,,Solomon,,,Alliance Party of Kenya
12,Meru,,,,,58,,Central Imenti,,,,,287,,Abothuguchi West,,,Daniel Kiogora,,,,M'inoti,,,Narc-Kenya
12,Meru,,,,,58,,Central Imenti,,,,,288,,Kiagu,,,Richard Mwangi,,,,Marete,,,Ford-People
12,Meru,,,,,57,,Buuri,,,,,289,,Kibirichia,,,Jacob Mwirigi,,,,Muthuri,,,Alliance Party of Kenya
12,Meru,,,,,59,,South Imenti,,,,,290,,Mitunguu,,,Robert Gatobu,,,,Kiremu,,,The National Alliance
12,Meru,,,,,59,,South Imenti,,,,,291,,Igoji East,,,John Paul Kireria,,,,Mwobobia,,,The National Alliance
12,Meru,,,,,59,,South Imenti,,,,,292,,Igoji West,,,Alphaxard Kaumbuthu,,,,Chabari,,,Grand National Union
12,Meru,,,,,59,,South Imenti,,,,,293,,Abogeta East,,,Gideon Kimathi,,,,Mutwiri,,,Alliance Party of Kenya
12,Meru,,,,,59,,South Imenti,,,,,294,,Abogeta West,,,William Kirimi,,,,Magiri,,,Narc-Kenya
12,Meru,,,,,59,,South Imenti,,,,,295,,Nkuene,,,Nicholas Mburugu,,,,Mugambi,,,Alliance Party of Kenya
13,Tharaka - Nithi,,,,,60,,Maara,,,,,296,,Mitheru,,,Nevert,,,,Ntwiga,,,Grand National Union
13,Tharaka - Nithi,,,,,60,,Maara,,,,,297,,Muthambi,,,Wilson Nyagah,,,,Derebia,,,The National Alliance
13,Tharaka - Nithi,,,,,60,,Maara,,,,,298,,Mwimbi,,,Bedford Labani,,,,Mwambia,,,The National Alliance
13,Tharaka - Nithi,,,,,60,,Maara,,,,,299,,Ganga,,,Lysbeth Gatiria,,,,Mbae,,,The National Alliance
13,Tharaka - Nithi,,,,,60,,Maara,,,,,300,,Chogoria,,,Purity Wanja,,,,M'rithaa,,,The National Alliance
13,Tharaka - Nithi,,,,,61,,Chuka/Igamban g'ombe,,,,,301,,Mariani,,,Erastus,,,,Kinyua,,,Grand National Union
13,Tharaka - Nithi,,,,,61,,Chuka/Igamban g'ombe,,,,,302,,Karingani,,,Patrick Miriti,,,,Bore,,,Unity Party of Kenya
13,Tharaka - Nithi,,,,,61,,Chuka/Igamban g'ombe,,,,,303,,Magumoni,,,Muchiri Gilbert,,,,Royford,,,The National Alliance
13,Tharaka - Nithi,,,,,61,,Chuka/Igamban g'ombe,,,,,304,,Mugwe,,,Japhet Nyaga,,,,Mbaka,,,Unity Party of Kenya
13,Tharaka - Nithi,,,,,61,,Chuka/Igamban g'ombe,,,,,305,,Igambang'ombe,,,Albano Mugambi,,,,Kiania,,,Unity Party of Kenya
13,Tharaka - Nithi,,,,,62,,Tharaka,,,,,306,,Gatunga,,,Peter Muthengi,,,,Mwabu,,,Kenya National Congress
13,Tharaka - Nithi,,,,,62,,Tharaka,,,,,307,,Mukothima,,,Julius Gataya,,,,Mwenda,,,United Republican Party
13,Tharaka - Nithi,,,,,62,,Tharaka,,,,,308,,Nkondi,,,Agostino Ngaku,,,,Gaicu,,,Democratic Party of Kenya
13,Tharaka - Nithi,,,,,62,,Tharaka,,,,,309,,Chiakariga,,,John Mucee,,,,Njagi,,,Kenya National Congress
13,Tharaka - Nithi,,,,,62,,Tharaka,,,,,310,,Marimanti,,,Paul G K,,,,Mwabu,,,United Republican Party
14,Embu,,,,,63,,Manyatta,,,,,311,,Ruguru/Ngandori,,,Michael Kariuki,,,,Munyi,,,National Rainbow Coalition
14,Embu,,,,,63,,Manyatta,,,,,312,,Kithimu,,,Michael Njeru,,,,Kariuki,,,Alliance Party of Kenya
14,Embu,,,,,63,,Manyatta,,,,,313,,Nginda,,,Anthony Mugera,,,,Njue,,,The National Alliance
14,Embu,,,,,63,,Manyatta,,,,,314,,Mbeti North,,,Linus Kamunyo,,,,Muchina,,,The National Alliance
14,Embu,,,,,63,,Manyatta,,,,,315,,Kirimari,,,Ibrahim,,,,Swaleh,,,The National Alliance
14,Embu,,,,,63,,Manyatta,,,,,316,,Gaturi South,,,John Mwangi,,,,Muriuki,,,The National Alliance
14,Embu,,,,,64,,Runyenjes,,,,,317,,Gaturi North,,,Paul Muchangi,,,,Njiru,,,Narc-Kenya
14,Embu,,,,,64,,Runyenjes,,,,,318,,Kagaari South,,,Robert Njiru,,,,Ireri,,,Grand National Union
14,Embu,,,,,64,,Runyenjes,,,,,319,,Central Ward,,,Steve Munene,,,,Mugendi,,,The National Alliance
14,Embu,,,,,64,,Runyenjes,,,,,320,,Kagaari North,,,Patrick Rugendo,,,,Ireri,,,The National Alliance
14,Embu,,,,,64,,Runyenjes,,,,,321,,Kyeni North,,,Kanjogu Njiru,,,,Mugo,,,Alliance Party Of Kenya
14,Embu,,,,,64,,Runyenjes,,,,,322,,Kyeni South,,,Salesio Njeru,,,,Kimaru,,,The National Alliance
14,Embu,,,,,65,,Mbeere South,,,,,323,,Mwea,,,Andrew Muiya,,,,Mbithi,,,The National Alliance
14,Embu,,,,,65,,Mbeere South,,,,,324,,Makima,,,Penina Nthamba,,,,Mutua,,,The National Alliance
14,Embu,,,,,65,,Mbeere South,,,,,325,,Mbeti South,,,Silas Nyaki,,,,Muria,,,The National Alliance
14,Embu,,,,,65,,Mbeere South,,,,,326,,Mavuria,,,Joseph Mwaniki,,,,Nyaga,,,The National Alliance
14,Embu,,,,,65,,Mbeere South,,,,,327,,Kiambere,,,Martin Mwangi,,,,Nyaga,,,The National Alliance
14,Embu,,,,,66,,Mbeere North,,,,,328,,Nthawa,,,Peter Ngari,,,,Makenge,,,Alliance Party of Kenya
14,Embu,,,,,66,,Mbeere North,,,,,329,,Muminji,,,Newton Kariuki,,,,Ndwiga,,,Alliance Party of Kenya
14,Embu,,,,,66,,Mbeere North,,,,,330,,Evurore,,,Albert Muchira,,,,Kigoro,,,The National Alliance
15,Kitui,,,,,67,,Mwingi North,,,,,331,,Ngomeni,,,Joseph Nzungi,,,,Ngwele,,,Wiper Democratic Movement- Kenya
15,Kitui,,,,,67,,Mwingi North,,,,,332,,Kyuso,,,Angeline Mbula,,,,Muthui,,,Wiper Democratic Movement- Kenya
15,Kitui,,,,,67,,Mwingi North,,,,,333,,Mumoni,,,Titus Munyoki,,,,Kasinga,,,Chama Cha Uzalendo
15,Kitui,,,,,67,,Mwingi North,,,,,334,,Tseikuru,,,Dominic Kilonzo,,,,Kauthi,,,Wiper Democratic Movement- Kenya
15,Kitui,,,,,67,,Mwingi North,,,,,335,,Tharaka,,,Samuel Muriungi,,,,Ikunga,,,Wiper Democratic Movement- Kenya
15,Kitui,,,,,68,,Mwingi West,,,,,336,,Kyome/Thaana,,,Joyce Mwende,,,,Mutemi,,,Wiper Democratic Movement- Kenya
15,Kitui,,,,,68,,Mwingi West,,,,,337,,Nguutani,,,Titus Ndemwa,,,,Mbiti,,,Wiper Democratic Movement- Kenya
15,Kitui,,,,,68,,Mwingi West,,,,,338,,Migwani,,,Patrick Munyithya,,,,Mutua,,,Wiper Democratic Movement- Kenya
15,Kitui,,,,,68,,Mwingi West,,,,,339,,Kiomo/Kyethani,,,Peter Maithya,,,,Mutemi,,,National Rainbow Coalition
15,Kitui,,,,,69,,Mwingi Central,,,,,340,,Central,,,Benard Mwangangi,,,,Munyasya,,,Wiper Democratic Movement- Kenya
15,Kitui,,,,,69,,Mwingi Central,,,,,341,,Kivou,,,Patricia Kisio,,,,Kimanzi,,,Wiper Democratic Movement- Kenya
15,Kitui,,,,,69,,Mwingi Central,,,,,342,,Nguni,,,Nelson Kilonzo,,,,Kitema,,,Wiper Democratic Movement- Kenya
15,Kitui,,,,,69,,Mwingi Central,,,,,343,,Nuu,,,Jacob Kilonzi,,,,Maundu,,,Wiper Democratic Movement- Kenya
15,Kitui,,,,,69,,Mwingi Central,,,,,344,,Mui,,,Stanislous Musee,,,,Mulongo,,,Muungano Party
15,Kitui,,,,,69,,Mwingi Central,,,,,345,,Waita,,,Deiys Maithya,,,,Mukala,,,Wiper Democratic Movement- Kenya
15,Kitui,,,,,70,,Kitui West,,,,,346,,Mutonguni,,,Stephen Mwendwa,,,,Kithuka,,,Wiper Democratic Movement- Kenya
15,Kitui,,,,,70,,Kitui West,,,,,347,,Kauwi,,,Jane,,,,Mutua,,,Chama Cha Uzalendo
15,Kitui,,,,,70,,Kitui West,,,,,348,,Matinyani,,,Antony Kyalo,,,,Muthui,,,Wiper Democratic Movement- Kenya
15,Kitui,,,,,70,,Kitui West,,,,,349,,Kwa Mutonga/Kithum ula,,,Stephen Kiluu,,,,Wambua,,,Wiper Democratic Movement- Kenya
15,Kitui,,,,,71,,Kitui Rural,,,,,350,,Kisasi,,,Kalovo,,,,Musau,,,National Rainbow Coalition
15,Kitui,,,,,71,,Kitui Rural,,,,,351,,Mbitini,,,Grogan Tito,,,,Mbivi,,,National Rainbow Coalition
15,Kitui,,,,,71,,Kitui Rural,,,,,352,,Kwavonza/Yatta,,,George Souza,,,,Kililiku,,,Wiper Democratic Movement- Kenya
15,Kitui,,,,,71,,Kitui Rural,,,,,353,,Kanyangi,,,Nzuki,,,,Wambua,,,Wiper Democratic Movement- Kenya
15,Kitui,,,,,72,,Kitui Central,,,,,354,,Miambani,,,Felix Kinuva,,,,Kauvi,,,Wiper Democratic Movement- Kenya
15,Kitui,,,,,72,,Kitui Central,,,,,355,,Township,,,Daniel Ngoima,,,,Kimanzi,,,Wiper Democratic Movement- Kenya
15,Kitui,,,,,72,,Kitui Central,,,,,356,,Kyangwithya West,,,Johnray Ngungu,,,,Ngava,,,National Rainbow Coalition
15,Kitui,,,,,72,,Kitui Central,,,,,357,,Mulango,,,Mwendwa,,,,Munyoki,,,Wiper Democratic Movement- Kenya
15,Kitui,,,,,72,,Kitui Central,,,,,358,,Kyangwithya East,,,Boniface Maundu,,,,Katumbi,,,Wiper Democratic Movement-Kenya
15,Kitui,,,,,73,,Kitui East,,,,,359,,Zombe/Mwitika,,,Eunice Mwathi,,,,Katheke,,,Peoples Party of Kenya
15,Kitui,,,,,73,,Kitui East,,,,,360,,Nzambani,,,Robinson Mutwii,,,,Mativo,,,The National Alliance
15,Kitui,,,,,73,,Kitui East,,,,,361,,Chuluni,,,Francis Kilonzi,,,,Mwalili,,,The Independent Party
15,Kitui,,,,,73,,Kitui East,,,,,362,,Voo/Kyamatu,,,Nzyoni,,,,Manguye,,,Wiper Democratic Movement- Kenya
15,Kitui,,,,,73,,Kitui East,,,,,363,,Endau/Malalani,,,Mwove,,,,Kinyala,,,Chama Cha Uzalendo
15,Kitui,,,,,73,,Kitui East,,,,,364,,Mutito/Kaliku,,,Annastacia Mwathi,,,,Mutunga,,,The National Alliance
15,Kitui,,,,,74,,Kitui South,,,,,365,,Ikanga/Kyatune,,,Jamhuri,,,,Mwango,,,Wiper Democratic Movement- Kenya
15,Kitui,,,,,74,,Kitui South,,,,,366,,Mutomo,,,Jackson Nzangi,,,,Mwanduka,,,Wiper Democratic Movement- Kenya
15,Kitui,,,,,74,,Kitui South,,,,,367,,Mutha,,,Kithikii Kavindi,,,,Allan,,,National Rainbow Coalition
15,Kitui,,,,,74,,Kitui South,,,,,368,,Ikutha,,,Hussein,,,,Mwandia,,,National Rainbow Coalition
15,Kitui,,,,,74,,Kitui South,,,,,369,,Kanziko,,,James Mutunga,,,,Munuve,,,Wiper Democratic Movement- Kenya
15,Kitui,,,,,74,,Kitui South,,,,,370,,Athi,,,Peter Mwikya,,,,Kilonzo,,,Wiper Democratic Movement- Kenya
16,Machakos,,,,,75,,Masinga,,,,,371,,Kivaa,,,Alexander Nzambu,,,,Kathinzi,,,Wiper Democratic Movement- Kenya
16,Machakos,,,,,75,,Masinga,,,,,372,,Masinga Central,,,Joshua Kiilu,,,,Mwonga,,,Wiper Democratic Movement- Kenya
16,Machakos,,,,,75,,Masinga,,,,,373,,Ekalakala,,,Isaac Mutuku,,,,Muinde,,,Wiper Democratic Movement- Kenya
16,Machakos,,,,,75,,Masinga,,,,,374,,Muthesya,,,Peter,,,,Nzioki,,,Wiper Democratic Movement- Kenya
16,Machakos,,,,,75,,Masinga,,,,,375,,Ndithini,,,Joseph Muli,,,,Musyoka,,,The Independent Party
16,Machakos,,,,,76,,Yatta,,,,,376,,Ndalani,,,Stephen Nzioki,,,,Muthuka,,,Party of Independent Candidates Of Kenya
16,Machakos,,,,,76,,Yatta,,,,,377,,Matuu,,,David Kiviu,,,,Manyolo,,,Wiper Democratic Movement- Kenya
16,Machakos,,,,,76,,Yatta,,,,,378,,Kithimani,,,Sammy,,,,Nduva,,,Mazingira Greens Party of Kenya
16,Machakos,,,,,76,,Yatta,,,,,379,,Ikombe,,,Nathanael Reuben,,,,Nganga,,,Narc-Kenya
16,Machakos,,,,,76,,Yatta,,,,,380,,Katangi,,,Felix Mutunga,,,,Ngui,,,Wiper Democratic Movement- Kenya
16,Machakos,,,,,77,,Kangundo,,,,,381,,Kangundo North,,,Francis Musyoki,,,,Matheka,,,Chama Cha Uzalendo
16,Machakos,,,,,77,,Kangundo,,,,,382,,Kangundo Central,,,Joseph Kilonzo,,,,Itumo,,,Democratic Party of Kenya
16,Machakos,,,,,77,,Kangundo,,,,,383,,Kangundo East,,,Renson Nzioka,,,,Muthiani,,,Democratic Party of Kenya
16,Machakos,,,,,77,,Kangundo,,,,,384,,Kangundo West,,,Wiston Mbiyu,,,,Kanui,,,Democratic Party of Kenya
16,Machakos,,,,,78,,Matungulu,,,,,385,,Tala,,,Alex Peter,,,,Kamitu,,,Chama Cha Uzalendo
16,Machakos,,,,,78,,Matungulu,,,,,386,,Matungulu North,,,Peter Munywoki,,,,Nzoka,,,Wiper Democratic Movement- Kenya
16,Machakos,,,,,78,,Matungulu,,,,,387,,Matungulu East,,,Wilson Mutiso,,,,Kasimu,,,Wiper Democratic Movement- Kenya
16,Machakos,,,,,78,,Matungulu,,,,,388,,Matungulu West,,,Magdalene Muthike,,,,Ndawa,,,New Democrats
16,Machakos,,,,,78,,Matungulu,,,,,389,,Kyeleni,,,Benson Mutuku,,,,Kasyoka,,,The National Alliance
16,Machakos,,,,,79,,Kathiani,,,,,390,,Mitaboni,,,Philip Leonard Mutua,,,,Ndolo,,,Wiper Democratic Movement- Kenya
16,Machakos,,,,,79,,Kathiani,,,,,391,,Kathiani Central,,,Geoffrey Mutuku,,,,Munyao,,,Agano Party
16,Machakos,,,,,79,,Kathiani,,,,,392,,Upper Kaewa/Iveti,,,Alpponce Mulwa,,,,Wambua,,,Wiper Democratic Movement- Kenya
16,Machakos,,,,,79,,Kathiani,,,,,393,,Lower Kaewa/Kaani,,,Collins Mbithi,,,,Mutwota,,,Party of Independent Candidates of Kenya
16,Machakos,,,,,80,,Mavoko,,,,,394,,Athi River,,,Mutuku Michael,,,,Mutua,,,Wiper Democratic Movement- Kenya
16,Machakos,,,,,80,,Mavoko,,,,,395,,Kinanie,,,Cecilia Mbinya,,,,Sereka,,,Wiper Democratic Movement- Kenya
16,Machakos,,,,,80,,Mavoko,,,,,396,,Muthwani,,,Dominic Ndonye,,,,Maitha,,,Orange Democratic Movement
16,Machakos,,,,,80,,Mavoko,,,,,397,,Syokimau/Mulol ongo,,,Rachael Nduku,,,,Ndambuki,,,Wiper Democratic Movement- Kenya
16,Machakos,,,,,81,,Machakos Town,,,,,398,,Kalama,,,John Sila,,,,Musyoka,,,Chama Cha Uzalendo
16,Machakos,,,,,81,,Machakos Town,,,,,399,,Mua,,,Oliver Nzeki,,,,Munyaka,,,National Party of Kenya
16,Machakos,,,,,81,,Machakos Town,,,,,400,,Mutituni,,,Joseph Musau,,,,Kalunde,,,Peoples Democratic Party
16,Machakos,,,,,81,,Machakos Town,,,,,401,,Machakos Central,,,Cornelius Musyoka,,,,Kitheka,,,Wiper Democratic Movement- Kenya
16,Machakos,,,,,81,,Machakos Town,,,,,402,,Mumbuni North,,,Gideon Saul,,,,Kavuu,,,Wiper Democratic Movement- Kenya
16,Machakos,,,,,81,,Machakos Town,,,,,403,,Muvuti/Kiima- Kimwe,,,Timothy Wambua,,,,Kilonzo,,,Wiper Democratic Movement- Kenya
16,Machakos,,,,,81,,Machakos Town,,,,,404,,Kola,,,Festus Muthembwa,,,,Ndeto,,,Party of Independent Candidates of Kenya
16,Machakos,,,,,82,,Mwala,,,,,405,,Mbiuni,,,Thomas Mwanzia Kasoa,,,,Mweu,,,Chama Cha Uzalendo
16,Machakos,,,,,82,,Mwala,,,,,406,,Makutano/ Mwala,,,Justus Kyalo,,,,Kimata,,,Wiper Democratic Movement- Kenya
16,Machakos,,,,,82,,Mwala,,,,,407,,Masii,,,Charles Nguvi,,,,Mutisya,,,Wiper Democratic Movement- Kenya
16,Machakos,,,,,82,,Mwala,,,,,408,,Muthetheni,,,Leonard Wambua,,,,Katela,,,Wiper Democratic Movement- Kenya
16,Machakos,,,,,82,,Mwala,,,,,409,,Wamunyu,,,Kyalo Peter,,,,Kyuli,,,Wiper Democratic Movement- Kenya
16,Machakos,,,,,82,,Mwala,,,,,410,,Kibauni,,,Edrick Mutua,,,,Ngunzi,,,Republican Congress Party of Kenya
17,Makueni,,,,,83,,Mbooni,,,,,411,,Tulimani,,,Jackson Musyoka,,,,Wambua,,,The Independent Party
17,Makueni,,,,,83,,Mbooni,,,,,412,,Mbooni,,,Joseph Mulei,,,,Musya,,,Party of Independent Candidates of Kenya
17,Makueni,,,,,83,,Mbooni,,,,,413,,Kithungo/Kitund u,,,Keli Christant,,,,Musyoka,,,Muungano Party
17,Makueni,,,,,83,,Mbooni,,,,,414,,Kiteta/Kisau,,,Jackson Kimanthi,,,,Ngovi,,,Wiper Democratic Movement- Kenya
17,Makueni,,,,,83,,Mbooni,,,,,415,,Waia-Kako,,,Mutinda,,,,Mwangangi,,,The Independent Party
17,Makueni,,,,,83,,Mbooni,,,,,416,,Kalawa,,,Patrick Kithale,,,,Mbithi,,,Wiper Democratic Movement- Kenya
17,Makueni,,,,,84,,Kilome,,,,,417,,Kasikeu,,,Paul Muli Mutua,,,,Malinda,,,New Democrats
17,Makueni,,,,,84,,Kilome,,,,,418,,Mukaa,,,Jonathan Mutua,,,,Ndungi,,,Wiper Democratic Movement- Kenya
17,Makueni,,,,,84,,Kilome,,,,,419,,Kiima Kiu/Kalanzoni,,,Caroline Munanie,,,,Musee,,,The National Vision Party
17,Makueni,,,,,85,,Kaiti,,,,,420,,Ukia,,,Samson Vaati,,,,Musembi,,,Chama Cha Uzalendo
17,Makueni,,,,,85,,Kaiti,,,,,421,,Kee,,,Jonathan Mutua,,,,Muthoka,,,Wiper Democratic Movement- Kenya
17,Makueni,,,,,85,,Kaiti,,,,,422,,Kilungu,,,Stephen Katumo,,,,Masaku,,,Muungano Party
17,Makueni,,,,,85,,Kaiti,,,,,423,,Ilima,,,Joel Mutinda,,,,Kioko,,,Muungano Party
