AFRICAN NATIONAL CONGRESS,Provincial: Mpumalanga,10,NORAH,MAHLANGU
AFRICAN NATIONAL CONGRESS,Provincial: Mpumalanga,11,PIET SIMON,SKHOSANA
AFRICAN NATIONAL CONGRESS,Provincial: Mpumalanga,12,REFILWE MARIA,MTSHWENI
AFRICAN NATIONAL CONGRESS,Provincial: Mpumalanga,13,VICTOR VUSUMUZI ZIBUTHE,WINDVOËL
AFRICAN NATIONAL CONGRESS,Provincial: Mpumalanga,14,BASANI VIOLET,NKUNA
AFRICAN NATIONAL CONGRESS,Provincial: Mpumalanga,15,PETRUS SIMON,NGOMANA
AFRICAN NATIONAL CONGRESS,Provincial: Mpumalanga,16,JEANETH LIZZY,NGHONDZWENI
AFRICAN NATIONAL CONGRESS,Provincial: Mpumalanga,17,JOHANNE MUSA,MKHATSHWA
AFRICAN NATIONAL CONGRESS,Provincial: Mpumalanga,18,PATRICIA,NGOBENI
AFRICAN NATIONAL CONGRESS,Provincial: Mpumalanga,19,GILLION PUDUMO,MASHEGO
AFRICAN NATIONAL CONGRESS,Provincial: Mpumalanga,20,CYNTHIA GABSILE,SHABALALA
AFRICAN NATIONAL CONGRESS,Provincial: Mpumalanga,21,SIBUSISO INNOCENT,MALAZA
AFRICAN NATIONAL CONGRESS,Provincial: Mpumalanga,22,DUMISILE GOODNESS,NHLENGETHWA
AFRICAN NATIONAL CONGRESS,Provincial: Mpumalanga,23,WILLIAM THULARE,MADILENG
AFRICAN NATIONAL CONGRESS,Provincial: Mpumalanga,24,RHODA SAZI,MATHABE
AFRICAN NATIONAL CONGRESS,Provincial: Mpumalanga,25,BONAKELE AMOS,MAJUBA
AFRICAN NATIONAL CONGRESS,Provincial: Mpumalanga,26,VALENTIA THOKOZILE,MALINGA
AFRICAN NATIONAL CONGRESS,Provincial: Mpumalanga,27,KEDIKANETSWE ELPHAS,MATHOLE
AFRICAN NATIONAL CONGRESS,Provincial: Mpumalanga,28,LESIBA CALVIN,MABUSELA
AFRICAN NATIONAL CONGRESS,Provincial: Mpumalanga,29,BUSISIWE CLARAH,NDLOVU
AFRICAN NATIONAL CONGRESS,Provincial: Mpumalanga,30,MUZI GIBSON,CHIRWA
AFRICAN NATIONAL CONGRESS,Provincial: North West,1,SUPRA OBAKENG RAMOELETSI,MAHUMAPELO
AFRICAN NATIONAL CONGRESS,Provincial: North West,2,MOKONE COLLEN,MAINE
AFRICAN NATIONAL CONGRESS,Provincial: North West,3,TEBOGO CONSTANCE,MODISE
AFRICAN NATIONAL CONGRESS,Provincial: North West,4,MAGOME ALBANOS,MASIKE
AFRICAN NATIONAL CONGRESS,Provincial: North West,5,THANDI RUTH,MODISE
AFRICAN NATIONAL CONGRESS,Provincial: North West,6,MOTHIBEDI GORDON,KEGAKILWE
AFRICAN NATIONAL CONGRESS,Provincial: North West,7,MMAPHEFO LUCY,MATSEMELA
AFRICAN NATIONAL CONGRESS,Provincial: North West,8,MANKETSI MAMOABI EMILY,TLHAPE
AFRICAN NATIONAL CONGRESS,Provincial: North West,9,RAPHAEL LEROI,MAHLAKENG
AFRICAN NATIONAL CONGRESS,Provincial: North West,10,WENDY JOY,NELSON
AFRICAN NATIONAL CONGRESS,Provincial: North West,11,BOIKANYO RAYMOND,ELISHA
AFRICAN NATIONAL CONGRESS,Provincial: North West,12,SUSSANA REBECCA,TSEBE
AFRICAN NATIONAL CONGRESS,Provincial: North West,13,SEBONTA FRANCINAH DESBO,MOHONO
AFRICAN NATIONAL CONGRESS,Provincial: North West,14,PATRICK DUMILE NONO,MALOYI
AFRICAN NATIONAL CONGRESS,Provincial: North West,15,NTEBALENG JEANNETE,NYATHI
AFRICAN NATIONAL CONGRESS,Provincial: North West,16,MADODA,SAMBATHA
AFRICAN NATIONAL CONGRESS,Provincial: North West,17,JANE,MANGANYE
AFRICAN NATIONAL CONGRESS,Provincial: North West,18,GOATLHOTSEMANG HOFFMAN,GALENG
AFRICAN NATIONAL CONGRESS,Provincial: North West,19,BOITUMELO THEODORA,MOILOA
AFRICAN NATIONAL CONGRESS,Provincial: North West,20,NDLELENI MOSES,DUMA
AFRICAN NATIONAL CONGRESS,Provincial: North West,21,MOTLALEPULA ZIPHORA,ROSHO
AFRICAN NATIONAL CONGRESS,Provincial: North West,22,GAOAGE OAGENG,MOLAPISI
AFRICAN NATIONAL CONGRESS,Provincial: North West,23,GALALETSANG FENNY,GAOLAOLWE
AFRICAN NATIONAL CONGRESS,Provincial: North West,24,HLOMANE PATRICK,CHAUKE
AFRICAN NATIONAL CONGRESS,Provincial: North West,25,MOSETSANAGAPE MARGARET,MOKOMELE-MOTHIBI
AFRICAN NATIONAL CONGRESS,Provincial: North West,26,QALAS JOSIAS,KGAUWE
AFRICAN NATIONAL CONGRESS,Provincial: North West,27,MMALUSI REBECCA,SEEMA
AFRICAN NATIONAL CONGRESS,Provincial: North West,28,PAUL MOSETLHA,SEBEGOE
AFRICAN NATIONAL CONGRESS,Provincial: North West,29,MOTLALEPULA PATRICIA,LANGA
AFRICAN NATIONAL CONGRESS,Provincial: North West,30,MOKGANTSHANG NICHOLAS,MOTLHABANE
AFRICAN NATIONAL CONGRESS,Provincial: North West,31,NOMAGUGU ROSE-MARY,MJEKULA
AFRICAN NATIONAL CONGRESS,Provincial: North West,32,LENTIKILE PATRICK,PELELE
AFRICAN NATIONAL CONGRESS,Provincial: North West,33,NTHABISANG CLEOPATRA,MAFATA
AFRICAN NATIONAL CONGRESS,Provincial: Northern Cape,1,MOSIMANEGARE KENNETH,MMOIEMANG
AFRICAN NATIONAL CONGRESS,Provincial: Northern Cape,2,JOHN,BLOCK
AFRICAN NATIONAL CONGRESS,Provincial: Northern Cape,3,SYLVIA ELIZABETH,LUCAS
AFRICAN NATIONAL CONGRESS,Provincial: Northern Cape,4,ALVIN,BOTES
AFRICAN NATIONAL CONGRESS,Provincial: Northern Cape,5,GOTHATAMANG NORMAN JONATHAN,SHUSHU
AFRICAN NATIONAL CONGRESS,Provincial: Northern Cape,6,CUKELWA MAGDELINE,CHOTELO
AFRICAN NATIONAL CONGRESS,Provincial: Northern Cape,7,GRIZELDA BONIWE,CJIEKELLA-LECHOLO
AFRICAN NATIONAL CONGRESS,Provincial: Northern Cape,8,GAIL DENISE,PARKER
AFRICAN NATIONAL CONGRESS,Provincial: Northern Cape,9,MXOLISA SIMON,SOKATSHA
AFRICAN NATIONAL CONGRESS,Provincial: Northern Cape,10,MARTHA,BARTLETT
AFRICAN NATIONAL CONGRESS,Provincial: Northern Cape,11,DAWID,ROOI
AFRICAN NATIONAL CONGRESS,Provincial: Northern Cape,12,JOHANNA TEBIETA,BEUKES
AFRICAN NATIONAL CONGRESS,Provincial: Northern Cape,13,MARUPING MATTHEWS,LEKWENE
AFRICAN NATIONAL CONGRESS,Provincial: Northern Cape,14,BONGIWE PRICILLA,MBINQO-GIGABA
AFRICAN NATIONAL CONGRESS,Provincial: Northern Cape,15,ISAAC THAPELO,DITHEBE
AFRICAN NATIONAL CONGRESS,Provincial: Northern Cape,16,FUFE BOHUTSANA PROVIDENCE,MAKATONG
AFRICAN NATIONAL CONGRESS,Provincial: Northern Cape,17,MC COLLEN NTSIKELELO,JACK
AFRICAN NATIONAL CONGRESS,Provincial: Northern Cape,18,ALEXANDRA JENNIFER,BEUKES
AFRICAN NATIONAL CONGRESS,Provincial: Northern Cape,19,LEBOGANG JAMES,MOTLHAPING
AFRICAN NATIONAL CONGRESS,Provincial: Northern Cape,20,GOGANAMANG GLADYS,OLIPHANT
AFRICAN NATIONAL CONGRESS,Provincial: Northern Cape,21,DIKGANG MATHEWS,STOCK
AFRICAN NATIONAL CONGRESS,Provincial: Northern Cape,22,PAULINE JEANETTE,WILLIAMS
AFRICAN NATIONAL CONGRESS,Provincial: Northern Cape,23,CHAREL JACOBUS,DE BEER
AFRICAN NATIONAL CONGRESS,Provincial: Northern Cape,24,GALEREKWE MASE,MANOPOLE
AFRICAN NATIONAL CONGRESS,Provincial: Northern Cape,25,LORATO VIRGINIA,MOLELEKI
AFRICAN NATIONAL CONGRESS,Provincial: Northern Cape,26,LYNETTE MARGERY,MIGGEL
AFRICAN NATIONAL CONGRESS,Provincial: Northern Cape,27,NEWRENE CLAUDINE,KLAASTE
AFRICAN NATIONAL CONGRESS,Provincial: Northern Cape,28,SHADRACK LAPOLOGANG,TLHAOLE
AFRICAN NATIONAL CONGRESS,Provincial: Northern Cape,29,AVRON ROGER GORDON,THOMAS
AFRICAN NATIONAL CONGRESS,Provincial: Western Cape,1,MARIUS LLEWELLYN,FRANSMAN
AFRICAN NATIONAL CONGRESS,Provincial: Western Cape,2,KHAYALETHU ELVIS,MAGAXA
AFRICAN NATIONAL CONGRESS,Provincial: Western Cape,3,CAMERON MUIR,DUGMORE
AFRICAN NATIONAL CONGRESS,Provincial: Western Cape,4,QUBUDILE RICHARD,DYANTYI
AFRICAN NATIONAL CONGRESS,Provincial: Western Cape,5,SHARON WINONA,DAVIDS
AFRICAN NATIONAL CONGRESS,Provincial: Western Cape,6,CAROL FRANCES,BEERWINKEL
AFRICAN NATIONAL CONGRESS,Provincial: Western Cape,7,PIERRÉ,UYS
AFRICAN NATIONAL CONGRESS,Provincial: Western Cape,8,MAURENCIA NATALIE,GILLION
AFRICAN NATIONAL CONGRESS,Provincial: Western Cape,9,SIYAZI GRATEFULL,TYATYAM
AFRICAN NATIONAL CONGRESS,Provincial: Western Cape,10,ROLAND THEO,OLIVIER
AFRICAN NATIONAL CONGRESS,Provincial: Western Cape,11,PHOLISA,MAKELENI
AFRICAN NATIONAL CONGRESS,Provincial: Western Cape,12,DOROTHEA,GOPIE
AFRICAN NATIONAL CONGRESS,Provincial: Western Cape,13,PATRONELLA ZINGISA,LEKKER
AFRICAN NATIONAL CONGRESS,Provincial: Western Cape,14,TRUDY MALEFE,DIJANA
AFRICAN NATIONAL CONGRESS,Provincial: Western Cape,15,NOBULUMKO DEGRACIA,NKONDLO
AFRICAN NATIONAL CONGRESS,Provincial: Western Cape,16,MAX,OZINSKY
AFRICAN NATIONAL CONGRESS,Provincial: Western Cape,17,NTOMBIZODWA PAULINE,MAGWAZA
AFRICAN NATIONAL CONGRESS,Provincial: Western Cape,18,MILLICENT,TINGWE
AFRICAN NATIONAL CONGRESS,Provincial: Western Cape,19,MBULELO,NCEDANA
AFRICAN NATIONAL CONGRESS,Provincial: Western Cape,20,DANIEL,MELAPI
AFRICAN NATIONAL CONGRESS,Provincial: Western Cape,21,ZANDISILE CHRISTOPHER,STALI
AFRICAN NATIONAL CONGRESS,Provincial: Western Cape,22,VUYIWE,HANI-RASI
AFRICAN NATIONAL CONGRESS,Provincial: Western Cape,23,NOMGQIBELO NOZUKO,BAM
AFRICAN NATIONAL CONGRESS,Provincial: Western Cape,24,FAIZEL,MOOSA
AFRICAN NATIONAL CONGRESS,Provincial: Western Cape,25,JUDY,HERMANS
AFRICAN NATIONAL CONGRESS,Provincial: Western Cape,26,NDODA,NGEMNTU
AFRICAN NATIONAL CONGRESS,Provincial: Western Cape,27,NOMAWETHU,MANKAYI
AFRICAN NATIONAL CONGRESS,Provincial: Western Cape,28,MOGAMAT,MAJIET
AFRICAN NATIONAL CONGRESS,Provincial: Western Cape,29,ELLEN,PRINS
AFRICAN NATIONAL CONGRESS,Provincial: Western Cape,30,FEZILE COLLIN,CALANA
AFRICAN NATIONAL CONGRESS,Provincial: Western Cape,31,BUYELWA GLENROSE,TSHUNGWANA
AFRICAN NATIONAL CONGRESS,Provincial: Western Cape,32,NIKITTA SIZWE,VAZI
AFRICAN NATIONAL CONGRESS,Provincial: Western Cape,33,NTOMBEZANELE GLADYS,BAKUBAKU-VOS
AFRICAN NATIONAL CONGRESS,Provincial: Western Cape,34,SIPHO,KROMA
AFRICAN NATIONAL CONGRESS,Provincial: Western Cape,35,LUDIA SINDISWA,SAMBOKWE
AFRICAN NATIONAL CONGRESS,Provincial: Western Cape,36,NOBUSI YVONNE,GOZONGO
AFRICAN NATIONAL CONGRESS,Provincial: Western Cape,37,VUSUMZI ERIC,MYEKI
AFRICAN NATIONAL CONGRESS,Provincial: Western Cape,38,NOMVUYISEKO VINOLIA,GUNGUBELE
AFRICAN NATIONAL CONGRESS,Provincial: Western Cape,39,NOMPUMELELO MIRRIAM,SIDINA
AFRICAN NATIONAL CONGRESS,Provincial: Western Cape,40,LULAMA LENNOX,MVIMBI
AFRICAN NATIONAL CONGRESS,Provincial: Western Cape,41,MUHAMMAD KHALID,SAYED
AFRICAN NATIONAL PARTY,Provincial: Western Cape,1,GCINIKHAYA WILLIAM,NQAQU
AFRICAN NATIONAL PARTY,Provincial: Western Cape,2,BONISWA CONSTANCE,NDYAMBOTI
AFRICAN NATIONAL PARTY,Provincial: Western Cape,3,NOLUTANDO DOROTHY,CHARLES
AFRICAN NATIONAL PARTY,Provincial: Western Cape,4,NOLITA SAMANTHA,NTSIMANGO
AFRICAN NATIONAL PARTY,Provincial: Western Cape,5,JOSEPH,MTSI
AFRICAN NATIONAL PARTY,Provincial: Western Cape,6,BARBARA NOCWAKA,THANDEKI
AFRICAN NATIONAL PARTY,Provincial: Western Cape,7,NOMFUNDISO OLGA,MGQUTYANA
AFRICAN NATIONAL PARTY,Provincial: Western Cape,8,NANGAMSO NOMSO,MATUTU
AFRICAN NATIONAL PARTY,Provincial: Western Cape,9,ANGELINA NOMATHAMSANQA,MVALO
AFRICAN NATIONAL PARTY,Provincial: Western Cape,10,MONICA PUMLA,CHISANGA
AFRICAN NATIONAL PARTY,Provincial: Western Cape,11,ZININZE,NKIBI
AFRICAN NATIONAL PARTY,Provincial: Western Cape,12,BULELWA,MKWAKWI
AFRICAN NATIONAL PARTY,Provincial: Western Cape,13,VERONICA BULELWA,GEORGE
AFRICAN NATIONAL PARTY,Provincial: Western Cape,14,THEONA,MATIKA
AFRICAN PEOPLE'S CONVENTION,National,1,NELSON THEMBA,GODI
AFRICAN PEOPLE'S CONVENTION,National,2,THOMAS KETLANE,MATHEBULA
AFRICAN PEOPLE'S CONVENTION,National,3,XIKOSI ERNEST,HLATHI
AFRICAN PEOPLE'S CONVENTION,National,4,NTSETA OLGA,SELETELA
AFRICAN PEOPLE'S CONVENTION,National,5,NICOLAS SONWABILE,NGONINI
AFRICAN PEOPLE'S CONVENTION,National,6,NKOSINATHI SYDNEY,MAHALA
AFRICAN PEOPLE'S CONVENTION,National,7,EDWARD MOEFI,MABALANE
AFRICAN PEOPLE'S CONVENTION,National,8,TREVOR THABANI,NGUBANE
AFRICAN PEOPLE'S CONVENTION,National,9,MMAMOSWAANYANE EVELYN,KOTSEDI
AFRICAN PEOPLE'S CONVENTION,National,10,SARAH MARGARETH,GODI
AFRICAN PEOPLE'S CONVENTION,National,11,RAMAHLALERWA DOUGLAS,MATHUME
AFRICAN PEOPLE'S CONVENTION,National,12,EDWARD,SIWEYA
AFRICAN PEOPLE'S CONVENTION,National,13,MARGERET SHERON,ARNOLDS
AFRICAN PEOPLE'S CONVENTION,National,14,JOHN MADIBENG,THETHELETSA
AFRICAN PEOPLE'S CONVENTION,National,15,THABITHA MOKOKOBADI,MATHOBELA
AFRICAN PEOPLE'S CONVENTION,National,16,LESABE WALTER,RAMPETE
AFRICAN PEOPLE'S CONVENTION,National,17,BHEKI ISAIAH,NKOSI
AFRICAN PEOPLE'S CONVENTION,National,18,NOPUMZILE,QONGQO
AFRICAN PEOPLE'S CONVENTION,National,19,BENSON,MOLEFE
AFRICAN PEOPLE'S CONVENTION,National,20,MANTSHO ELISA,TLADI
AFRICAN PEOPLE'S CONVENTION,National,21,NICCO,NKHWASHU
AFRICAN PEOPLE'S CONVENTION,National,22,MJABULISENI MICHAEL,MNGOMA
AFRICAN PEOPLE'S CONVENTION,National,23,LINA MMABORE,MAILULA
AFRICAN PEOPLE'S CONVENTION,National,24,ABSOLOME NYAKALLO,NYAMA
AFRICAN PEOPLE'S CONVENTION,National,25,DINAO PAULINA,DUBE
AFRICAN PEOPLE'S CONVENTION,National,26,SUSAN ADELINE,MOSITO
AFRICAN PEOPLE'S CONVENTION,National,27,CECILIA THANDEKA,KHONTSWA
AFRICAN PEOPLE'S CONVENTION,National,28,MAWANA LUSHERT,MASHELE
AFRICAN PEOPLE'S CONVENTION,National,29,ELIZABETH GABAIKANNGWE,MOLAOA
AFRICAN PEOPLE'S CONVENTION,National,30,KHULANI,MCHUNU
AFRICAN PEOPLE'S CONVENTION,National,31,SIBONISILE GWEENETH,MPANZA
AFRICAN PEOPLE'S CONVENTION,National,32,THOMAS MANGI,KUBAYI
AFRICAN PEOPLE'S CONVENTION,National,33,SAKHUMZI,ZOLEKA
AFRICAN PEOPLE'S CONVENTION,National,34,STEPHEN STOFFEL,MABALA
AFRICAN PEOPLE'S CONVENTION,National,35,MOEKETSI SAMUEL,MOFOKENG
AFRICAN PEOPLE'S CONVENTION,National,36,MORATEHI SAMUEL,RADEBE
AFRICAN PEOPLE'S CONVENTION,National,37,LESETJA LUCAS,MOLOMO
AFRICAN PEOPLE'S CONVENTION,National,38,JOHANNA,PHEGE
AFRICAN PEOPLE'S CONVENTION,National,39,BALESENG SIMON,THELEDI
AFRICAN PEOPLE'S CONVENTION,National,40,THABO JOEL,MOUMAKWE
AFRICAN PEOPLE'S CONVENTION,National,41,DUMISANI FANISWA,MHLONGO
AFRICAN PEOPLE'S CONVENTION,National,42,LUCKY KANYANE,APHANE
AFRICAN PEOPLE'S CONVENTION,National,43,NKOTSANA ADAM,RAMOKOLO
AFRICAN PEOPLE'S CONVENTION,National,44,RAMTSOBANE MARGARET,MALOTANE
AFRICAN PEOPLE'S CONVENTION,National,45,DORCAS KGANTSE,MAKGAMATHE
AFRICAN PEOPLE'S CONVENTION,National,46,KGANTSHANG MIRRIAM,MOKHOSI
AFRICAN PEOPLE'S CONVENTION,National,47,MARIA PULENG,PHOKO
AFRICAN PEOPLE'S CONVENTION,National,48,SIYAKUDUMISA,MAZIZI
AFRICAN PEOPLE'S CONVENTION,National,49,BOSHONGWANE JANUARIE,MAHLANGU
AFRICAN PEOPLE'S CONVENTION,National,50,DANIEL DAVID,MAHLANGU
AFRICAN PEOPLE'S CONVENTION,National,51,RAMASEDI DANIEL,MAJOE
AFRICAN PEOPLE'S CONVENTION,National,52,MMADITHATHO ANTRONICA,MOFOKENG
AFRICAN PEOPLE'S CONVENTION,National,53,MAKHANE JACKSON,CHABALALA
AFRICAN PEOPLE'S CONVENTION,National,54,KHANYISA SYLVIA,DLAMINI
AFRICAN PEOPLE'S CONVENTION,National,55,STEPHEN,SEKWELE
AFRICAN PEOPLE'S CONVENTION,National,56,FRANCE,MAKGALA
AFRICAN PEOPLE'S CONVENTION,National,57,BANGENZILE PATIENCE,SHEZI
AFRICAN PEOPLE'S CONVENTION,National,58,ISAAC HENDRICK,MALATJI
AFRICAN PEOPLE'S CONVENTION,National,59,NTWAAGAE JACOB,MOOLOTSANE
AFRICAN PEOPLE'S CONVENTION,National,60,TSHEPISO GRACIA,MABASO
AFRICAN PEOPLE'S CONVENTION,National,61,NJABULO ERNEST,MEYIWA
AFRICAN PEOPLE'S CONVENTION,National,62,KING SOLOMON,MTHEMBU
AFRICAN PEOPLE'S CONVENTION,National,63,ZUKISWA,THUNZI
AFRICAN PEOPLE'S CONVENTION,National,64,NOKUTHULA ELSIE,NKABINDE
AFRICAN PEOPLE'S CONVENTION,National,65,VUSUMUZI JUSTICE,KHAMBULE
AFRICAN PEOPLE'S CONVENTION,National,66,LESENYEHO JOHANNES,RAKOMETSI
AFRICAN PEOPLE'S CONVENTION,National,67,SIZIWE LISBETH,TSHABALALA
AFRICAN PEOPLE'S CONVENTION,National,68,PUSELETSO MIRIAM,MALEKA
AFRICAN PEOPLE'S CONVENTION,National,69,RADINTSHI DANIEL,MOFOKENG
AFRICAN PEOPLE'S CONVENTION,National,70,NGWAKO AMOS,MOTONG
AFRICAN PEOPLE'S CONVENTION,National,71,BETTY KATLEGO,PITSE
AFRICAN PEOPLE'S CONVENTION,National,72,NKABI EVELYN,MODISE
AFRICAN PEOPLE'S CONVENTION,National,73,SIBONELO NDUDUZO,NGCOBO
AFRICAN PEOPLE'S CONVENTION,National,74,RAISIBE AGNES,MANAMELA
AFRICAN PEOPLE'S CONVENTION,National,75,MOSUPULOGO NELLY,MOKHOTO
AFRICAN PEOPLE'S CONVENTION,National,76,MAMONYANYA PORTIA,KATJEDI
AFRICAN PEOPLE'S CONVENTION,National,77,DIKENKENG SEFORA,DUBE
AFRICAN PEOPLE'S CONVENTION,National,78,REFILWE BANJEWE,MASANGO
AFRICAN PEOPLE'S CONVENTION,National,79,LYDIA MATLADI,PHOOKO
AFRICAN PEOPLE'S CONVENTION,National,80,BUNCOKO,MAZIZI
AFRICAN PEOPLE'S CONVENTION,National,81,STEVE RESIMATI,CHAUKE
AFRICAN PEOPLE'S CONVENTION,National,82,PITSO PETER,MOKGOTHU
AFRICAN PEOPLE'S CONVENTION,National,83,PORTIA LEBOGANG,MAODI
AFRICAN PEOPLE'S CONVENTION,National,84,MALEBO MAVIS,MONYAMA
AFRICAN PEOPLE'S CONVENTION,National,85,RAISIBE HELLEN,LANGA
AFRICAN PEOPLE'S CONVENTION,National,86,SAM ERICK,MHLONGO
AFRICAN PEOPLE'S CONVENTION,National,87,KATE,SELAWULE
AFRICAN PEOPLE'S CONVENTION,National,88,HLUPHEKILE REGINA,MLOTSHWA
AFRICAN PEOPLE'S CONVENTION,National,89,ITUMELENG ELLEN,PHALE
AFRICAN PEOPLE'S CONVENTION,National,90,SINDISIWE CYNTHIA,NGCONGO
AFRICAN PEOPLE'S CONVENTION,National,91,ERNEST SIYAKUDUMISA,QWELA
AFRICAN PEOPLE'S CONVENTION,National,92,VUSUMUZI JAN,MASUKU
AFRICAN PEOPLE'S CONVENTION,National,93,KHETHIWE ELSIE,MOKEBE
AFRICAN PEOPLE'S CONVENTION,National,94,MOSELA FLORENCE,MOSIKIDI
AFRICAN PEOPLE'S CONVENTION,National,95,DIKELEDI ELISA,MONAHENG
AFRICAN PEOPLE'S CONVENTION,National,96,PULANE ANNACLETTA,LETUKA
AFRICAN PEOPLE'S CONVENTION,National,97,MADIMETJA ALFRED,TLADI
AFRICAN PEOPLE'S CONVENTION,National,98,MBUNDZUKA WILSON,MBHOKOTA
AFRICAN PEOPLE'S CONVENTION,National,99,MOKGADI ELSIE,MOYANA
AFRICAN PEOPLE'S CONVENTION,National,100,BABAZILE CECILIA,KOMAKO
AFRICAN PEOPLE'S CONVENTION,National,101,UDLULABAPHI MARIA,MATSETELA
AFRICAN PEOPLE'S CONVENTION,National,102,FANNY LEKGOTLA,MOFOKENG
AFRICAN PEOPLE'S CONVENTION,National,103,NOWINASI,SIKRWEQE
AFRICAN PEOPLE'S CONVENTION,National,104,DERRICK KWENZOKUHLE,NGIDI
AFRICAN PEOPLE'S CONVENTION,National,105,MELISIZWE MAGNIFICENT,MAGUTSHWA
AFRICAN PEOPLE'S CONVENTION,National,106,MZWABANTU,JALI
AFRICAN PEOPLE'S CONVENTION,National,107,SUSAN MEIKIES,TYIBILIKA
AFRICAN PEOPLE'S CONVENTION,National,108,LINDOKUHLE,NGAMXELI
AFRICAN PEOPLE'S CONVENTION,National,109,RADINOKO JOHN,LAMOLA
AFRICAN PEOPLE'S CONVENTION,National,110,ANDILE,NTAKANA
AFRICAN PEOPLE'S CONVENTION,National,111,LESIBA SAMUEL,MOLOMO
AFRICAN PEOPLE'S CONVENTION,National,112,NANDIPHA,NDLELA
AFRICAN PEOPLE'S CONVENTION,National,113,DORIS NOKUSA,SIMELANE
AFRICAN PEOPLE'S CONVENTION,National,114,BOITUMELO MAXWELL,MPOLOKENG
AFRICAN PEOPLE'S CONVENTION,National,115,SEGAMETSI FRANCINAH,PHETO
AFRICAN PEOPLE'S CONVENTION,National,116,XOLISILE OLGA,MTHIYA
AFRICAN PEOPLE'S CONVENTION,National,117,AIFHELI JEOFREY,MUDZULI
AFRICAN PEOPLE'S CONVENTION,National,118,RICHARD MARUEL,MANYIKE
AFRICAN PEOPLE'S CONVENTION,National,119,GIDION JABULANI,MATHEBULA
AFRICAN PEOPLE'S CONVENTION,National,120,ENIEL SILENCE,ZITHA
AFRICAN PEOPLE'S CONVENTION,National,121,THANDEKA ROSE,MAJOMBOSI
AFRICAN PEOPLE'S CONVENTION,National,122,PETRUS SPHIWE,MATHEBULA
AFRICAN PEOPLE'S CONVENTION,National,123,NATUTU ROSELINE,SIMASI
AFRICAN PEOPLE'S CONVENTION,National,124,GEOPHEREY CASPER,KHOZA
AFRICAN PEOPLE'S CONVENTION,National,125,KHAYALETHU,MBALI
AFRICAN PEOPLE'S CONVENTION,National,126,LUNGA,MNGOMA
AFRICAN PEOPLE'S CONVENTION,National,127,GUGU NTOMBENHLE,MATHENIWA
AFRICAN PEOPLE'S CONVENTION,National,128,NANDIPHA,JOJO
AFRICAN PEOPLE'S CONVENTION,National,129,BELLA,PHALA
AFRICAN PEOPLE'S CONVENTION,National,130,SIBUSISO ISAAC,MKHONZA
AFRICAN PEOPLE'S CONVENTION,National,131,PAUL WISEMAN,MAMBANE
AFRICAN PEOPLE'S CONVENTION,National,132,DUDUZILE LILIAN,NKUNA
AFRICAN PEOPLE'S CONVENTION,National,133,BUSANA ROBERT,NCUBE
AFRICAN PEOPLE'S CONVENTION,National,134,MAGGIE NOMAKULA,NXALA
AFRICAN PEOPLE'S CONVENTION,National,135,SIYANDA,MABASA
AFRICAN PEOPLE'S CONVENTION,National,136,YONGAMA,ZWAKALA
AFRICAN PEOPLE'S CONVENTION,National,137,SIZWE THULANI,GUMEDE
AFRICAN PEOPLE'S CONVENTION,National,138,CONSTANCE THOKOZILE,MLOTSHWA
AFRICAN PEOPLE'S CONVENTION,National,139,LESIA JOSEPH,MOABI
AFRICAN PEOPLE'S CONVENTION,National,140,TSELENG MARIA,RAMONA
AFRICAN PEOPLE'S CONVENTION,National,141,HLAYISEKA CALVIN,NDLHOVU
AFRICAN PEOPLE'S CONVENTION,National,142,HERBERT LUCAS BONGANI,MBATHA
AFRICAN PEOPLE'S CONVENTION,National,143,MOTLATSI SAMUEL,NCHECHE
AFRICAN PEOPLE'S CONVENTION,National,144,MOU PHILLIP,MOKOENA
AFRICAN PEOPLE'S CONVENTION,National,145,STEPHELINA N'WAGATA,SHINGANGE
AFRICAN PEOPLE'S CONVENTION,National,146,KATU CAROLINE,MSIBI
AFRICAN PEOPLE'S CONVENTION,National,147,FELICITY,NKABINDE
AFRICAN PEOPLE'S CONVENTION,National,148,KEKELETSO HILDA,LENTOR
AFRICAN PEOPLE'S CONVENTION,National,149,VUYOKAZI,BANZI
AFRICAN PEOPLE'S CONVENTION,National,150,JABULANI WILLIAM,SKHOSANA
AFRICAN PEOPLE'S CONVENTION,National,151,BRIDGET MARIA,MATHUKA
AFRICAN PEOPLE'S CONVENTION,National,152,WITNESS LUCIA,MKHABELA
AFRICAN PEOPLE'S CONVENTION,National,153,WILLIAM,MODIBA
AFRICAN PEOPLE'S CONVENTION,National,154,EBBY,MDHLULI
AFRICAN PEOPLE'S CONVENTION,National,155,FREDDY,MBHANDZE
AFRICAN PEOPLE'S CONVENTION,National,156,JEREMIAH SIPHO,MAHLANGU
AFRICAN PEOPLE'S CONVENTION,National,157,BAFANA REYZON THEOBALD,RADEBE
AFRICAN PEOPLE'S CONVENTION,National,158,PAULINUS ZWELIHLE,MSELEKU
AFRICAN PEOPLE'S CONVENTION,National,159,BUYANI GIBSON,QWELA
AFRICAN PEOPLE'S CONVENTION,National,160,LINDOKUHLE CORNELIOUS,DUBE
AFRICAN PEOPLE'S CONVENTION,National,161,NOZUKILE,BODLISA
AFRICAN PEOPLE'S CONVENTION,National,162,GOVINDAMAH,RAMDAW
