AFRICAN CHRISTIAN DEMOCRATIC PARTY,Regional: Gauteng,14,BRENDON,GOVENDER
AFRICAN CHRISTIAN DEMOCRATIC PARTY,Regional: Gauteng,15,AGOSTINHO ANTONIO PERESTRELO,PESTANA
AFRICAN CHRISTIAN DEMOCRATIC PARTY,Regional: Gauteng,16,CHRISTIAN KARL PETER,ROHLSSEN
AFRICAN CHRISTIAN DEMOCRATIC PARTY,Regional: Gauteng,17,BARBRA MOSELA,SANGWENI
AFRICAN CHRISTIAN DEMOCRATIC PARTY,Regional: Gauteng,18,ANDRIES MOGOKGO,MATHIBELA
AFRICAN CHRISTIAN DEMOCRATIC PARTY,Regional: Gauteng,19,BUSISIWE BRENDA,MEMELA
AFRICAN CHRISTIAN DEMOCRATIC PARTY,Regional: Gauteng,20,DANIEL ANDRIES STEFANUS,COETZEE
AFRICAN CHRISTIAN DEMOCRATIC PARTY,Regional: Gauteng,21,CARL HENRY,SCHULTZ
AFRICAN CHRISTIAN DEMOCRATIC PARTY,Regional: KwaZulu-Natal,1,WAYNE MAXIM,THRING
AFRICAN CHRISTIAN DEMOCRATIC PARTY,Regional: KwaZulu-Natal,2,MARSHA,GABRIEL
AFRICAN CHRISTIAN DEMOCRATIC PARTY,Regional: KwaZulu-Natal,3,GERHARDUS PETRUS,KOEKEMOER
AFRICAN CHRISTIAN DEMOCRATIC PARTY,Regional: KwaZulu-Natal,4,ZANELE STHANDIWE,TEMBE
AFRICAN CHRISTIAN DEMOCRATIC PARTY,Regional: KwaZulu-Natal,5,JONATHAN,NAIDOO
AFRICAN CHRISTIAN DEMOCRATIC PARTY,Regional: KwaZulu-Natal,6,NTOKOZO SAMSON,ZAMA
AFRICAN CHRISTIAN DEMOCRATIC PARTY,Regional: KwaZulu-Natal,7,SARAH LEAH ROBINA,DOWNS
AFRICAN CHRISTIAN DEMOCRATIC PARTY,Regional: KwaZulu-Natal,8,GLORIA,NAIDOO
AFRICAN CHRISTIAN DEMOCRATIC PARTY,Regional: KwaZulu-Natal,9,NONGCEBO ANDILE,CELE
AFRICAN CHRISTIAN DEMOCRATIC PARTY,Regional: KwaZulu-Natal,10,ZWELITHINI JEFFREY,NDLOVU
AFRICAN CHRISTIAN DEMOCRATIC PARTY,Regional: KwaZulu-Natal,11,BONGA CHRISTOPHER,ZULU
AFRICAN CHRISTIAN DEMOCRATIC PARTY,Regional: KwaZulu-Natal,12,ALLAN JAMES DAVID,DOWNS
AFRICAN CHRISTIAN DEMOCRATIC PARTY,Regional: KwaZulu-Natal,13,BERON GUGU SNOW,MNGOMA
AFRICAN CHRISTIAN DEMOCRATIC PARTY,Regional: KwaZulu-Natal,14,ANTONY BARRY,EASTES
AFRICAN CHRISTIAN DEMOCRATIC PARTY,Regional: Limpopo,1,SELAELO,SENWAMADI
AFRICAN CHRISTIAN DEMOCRATIC PARTY,Regional: Limpopo,2,GRACE AZWIDOHWI,MAVHUNGU
AFRICAN CHRISTIAN DEMOCRATIC PARTY,Regional: Limpopo,3,MMAKATITJANE JOAS,MOTHIBA
AFRICAN CHRISTIAN DEMOCRATIC PARTY,Regional: Limpopo,4,LIVHUWANI RACHEL,TSHIRANGWANA
AFRICAN CHRISTIAN DEMOCRATIC PARTY,Regional: Limpopo,5,FREDERICK JACOBUS,GROBLER
AFRICAN CHRISTIAN DEMOCRATIC PARTY,Regional: Limpopo,6,HUMBULANI BALDWIN,RAMULIFHO
AFRICAN CHRISTIAN DEMOCRATIC PARTY,Regional: Limpopo,7,MMATSHOENE SOLOMON,MABOYA
AFRICAN CHRISTIAN DEMOCRATIC PARTY,Regional: Limpopo,8,ALLECK XANGU,NXUMALO
AFRICAN CHRISTIAN DEMOCRATIC PARTY,Regional: Limpopo,9,MATSOBANE PHANUEL,MACHAKA
AFRICAN CHRISTIAN DEMOCRATIC PARTY,Regional: Limpopo,10,LESIBA SOLOMON,LESO
AFRICAN CHRISTIAN DEMOCRATIC PARTY,Regional: Limpopo,11,NGALETSANE ROSE,MAILE
AFRICAN CHRISTIAN DEMOCRATIC PARTY,Regional: Limpopo,12,MOKHUDU CYNTHIA,MACHABA
AFRICAN CHRISTIAN DEMOCRATIC PARTY,Regional: Limpopo,13,TSHAAMANO SIMON,RAMABULANA
AFRICAN CHRISTIAN DEMOCRATIC PARTY,Regional: Limpopo,14,RAMABULANA CALVIN,KGATLE
AFRICAN CHRISTIAN DEMOCRATIC PARTY,Regional: Limpopo,15,YINGWANI SAMUEL,MATHYE
AFRICAN CHRISTIAN DEMOCRATIC PARTY,Regional: Mpumalanga,1,ANGELO DENVER,ARENDSE
AFRICAN CHRISTIAN DEMOCRATIC PARTY,Regional: Mpumalanga,2,PHILEMON KOOS,MAHLANGU
AFRICAN CHRISTIAN DEMOCRATIC PARTY,Regional: Mpumalanga,3,MELINDA ELAINE,STARK
AFRICAN CHRISTIAN DEMOCRATIC PARTY,Regional: Mpumalanga,4,NICOLAAS FRANS ERWE@E,COETZER
AFRICAN CHRISTIAN DEMOCRATIC PARTY,Regional: Mpumalanga,5,PAUL DAWSON,CLARK
AFRICAN CHRISTIAN DEMOCRATIC PARTY,Regional: Mpumalanga,6,MZAMANE EZEKIEL,MASHABA
AFRICAN CHRISTIAN DEMOCRATIC PARTY,Regional: Mpumalanga,7,THULANE IVEN,MAHLANGU
AFRICAN CHRISTIAN DEMOCRATIC PARTY,Regional: Mpumalanga,8,SELWANE MICHAEL,LETSOALO
AFRICAN CHRISTIAN DEMOCRATIC PARTY,Regional: Mpumalanga,9,CHARLES MTHOKOZISI,MAHLANGU
AFRICAN CHRISTIAN DEMOCRATIC PARTY,Regional: North West,1,JOHANNES BONGINKOSI,CHIYA
AFRICAN CHRISTIAN DEMOCRATIC PARTY,Regional: North West,2,TEFO RAYMOND,TSIKANG
AFRICAN CHRISTIAN DEMOCRATIC PARTY,Regional: North West,3,MATSHELO MELICIA,KGAKGAMACO
AFRICAN CHRISTIAN DEMOCRATIC PARTY,Regional: North West,4,DAPHNE SANDRA,BURGER
AFRICAN CHRISTIAN DEMOCRATIC PARTY,Regional: North West,5,DANIEL TSHOLOFELO,SELLO
AFRICAN CHRISTIAN DEMOCRATIC PARTY,Regional: North West,6,PHENEAS LUCKY,LEBELOANE
AFRICAN CHRISTIAN DEMOCRATIC PARTY,Regional: North West,7,MPITI JONAS,THAMAE
AFRICAN CHRISTIAN DEMOCRATIC PARTY,Regional: North West,8,KAGISO JOSIAH,MONYADIWA
AFRICAN CHRISTIAN DEMOCRATIC PARTY,Regional: North West,9,MZUKISI ELIAS,DINGILE
AFRICAN CHRISTIAN DEMOCRATIC PARTY,Regional: North West,10,ABINAR BENNY,SEGAOLE
AFRICAN CHRISTIAN DEMOCRATIC PARTY,Regional: North West,11,THEMBINKOSI JERRY,MASHIYA
AFRICAN CHRISTIAN DEMOCRATIC PARTY,Regional: North West,12,ISAAC,NKOSI
AFRICAN CHRISTIAN DEMOCRATIC PARTY,Regional: North West,13,EMELDAH KEGOMODITSWE,MOSIKIDI
AFRICAN CHRISTIAN DEMOCRATIC PARTY,Regional: Northern Cape,1,CHARL FRANCOIS,VAN WYK
AFRICAN CHRISTIAN DEMOCRATIC PARTY,Regional: Northern Cape,2,PETRUS ANDREAS STEFANUS,STRAUSS
AFRICAN CHRISTIAN DEMOCRATIC PARTY,Regional: Northern Cape,3,MEGAN LUCRESIA,DU TOIT
AFRICAN CHRISTIAN DEMOCRATIC PARTY,Regional: Northern Cape,4,JAN JOHANNES JACOBUS,VAN WYK
AFRICAN CHRISTIAN DEMOCRATIC PARTY,Regional: Western Cape,1,STEVEN NICHOLAS,SWART
AFRICAN CHRISTIAN DEMOCRATIC PARTY,Regional: Western Cape,2,CHERYLLYN,DUDLEY
AFRICAN CHRISTIAN DEMOCRATIC PARTY,Regional: Western Cape,3,GRANT CHRISTOPHER RONALD,HASKIN
AFRICAN CHRISTIAN DEMOCRATIC PARTY,Regional: Western Cape,4,LUCIEN,KLOOSMAN
AFRICAN CHRISTIAN DEMOCRATIC PARTY,Regional: Western Cape,5,PATRICIA SANDRA,ARENDSE
AFRICAN CHRISTIAN DEMOCRATIC PARTY,Regional: Western Cape,6,THEMBEKA CYNTHIA,THAMAGA
AFRICAN CHRISTIAN DEMOCRATIC PARTY,Regional: Western Cape,7,KELLY LEE,RAU
AFRICAN CHRISTIAN DEMOCRATIC PARTY,Regional: Western Cape,8,GAYNORE,CELE
AFRICAN CHRISTIAN DEMOCRATIC PARTY,Regional: Western Cape,9,VUYOLWETHU PRIMROSE,SAMBU
AFRICAN CHRISTIAN DEMOCRATIC PARTY,Regional: Western Cape,10,FEZEKA PENELOPE,PLAATJIES
AFRICAN CHRISTIAN DEMOCRATIC PARTY,Regional: Western Cape,11,JOSEPH,MATTHEE
AFRICAN CHRISTIAN DEMOCRATIC PARTY,Regional: Western Cape,12,SHAKESPEARE,ARENDS
AFRICAN CHRISTIAN DEMOCRATIC PARTY,Regional: Western Cape,13,DERICK DON,KLEINSMITH
AFRICAN CHRISTIAN DEMOCRATIC PARTY,Regional: Western Cape,14,ZWELIJIKILE,TUKAYI
AFRICAN CHRISTIAN DEMOCRATIC PARTY,Regional: Western Cape,15,NOZIPHO ZANELE,PHILLIPS
AFRICAN CHRISTIAN DEMOCRATIC PARTY,Provincial: Eastern Cape,1,MANDISA EUNICE,MALANGE
AFRICAN CHRISTIAN DEMOCRATIC PARTY,Provincial: Eastern Cape,2,XOLILE,NKWATENI
AFRICAN CHRISTIAN DEMOCRATIC PARTY,Provincial: Eastern Cape,3,DONN PAKAMISA,ROZANI
AFRICAN CHRISTIAN DEMOCRATIC PARTY,Provincial: Eastern Cape,4,LUKE MONWABISI,QUSE
AFRICAN CHRISTIAN DEMOCRATIC PARTY,Provincial: Eastern Cape,5,MICHELE,MANN
AFRICAN CHRISTIAN DEMOCRATIC PARTY,Provincial: Eastern Cape,6,THANDO,MAGQAZA
AFRICAN CHRISTIAN DEMOCRATIC PARTY,Provincial: Eastern Cape,7,EUGENE JAMES THOMAS,PLAATJES
AFRICAN CHRISTIAN DEMOCRATIC PARTY,Provincial: Eastern Cape,8,LUVUYO,MNGQIBISA
AFRICAN CHRISTIAN DEMOCRATIC PARTY,Provincial: Eastern Cape,9,MASANDE INNOCENT,SKEYI
AFRICAN CHRISTIAN DEMOCRATIC PARTY,Provincial: Eastern Cape,10,TOKOZILE MAVIS,MAQAMELA
AFRICAN CHRISTIAN DEMOCRATIC PARTY,Provincial: Eastern Cape,11,SIMBONGILE DONALD,GXUMISA
AFRICAN CHRISTIAN DEMOCRATIC PARTY,Provincial: Eastern Cape,12,NIKLAAS,JACOBS
AFRICAN CHRISTIAN DEMOCRATIC PARTY,Provincial: Eastern Cape,13,KHOLEKILE GILBERT,NDATHANA
AFRICAN CHRISTIAN DEMOCRATIC PARTY,Provincial: Free State,1,THOMAS SAREL,LESSING
AFRICAN CHRISTIAN DEMOCRATIC PARTY,Provincial: Free State,2,PULE JOSEPH,RAMPAI
AFRICAN CHRISTIAN DEMOCRATIC PARTY,Provincial: Free State,3,TEFO JAKOB,MOSIKIDI
AFRICAN CHRISTIAN DEMOCRATIC PARTY,Provincial: Free State,4,MALEFU MERIAM,MLANGENI
AFRICAN CHRISTIAN DEMOCRATIC PARTY,Provincial: Free State,5,HANNELENE,MOSTERT
AFRICAN CHRISTIAN DEMOCRATIC PARTY,Provincial: Free State,6,TLALENG MERIAM,ADONSI
AFRICAN CHRISTIAN DEMOCRATIC PARTY,Provincial: Free State,7,LETHUSANG MATHEU,KHALIENYANE
AFRICAN CHRISTIAN DEMOCRATIC PARTY,Provincial: Free State,8,MARTHA JACOMINA,DEAN
AFRICAN CHRISTIAN DEMOCRATIC PARTY,Provincial: Free State,9,YALIHELE DORA,KATO
AFRICAN CHRISTIAN DEMOCRATIC PARTY,Provincial: Free State,10,MOABI DONALD,NYAMANE
AFRICAN CHRISTIAN DEMOCRATIC PARTY,Provincial: Free State,11,MAJAFELA,MOKOENA
AFRICAN CHRISTIAN DEMOCRATIC PARTY,Provincial: Free State,12,LEEAJOA ALFRED,KOMAKO
AFRICAN CHRISTIAN DEMOCRATIC PARTY,Provincial: Free State,13,LIBUSENG ADELICE,MALEFANE
AFRICAN CHRISTIAN DEMOCRATIC PARTY,Provincial: Free State,14,THABO ABEL,NTLHOKOE
AFRICAN CHRISTIAN DEMOCRATIC PARTY,Provincial: Free State,15,KANANELO GLADSTONE,MEHLOLO
AFRICAN CHRISTIAN DEMOCRATIC PARTY,Provincial: Free State,16,PRET EDDIE,VAN WYK
AFRICAN CHRISTIAN DEMOCRATIC PARTY,Provincial: Free State,17,DIBETE EPHRAIM,MGCINA
AFRICAN CHRISTIAN DEMOCRATIC PARTY,Provincial: Free State,18,MOEKETSI WILFRED,MPHUNYE
AFRICAN CHRISTIAN DEMOCRATIC PARTY,Provincial: Free State,19,LEBOHANG JACKSON,SEFALI
AFRICAN CHRISTIAN DEMOCRATIC PARTY,Provincial: Gauteng,1,LEFOKANE LYDIA,MESHOE
AFRICAN CHRISTIAN DEMOCRATIC PARTY,Provincial: Gauteng,2,MYEKENI RICHARD,NKOSI
AFRICAN CHRISTIAN DEMOCRATIC PARTY,Provincial: Gauteng,3,ANNIRUTH,KISSOONDUTH
AFRICAN CHRISTIAN DEMOCRATIC PARTY,Provincial: Gauteng,4,CARL HENRY,SCHULTZ
AFRICAN CHRISTIAN DEMOCRATIC PARTY,Provincial: Gauteng,5,WILLEM MESHARK,VAN WYK
AFRICAN CHRISTIAN DEMOCRATIC PARTY,Provincial: Gauteng,6,NTOMBIZANELE,RAMOTHWA
AFRICAN CHRISTIAN DEMOCRATIC PARTY,Provincial: Gauteng,7,GLADYS MASINA,MODISE
AFRICAN CHRISTIAN DEMOCRATIC PARTY,Provincial: Gauteng,8,TAMBO ANDREW,MOKOENA
AFRICAN CHRISTIAN DEMOCRATIC PARTY,Provincial: Gauteng,9,BRENDON,GOVENDER
AFRICAN CHRISTIAN DEMOCRATIC PARTY,Provincial: Gauteng,10,DANIEL ANDRIES STEFANUS,COETZEE
AFRICAN CHRISTIAN DEMOCRATIC PARTY,Provincial: Gauteng,11,EMILY,BALOYI
AFRICAN CHRISTIAN DEMOCRATIC PARTY,Provincial: Gauteng,12,BUSISIWE BRENDA,MEMELA
AFRICAN CHRISTIAN DEMOCRATIC PARTY,Provincial: Gauteng,13,LINDA MERIDY,YATES
AFRICAN CHRISTIAN DEMOCRATIC PARTY,Provincial: Gauteng,14,BEKEZELILE CLARA,RADEBE
AFRICAN CHRISTIAN DEMOCRATIC PARTY,Provincial: Gauteng,15,AGOSTINHO ANTONIO PERESTRELO,PESTANA
AFRICAN CHRISTIAN DEMOCRATIC PARTY,Provincial: Gauteng,16,LOUISE,OLWAGEN
AFRICAN CHRISTIAN DEMOCRATIC PARTY,Provincial: Gauteng,17,BRIDGET NIKIWE,THWALA
AFRICAN CHRISTIAN DEMOCRATIC PARTY,Provincial: Gauteng,18,NTHABISENG,MAGUBANE
AFRICAN CHRISTIAN DEMOCRATIC PARTY,Provincial: Gauteng,19,TEBOGO KHOMOTSO,KEKANA
AFRICAN CHRISTIAN DEMOCRATIC PARTY,Provincial: Gauteng,20,CHRISTIAN KARL PETER,ROHLSSEN
AFRICAN CHRISTIAN DEMOCRATIC PARTY,Provincial: Gauteng,21,ESTHER THOKOZILE,ONWU
AFRICAN CHRISTIAN DEMOCRATIC PARTY,Provincial: Gauteng,22,TSHIAMISO AURELLIA,MOHOLENG
AFRICAN CHRISTIAN DEMOCRATIC PARTY,Provincial: Gauteng,23,ANDRIES MOGOKGO,MATHIBELA
AFRICAN CHRISTIAN DEMOCRATIC PARTY,Provincial: Gauteng,24,RITA IRMGARD,EDKINS
AFRICAN CHRISTIAN DEMOCRATIC PARTY,Provincial: Gauteng,25,QUEEN CHRISTINAH,MAGAGULA
AFRICAN CHRISTIAN DEMOCRATIC PARTY,Provincial: Gauteng,26,SUZAN NOZIPHO,GWALA
AFRICAN CHRISTIAN DEMOCRATIC PARTY,Provincial: Gauteng,27,BARBRA MOSELA,SANGWENI
AFRICAN CHRISTIAN DEMOCRATIC PARTY,Provincial: Gauteng,28,MOKETE JOHANNES,MOSIA
AFRICAN CHRISTIAN DEMOCRATIC PARTY,Provincial: KwaZulu-Natal,1,JO-ANN MARY,DOWNS
AFRICAN CHRISTIAN DEMOCRATIC PARTY,Provincial: KwaZulu-Natal,2,WAYNE MAXIM,THRING
AFRICAN CHRISTIAN DEMOCRATIC PARTY,Provincial: KwaZulu-Natal,3,GERHARDUS PETRUS,KOEKEMOER
