STATE NAME,STATE CODE,LGA NAME,LGA CODE,WARD NAME,WARD CODE
AKWA IBOM,AK,ESSIEN UDIM,05,IKPE ANNANG,05
AKWA IBOM,AK,ESSIEN UDIM,05,ODORO IKOT I,06
AKWA IBOM,AK,ESSIEN UDIM,05,ODORO IKOT II,07
AKWA IBOM,AK,ESSIEN UDIM,05,OKON,08
AKWA IBOM,AK,ESSIEN UDIM,05,UKANA EAST,09
AKWA IBOM,AK,ESSIEN UDIM,05,UKANA WEST I,10
AKWA IBOM,AK,ESSIEN UDIM,05,UKANA WEST II,11
AKWA IBOM,AK,ETIM EKPO,06,ETIM EKPO I,01
AKWA IBOM,AK,ETIM EKPO,06,ETIM EKPO II,02
AKWA IBOM,AK,ETIM EKPO,06,ETIM EKPO III,03
AKWA IBOM,AK,ETIM EKPO,06,ETIM EKPO IV,04
AKWA IBOM,AK,ETIM EKPO,06,ETIM EKPO V,05
AKWA IBOM,AK,ETIM EKPO,06,ETIM EKPO VI,06
AKWA IBOM,AK,ETIM EKPO,06,ETIM EKPO VII,07
AKWA IBOM,AK,ETIM EKPO,06,ETIM EKPO VIII,08
AKWA IBOM,AK,ETIM EKPO,06,ETIM EKPO IX,09
AKWA IBOM,AK,ETIM EKPO,06,ETIM EKPO X,10
AKWA IBOM,AK,ETINAN,07,ETINAN URBAN I,01
AKWA IBOM,AK,ETINAN,07,ETINAN URBAN II,02
AKWA IBOM,AK,ETINAN,07,ETINAN URBAN III,03
AKWA IBOM,AK,ETINAN,07,ETINAN URBAN IV,04
AKWA IBOM,AK,ETINAN,07,ETINAN URBAN V,05
AKWA IBOM,AK,ETINAN,07,SOUTHERN IMAN I,06
AKWA IBOM,AK,ETINAN,07,SOUTHERN IMAN II,07
AKWA IBOM,AK,ETINAN,07,SOUTHERN IMAN III,08
AKWA IBOM,AK,ETINAN,07,SOUTHERN IMAN IV,09
AKWA IBOM,AK,ETINAN,07,NORTHERN IMAN I,10
AKWA IBOM,AK,ETINAN,07,NORTHERN IMAN II,11
AKWA IBOM,AK,IBENO,08,IBENO I,01
AKWA IBOM,AK,IBENO,08,IBENO II,02
AKWA IBOM,AK,IBENO,08,IBENO III,03
AKWA IBOM,AK,IBENO,08,IBENO IV,04
AKWA IBOM,AK,IBENO,08,IBENO V,05
AKWA IBOM,AK,IBENO,08,IBENO VI,06
AKWA IBOM,AK,IBENO,08,IBENO VII,07
AKWA IBOM,AK,IBENO,08,IBENO VIII,08
AKWA IBOM,AK,IBENO,08,IBENO IX,09
AKWA IBOM,AK,IBENO,08,IBENO X,10
AKWA IBOM,AK,IBESIKPO ASUTAN,09,IBESIKPO I,01
AKWA IBOM,AK,IBESIKPO ASUTAN,09,IBESIKPO II,02
AKWA IBOM,AK,IBESIKPO ASUTAN,09,IBESIKPO III,03
AKWA IBOM,AK,IBESIKPO ASUTAN,09,IBESIKPO IV,04
AKWA IBOM,AK,IBESIKPO ASUTAN,09,IBESIKPO V,05
AKWA IBOM,AK,IBESIKPO ASUTAN,09,ASUTAN I,06
AKWA IBOM,AK,IBESIKPO ASUTAN,09,ASUTAN II,07
AKWA IBOM,AK,IBESIKPO ASUTAN,09,ASUTAN III,08
AKWA IBOM,AK,IBESIKPO ASUTAN,09,ASUTAN IV,09
AKWA IBOM,AK,IBESIKPO ASUTAN,09,ASUTAN V,10
AKWA IBOM,AK,IBIONO IBOM,10,IBIONO EASTERN I,01
AKWA IBOM,AK,IBIONO IBOM,10,IBIONO EASTERN II,02
AKWA IBOM,AK,IBIONO IBOM,10,IBIONO WESTERN I,03
AKWA IBOM,AK,IBIONO IBOM,10,IBIONO WESTERN II,04
AKWA IBOM,AK,IBIONO IBOM,10,IBIONO SOUTHERN I,05
AKWA IBOM,AK,IBIONO IBOM,10,IBIONO SOUTHERN II,06
AKWA IBOM,AK,IBIONO IBOM,10,IBIONO NORTHERN I,07
AKWA IBOM,AK,IBIONO IBOM,10,IBIONO NORTHERN II,08
AKWA IBOM,AK,IBIONO IBOM,10,IBIONO CENTRAL I,09
AKWA IBOM,AK,IBIONO IBOM,10,IBIONO CENTRAL II,10
AKWA IBOM,AK,IBIONO IBOM,10,IKPANYA,11
AKWA IBOM,AK,IKA,11,URBAN I,01
AKWA IBOM,AK,IKA,11,URBAN II,02
AKWA IBOM,AK,IKA,11,ACHAN IKA,03
AKWA IBOM,AK,IKA,11,ACHAN II,04
AKWA IBOM,AK,IKA,11,ACHAN III,05
AKWA IBOM,AK,IKA,11,ITO I,06
AKWA IBOM,AK,IKA,11,ITO II,07
AKWA IBOM,AK,IKA,11,ITO III,08
AKWA IBOM,AK,IKA,11,ODORO I,09
AKWA IBOM,AK,IKA,11,ODORO II,10
AKWA IBOM,AK,IKONO,12,IKONO MIDDLE I,01
AKWA IBOM,AK,IKONO,12,IKONO MIDDLE II,02
AKWA IBOM,AK,IKONO,12,IKONO MIDDLE III,03
AKWA IBOM,AK,IKONO,12,IKONO MIDDLE IV,04
AKWA IBOM,AK,IKONO,12,IKONO SOUTH,05
AKWA IBOM,AK,IKONO,12,NKWOT I,06
AKWA IBOM,AK,IKONO,12,NKWOT II,07
AKWA IBOM,AK,IKONO,12,NDIYA/IKOT IDANA,08
AKWA IBOM,AK,IKONO,12,EDIENE I,09
AKWA IBOM,AK,IKONO,12,EDIENE II,10
AKWA IBOM,AK,IKONO,12,1TAK,11
AKWA IBOM,AK,IKOT ABASI,13,IKPA IBEKWE I,01
AKWA IBOM,AK,IKOT ABASI,13,IKPA IBEKWE II,02
AKWA IBOM,AK,IKOT ABASI,13,UKPUM ETE I,03
AKWA IBOM,AK,IKOT ABASI,13,UKPUM ETE II,04
AKWA IBOM,AK,IKOT ABASI,13,UKPUM OKON,05
AKWA IBOM,AK,IKOT ABASI,13,EDEMAYA I,06
AKWA IBOM,AK,IKOT ABASI,13,EDEMAYA II,07
AKWA IBOM,AK,IKOT ABASI,13,EDEMAYA III,08
AKWA IBOM,AK,IKOT ABASI,13,IKPA NUNG ASANG I,09
AKWA IBOM,AK,IKOT ABASI,13,IKPA NUNG ASANG II,10
AKWA IBOM,AK,IKOT EKPENE,14,IKOT EKPENE I,01
AKWA IBOM,AK,IKOT EKPENE,14,IKOT EKPENE II,02
AKWA IBOM,AK,IKOT EKPENE,14,IKOT EKPENE III,03
AKWA IBOM,AK,IKOT EKPENE,14,IKOT EKPENE IV,04
AKWA IBOM,AK,IKOT EKPENE,14,IKOT EKPENE V,05
AKWA IBOM,AK,IKOT EKPENE,14,IKOT EKPENE VI,06
AKWA IBOM,AK,IKOT EKPENE,14,IKOT EKPENE VII,07
AKWA IBOM,AK,IKOT EKPENE,14,IKOT EKPENE VIII,08
AKWA IBOM,AK,IKOT EKPENE,14,IKOT EKPENE IX,09
AKWA IBOM,AK,IKOT EKPENE,14,IKOT EKPENE X,10
AKWA IBOM,AK,IKOT EKPENE,14,IKOT EKPENE XI,11
AKWA IBOM,AK,INI,15,IKPE I,01
AKWA IBOM,AK,INI,15,IKPE II,02
AKWA IBOM,AK,INI,15,ITU MBONUSO,03
AKWA IBOM,AK,INI,15,NKARI,04
AKWA IBOM,AK,INI,15,IWERRE,05
AKWA IBOM,AK,INI,15,IKONO NORTH I,06
AKWA IBOM,AK,INI,15,IKONO NORTH II,07
AKWA IBOM,AK,INI,15,IKONO NORTH III,08
AKWA IBOM,AK,INI,15,ODORO UKWOK,09
AKWA IBOM,AK,INI,15,USUK UKWOK,10
AKWA IBOM,AK,ITU,16,OKU IBOKU,01
AKWA IBOM,AK,ITU,16,MBIASE/AYADEHE,02
AKWA IBOM,AK,ITU,16,EAST ITAM I,03
AKWA IBOM,AK,ITU,16,EAST ITAM II,04
AKWA IBOM,AK,ITU,16,EAST ITAM III,05
AKWA IBOM,AK,ITU,16,EAST ITAM IV,06
AKWA IBOM,AK,ITU,16,EAST ITAM V,07
AKWA IBOM,AK,ITU,16,WEST ITAM I,08
AKWA IBOM,AK,ITU,16,WEST ITAM II,09
AKWA IBOM,AK,ITU,16,WEST ITAM III,10
AKWA IBOM,AK,MBO,17,ENWANG I,01
AKWA IBOM,AK,MBO,17,ENWANG II,02
AKWA IBOM,AK,MBO,17,EBUGHU I,03
AKWA IBOM,AK,MBO,17,EBUGHU II,04
AKWA IBOM,AK,MBO,17,UDESI,05
AKWA IBOM,AK,MBO,17,EFIAT I,06
AKWA IBOM,AK,MBO,17,EFIAT II,07
AKWA IBOM,AK,MBO,17,IBAKA,08
AKWA IBOM,AK,MBO,17,UDA I,09
AKWA IBOM,AK,MBO,17,UDA II,10
AKWA IBOM,AK,MKPAT ENIN,18,UKPUM MINYA I,01
AKWA IBOM,AK,MKPAT ENIN,18,UKPUM MINYA II,02
AKWA IBOM,AK,MKPAT ENIN,18,UKPUM MINYA III,03
AKWA IBOM,AK,MKPAT ENIN,18,UKPUM MINYA IV,04
AKWA IBOM,AK,MKPAT ENIN,18,IKPA IBOM I,05
AKWA IBOM,AK,MKPAT ENIN,18,IKPA IBOM II,06
AKWA IBOM,AK,MKPAT ENIN,18,IKPA IBOM III,07
AKWA IBOM,AK,MKPAT ENIN,18,IKPA IBOM IV,08
AKWA IBOM,AK,MKPAT ENIN,18,IBIAKU I,09
AKWA IBOM,AK,MKPAT ENIN,18,IBIAKU II,10
AKWA IBOM,AK,MKPAT ENIN,18,IBIAKU III,11
AKWA IBOM,AK,MKPAT ENIN,18,IKPA IKONO I,12
AKWA IBOM,AK,MKPAT ENIN,18,IKPA IKONO II,13
AKWA IBOM,AK,MKPAT ENIN,18,IKPA IKONO III,14
AKWA IBOM,AK,NSIT ATAI,19,EASTERN NSIT I,01
AKWA IBOM,AK,NSIT ATAI,19,EASTERN NSIT II,02
AKWA IBOM,AK,NSIT ATAI,19,EASTERN NSIT III,03
