STATE NAME,STATE CODE,LGA NAME,LGA CODE,WARD NAME,WARD CODE
BORNO,BO,KWAYA / KUSAR,18,GONDI,01
BORNO,BO,KWAYA / KUSAR,18,GUSI / BILLA,02
BORNO,BO,KWAYA / KUSAR,18,GUWAL,03
BORNO,BO,KWAYA / KUSAR,18,KUBUKU,04
BORNO,BO,KWAYA / KUSAR,18,KURBA,05
BORNO,BO,KWAYA / KUSAR,18,KWAYA KUSAR,06
BORNO,BO,KWAYA / KUSAR,18,PETA,07
BORNO,BO,KWAYA / KUSAR,18,WADA,08
BORNO,BO,KWAYA / KUSAR,18,WAWA,09
BORNO,BO,KWAYA / KUSAR,18,YIMIRTHALANG,10
BORNO,BO,MAFA,19,ABBARI,01
BORNO,BO,MAFA,19,ANADUA,02
BORNO,BO,MAFA,19,GAWA,03
BORNO,BO,MAFA,19,KOSHEBE,04
BORNO,BO,MAFA,19,LAJE,05
BORNO,BO,MAFA,19,LIMANTI,06
BORNO,BO,MAFA,19,LOSKURI,07
BORNO,BO,MAFA,19,MA'AFA,08
BORNO,BO,MAFA,19,MAFA,09
BORNO,BO,MAFA,19,MASU,10
BORNO,BO,MAFA,19,MUJIGINE,11
BORNO,BO,MAFA,19,TAMSU NGAMDUA,12
BORNO,BO,MAGUMERI,20,ARDO RAM,01
BORNO,BO,MAGUMERI,20,AYI / YASKU,02
BORNO,BO,MAGUMERI,20,BORNO YESU,03
BORNO,BO,MAGUMERI,20,FURRAM,04
BORNO,BO,MAGUMERI,20,GAJI GANNA I,05
BORNO,BO,MAGUMERI,20,GAJI GANNA II,06
BORNO,BO,MAGUMERI,20,HOYO / CHIN GOWA,07
BORNO,BO,MAGUMERI,20,KALIZORAM / BANORAM,08
BORNO,BO,MAGUMERI,20,KARERAM,09
BORNO,BO,MAGUMERI,20,KUBTI,10
BORNO,BO,MAGUMERI,20,MAGUMERI,11
BORNO,BO,MAGUMERI,20,NGAMMA,12
BORNO,BO,MAGUMERI,20,NGUBALA,13
BORNO,BO,MAIDUGURI M. C.,21,BOLORI I,01
BORNO,BO,MAIDUGURI M. C.,21,BOLORI II,02
BORNO,BO,MAIDUGURI M. C.,21,BULABLIN,03
BORNO,BO,MAIDUGURI M. C.,21,FEZZAN,04
BORNO,BO,MAIDUGURI M. C.,21,GAMBORU LIBERTY,05
BORNO,BO,MAIDUGURI M. C.,21,GWANGE I,06
BORNO,BO,MAIDUGURI M. C.,21,GWANGE II,07
BORNO,BO,MAIDUGURI M. C.,21,GWANGE III,08
BORNO,BO,MAIDUGURI M. C.,21,HAUSARI/ZANGO,09
BORNO,BO,MAIDUGURI M. C.,21,LAMISULA/JABBA MARI,10
BORNO,BO,MAIDUGURI M. C.,21,LIMANTI,11
BORNO,BO,MAIDUGURI M. C.,21,MAFONI,12
BORNO,BO,MAIDUGURI M. C.,21,MAISANDARI,13
BORNO,BO,MAIDUGURI M. C.,21,SHEHURI NORTH,14
BORNO,BO,MAIDUGURI M. C.,21,SHEHURI SOUTH,15
BORNO,BO,MARTE,22,ALA,01
BORNO,BO,MARTE,22,ALLA LAWANTI,02
BORNO,BO,MARTE,22,BORSORI,03
BORNO,BO,MARTE,22,GUMNA,04
BORNO,BO,MARTE,22,KABULAWA,05
BORNO,BO,MARTE,22,KIRENOWA,06
BORNO,BO,MARTE,22,KULLI,07
BORNO,BO,MARTE,22,MARTE,08
BORNO,BO,MARTE,22,MAWULLI,09
BORNO,BO,MARTE,22,MUSUNE,10
BORNO,BO,MARTE,22,NGELEIWA,11
BORNO,BO,MARTE,22,NJINE,12
BORNO,BO,MARTE,22,ZAGA,13
BORNO,BO,MOBBAR,23,ASAGA,01
BORNO,BO,MOBBAR,23,BOGUM,02
BORNO,BO,MOBBAR,23,CHAMBA,03
BORNO,BO,MOBBAR,23,DAMASAK,04
BORNO,BO,MOBBAR,23,DUJI,05
BORNO,BO,MOBBAR,23,GASHAGAR,06
BORNO,BO,MOBBAR,23,KARETO,07
BORNO,BO,MOBBAR,23,LAYI,08
BORNO,BO,MOBBAR,23,ZANNA UMORTI,09
BORNO,BO,MOBBAR,23,ZARI,10
BORNO,BO,MONGUNO,24,DAMAKULI,01
BORNO,BO,MONGUNO,24,KAGURAM,02
BORNO,BO,MONGUNO,24,KUMALIA,03
BORNO,BO,MONGUNO,24,MOFIO,04
BORNO,BO,MONGUNO,24,MANDALA,05
BORNO,BO,MONGUNO,24,MINTAR,06
BORNO,BO,MONGUNO,24,MONGUNO,07
BORNO,BO,MONGUNO,24,NGURNO,08
BORNO,BO,MONGUNO,24,SURE,09
BORNO,BO,MONGUNO,24,WULO,10
BORNO,BO,MONGUNO,24,YELE,11
BORNO,BO,MONGUNO,24,ZULUM,12
BORNO,BO,NGALA,25,SAGIR,01
BORNO,BO,NGALA,25,FUYE,02
BORNO,BO,NGALA,25,GAMBORU 'B',03
BORNO,BO,NGALA,25,GAMBORU 'C',04
BORNO,BO,NGALA,25,LOGUMANE,05
BORNO,BO,NGALA,25,NDUFU,06
BORNO,BO,NGALA,25,NGALA WARD,07
BORNO,BO,NGALA,25,OLD GAMBORU 'A',08
BORNO,BO,NGALA,25,TUNOKALIA,09
BORNO,BO,NGALA,25,WARSHELE,10
BORNO,BO,NGALA,25,WULGO,11
BORNO,BO,NGALA,25,WURGE,12
BORNO,BO,NGANZAI,26,ALARGE,01
BORNO,BO,NGANZAI,26,BADU,02
BORNO,BO,NGANZAI,26,DAMARAM,03
BORNO,BO,NGANZAI,26,GAJIRAM,04
BORNO,BO,NGANZAI,26,GADAI,05
BORNO,BO,NGANZAI,26,JIGALTA,06
BORNO,BO,NGANZAI,26,KUDA,07
BORNO,BO,NGANZAI,26,KURNAWA,08
BORNO,BO,NGANZAI,26,MAIWA,09
BORNO,BO,NGANZAI,26,MIYE,10
BORNO,BO,NGANZAI,26,SABSABUWA,11
BORNO,BO,NGANZAI,26,SUGUNDURE,12
BORNO,BO,SHANI,27,BARGU / BURASHIKA,01
BORNO,BO,SHANI,27,BUMA,02
BORNO,BO,SHANI,27,GASI / SALIFAWA,03
BORNO,BO,SHANI,27,GORA,04
BORNO,BO,SHANI,27,GWALASHO,05
BORNO,BO,SHANI,27,GWASKARA,06
BORNO,BO,SHANI,27,KOMBO,07
BORNO,BO,SHANI,27,KUBO,08
BORNO,BO,SHANI,27,KWABA,09
BORNO,BO,SHANI,27,SHANI,10
BORNO,BO,SHANI,27,WALAMA,11
CROSS RIVER,CR,ABI,01,ADADAMA,01
CROSS RIVER,CR,ABI,01,AFAFANYI/IGONIGONI,02
CROSS RIVER,CR,ABI,01,EBOM,03
CROSS RIVER,CR,ABI,01,EDIBA,04
CROSS RIVER,CR,ABI,01,EKUREKU I,05
CROSS RIVER,CR,ABI,01,EKUREKU II,06
CROSS RIVER,CR,ABI,01,IMABANA I,07
CROSS RIVER,CR,ABI,01,IMABANA II,08
CROSS RIVER,CR,ABI,01,ITIGIDI,09
CROSS RIVER,CR,ABI,01,USUMUTONG,10
CROSS RIVER,CR,AKAMKPA,02,AKAMKPA URBAN,01
CROSS RIVER,CR,AKAMKPA,02,AWI,02
CROSS RIVER,CR,AKAMKPA,02,EKU,03
CROSS RIVER,CR,AKAMKPA,02,IKO,04
CROSS RIVER,CR,AKAMKPA,02,IKPAI,05
CROSS RIVER,CR,AKAMKPA,02,MBARAKOM,06
CROSS RIVER,CR,AKAMKPA,02,OBAN,07
CROSS RIVER,CR,AKAMKPA,02,OJUK NORTH,08
CROSS RIVER,CR,AKAMKPA,02,OJUK SOUTH,09
CROSS RIVER,CR,AKAMKPA,02,UYANGA,10
CROSS RIVER,CR,AKPABUYO,03,ATIMBO EAST,01
CROSS RIVER,CR,AKPABUYO,03,ATIMBO WEST,02
CROSS RIVER,CR,AKPABUYO,03,ENEYO,03
CROSS RIVER,CR,AKPABUYO,03,IDUNDU/ANYANGANSE,04
CROSS RIVER,CR,AKPABUYO,03,IKANG CENTRAL,05
CROSS RIVER,CR,AKPABUYO,03,IKANG NORTH,06
CROSS RIVER,CR,AKPABUYO,03,IKANG SOUTH,07
CROSS RIVER,CR,AKPABUYO,03,IKOT EDEM ODO,08
CROSS RIVER,CR,AKPABUYO,03,IKOT EYO,09
CROSS RIVER,CR,AKPABUYO,03,IKOT NAKANDA,10
CROSS RIVER,CR,BAKASSI,04,ABANA,01
CROSS RIVER,CR,BAKASSI,04,AKPANKANYA,02
CROSS RIVER,CR,BAKASSI,04,AKWA,03
CROSS RIVER,CR,BAKASSI,04,AMBAI EKPA,04
CROSS RIVER,CR,BAKASSI,04,AMOTO,05
CROSS RIVER,CR,BAKASSI,04,ARCHIBONG,06
CROSS RIVER,CR,BAKASSI,04,ATAI EMA,07
CROSS RIVER,CR,BAKASSI,04,EFUT INWANG,08
CROSS RIVER,CR,BAKASSI,04,EKPOT ABIA,09
CROSS RIVER,CR,BAKASSI,04,ODIONG,10
CROSS RIVER,CR,BEKWARRA,05,ABUOCHICHE,01
CROSS RIVER,CR,BEKWARRA,05,AFRIKE OCHAGBE,02
CROSS RIVER,CR,BEKWARRA,05,AFRIKE OKPECHE,03
CROSS RIVER,CR,BEKWARRA,05,BETEN,04
CROSS RIVER,CR,BEKWARRA,05,GAKEM,05
CROSS RIVER,CR,BEKWARRA,05,IBIARAGIDI,06
CROSS RIVER,CR,BEKWARRA,05,NYANYA,07
CROSS RIVER,CR,BEKWARRA,05,OTUKPURU,08
CROSS RIVER,CR,BEKWARRA,05,UGBORO,09
CROSS RIVER,CR,BEKWARRA,05,UKPAH,10
CROSS RIVER,CR,BIASE,06,ABAYONG,01
CROSS RIVER,CR,BIASE,06,ADIM,02
CROSS RIVER,CR,BIASE,06,AGWAGUNE/OKURIKE,03
CROSS RIVER,CR,BIASE,06,AKPET/ABINI,04
CROSS RIVER,CR,BIASE,06,BIAKPAN,05
CROSS RIVER,CR,BIASE,06,EHOM,06
CROSS RIVER,CR,BIASE,06,EREI NORTH,07
CROSS RIVER,CR,BIASE,06,EREI SOUTH,08
CROSS RIVER,CR,BIASE,06,IKUN/ETONO,09
CROSS RIVER,CR,BIASE,06,UMON NORTH,10
CROSS RIVER,CR,BIASE,06,UMON SOUTH,11
CROSS RIVER,CR,BOKI,07,ABO,01
CROSS RIVER,CR,BOKI,07,ALANKWE,02
CROSS RIVER,CR,BOKI,07,BEEBO/BUMAJI,03
CROSS RIVER,CR,BOKI,07,BOJE,04
CROSS RIVER,CR,BOKI,07,BUDA,05
CROSS RIVER,CR,BOKI,07,BUENTSEBE,06
CROSS RIVER,CR,BOKI,07,BUNYIA/OKUBUCHI,07
CROSS RIVER,CR,BOKI,07,EKPASHI,08
CROSS RIVER,CR,BOKI,07,KAKWAGOM/BAWOP,09
CROSS RIVER,CR,BOKI,07,OGEP/OSOKOM,10
CROSS RIVER,CR,BOKI,07,OKU/BORUM/NJUA,11
CROSS RIVER,CR,CALABAR MUNICIPALITY,08,I,01
CROSS RIVER,CR,CALABAR MUNICIPALITY,08,II,02
CROSS RIVER,CR,CALABAR MUNICIPALITY,08,III,03
CROSS RIVER,CR,CALABAR MUNICIPALITY,08,IV,04
CROSS RIVER,CR,CALABAR MUNICIPALITY,08,V,05
CROSS RIVER,CR,CALABAR MUNICIPALITY,08,VI,06
CROSS RIVER,CR,CALABAR MUNICIPALITY,08,VII,07
CROSS RIVER,CR,CALABAR MUNICIPALITY,08,VIII,08
CROSS RIVER,CR,CALABAR MUNICIPALITY,08,IX,09
CROSS RIVER,CR,CALABAR MUNICIPALITY,08,X,10
CROSS RIVER,CR,CALABAR SOUTH,09,ONE (1),01
CROSS RIVER,CR,CALABAR SOUTH,09,TWO (2),02
CROSS RIVER,CR,CALABAR SOUTH,09,THREE (3),03
CROSS RIVER,CR,CALABAR SOUTH,09,FOUR (4),04
CROSS RIVER,CR,CALABAR SOUTH,09,FIVE (5),05
CROSS RIVER,CR,CALABAR SOUTH,09,SIX (6),06
CROSS RIVER,CR,CALABAR SOUTH,09,SEVEN (7),07
CROSS RIVER,CR,CALABAR SOUTH,09,EIGHT (8),08
CROSS RIVER,CR,CALABAR SOUTH,09,NINE (9),09
CROSS RIVER,CR,CALABAR SOUTH,09,TEN (10),10
CROSS RIVER,CR,CALABAR SOUTH,09,ELEVEN (11),11
CROSS RIVER,CR,CALABAR SOUTH,09,TWELVE (12),12
CROSS RIVER,CR,ETUNG,10,ABIA,01
CROSS RIVER,CR,ETUNG,10,ABIJANG,02
CROSS RIVER,CR,ETUNG,10,AGBOKIM,03
CROSS RIVER,CR,ETUNG,10,AJASSOR,04
CROSS RIVER,CR,ETUNG,10,BENDEGHE EKIEM,05
CROSS RIVER,CR,ETUNG,10,EFFRAYA,06
CROSS RIVER,CR,ETUNG,10,ETOMI,07
CROSS RIVER,CR,ETUNG,10,ITAKA,08
CROSS RIVER,CR,ETUNG,10,MKPOT/AYUK ABA,09
CROSS RIVER,CR,ETUNG,10,NSOFANG,10
CROSS RIVER,CR,IKOM,11,ABANYUM,01
CROSS RIVER,CR,IKOM,11,AKPARABONG,02
CROSS RIVER,CR,IKOM,11,IKOM URBAN I,03
CROSS RIVER,CR,IKOM,11,IKOM URBAN II,04
CROSS RIVER,CR,IKOM,11,NDE,05
CROSS RIVER,CR,IKOM,11,NNAM,06
CROSS RIVER,CR,IKOM,11,NTA/NSELLE,07
CROSS RIVER,CR,IKOM,11,OFUTOP I,08
CROSS RIVER,CR,IKOM,11,OFUTOP II,09
CROSS RIVER,CR,IKOM,11,OLULUMO,10
CROSS RIVER,CR,IKOM,11,YALA/NKUM,11
CROSS RIVER,CR,OBANLIKU,12,BASANG,01
CROSS RIVER,CR,OBANLIKU,12,BEBI,02
CROSS RIVER,CR,OBANLIKU,12,BECHEVE,03
CROSS RIVER,CR,OBANLIKU,12,BENDI I,04
CROSS RIVER,CR,OBANLIKU,12,BENDI II,05
CROSS RIVER,CR,OBANLIKU,12,BISHIRI NORTH,06
CROSS RIVER,CR,OBANLIKU,12,BISHIRI SOUTH,07
CROSS RIVER,CR,OBANLIKU,12,BISU,08
CROSS RIVER,CR,OBANLIKU,12,BUSI,09
CROSS RIVER,CR,OBANLIKU,12,UTANGA,10
CROSS RIVER,CR,OBUBRA,13,ABABENE,01
CROSS RIVER,CR,OBUBRA,13,APIAPUM,02
CROSS RIVER,CR,OBUBRA,13,IYAMOYONG,03
CROSS RIVER,CR,OBUBRA,13,OBUBRA URBAN,04
CROSS RIVER,CR,OBUBRA,13,OCHON,05
CROSS RIVER,CR,OBUBRA,13,OFAT,06
CROSS RIVER,CR,OBUBRA,13,OFODUA,07
CROSS RIVER,CR,OBUBRA,13,OFUMBONGHA/YALA,08
CROSS RIVER,CR,OBUBRA,13,OSOPONG I,09
CROSS RIVER,CR,OBUBRA,13,OSOPONG II,10
CROSS RIVER,CR,OBUBRA,13,OVONUM,11
CROSS RIVER,CR,OBUDU,14,ALEGE/UBANG,01
CROSS RIVER,CR,OBUDU,14,ANGIABA / BEGIAKA,02
CROSS RIVER,CR,OBUDU,14,BEGIADING,03
CROSS RIVER,CR,OBUDU,14,IPONG,04
CROSS RIVER,CR,OBUDU,14,OBUDU URBAN I,05
CROSS RIVER,CR,OBUDU,14,OBUDU URBAN II,06
CROSS RIVER,CR,OBUDU,14,UKPE,07
CROSS RIVER,CR,OBUDU,14,UTUGWANG CENTRAL,08
CROSS RIVER,CR,OBUDU,14,UTUGWANG NORTH,09
CROSS RIVER,CR,OBUDU,14,UTUGWANG SOUTH,10
CROSS RIVER,CR,ODUKPANI,15,ADIABO/EFUT,01
CROSS RIVER,CR,ODUKPANI,15,AKAMKPA,02
CROSS RIVER,CR,ODUKPANI,15,CREEK TOWN I,03
CROSS RIVER,CR,ODUKPANI,15,CREEK TOWN II,04
CROSS RIVER,CR,ODUKPANI,15,EKORI/ANAKU,05
CROSS RIVER,CR,ODUKPANI,15,ENIONG,06
CROSS RIVER,CR,ODUKPANI,15,EKI,07
CROSS RIVER,CR,ODUKPANI,15,OBOMITIAT/MBIABO/EDIONG,08
CROSS RIVER,CR,ODUKPANI,15,ODOT,09
CROSS RIVER,CR,ODUKPANI,15,ODUKPANI CENTRAL,10
CROSS RIVER,CR,ODUKPANI,15,ONIMAN-KIONG,11
CROSS RIVER,CR,ODUKPANI,15,IKONETO,12
CROSS RIVER,CR,ODUKPANI,15,ITO/IDERE/UKWA,13
CROSS RIVER,CR,OGOJA,16,EKAJUK I,01
CROSS RIVER,CR,OGOJA,16,EKAJUK II,02
CROSS RIVER,CR,OGOJA,16,MBUBE EAST I,03
CROSS RIVER,CR,OGOJA,16,MBUBE EAST II,04
CROSS RIVER,CR,OGOJA,16,MBUBE WEST I,05
CROSS RIVER,CR,OGOJA,16,MBUBE WEST II,06
CROSS RIVER,CR,OGOJA,16,NKUM IBORR,07
CROSS RIVER,CR,OGOJA,16,NKUM IREDE,08
CROSS RIVER,CR,OGOJA,16,OGOJA URBAN I,09
CROSS RIVER,CR,OGOJA,16,OGOJA URBAN II,10
CROSS RIVER,CR,YAKURR,17,AFREKPE/EKPENTI,01
CROSS RIVER,CR,YAKURR,17,AJERE,02
CROSS RIVER,CR,YAKURR,17,ASSIGA,03
CROSS RIVER,CR,YAKURR,17,BIKO BIKO,04
CROSS RIVER,CR,YAKURR,17,IDOMI,05
CROSS RIVER,CR,YAKURR,17,IJIMAN,06
CROSS RIVER,CR,YAKURR,17,IJOM,07
CROSS RIVER,CR,YAKURR,17,IKPAKAPIT,08
CROSS RIVER,CR,YAKURR,17,INYIMA,09
CROSS RIVER,CR,YAKURR,17,MKPANI/AGOI,10
CROSS RIVER,CR,YAKURR,17,ABANAKPAI,11
CROSS RIVER,CR,YAKURR,17,NKPOLO/UKPAWEN,12
CROSS RIVER,CR,YAKURR,17,NTAN,13
CROSS RIVER,CR,YALA,18,ECHUMOFANA,01
CROSS RIVER,CR,YALA,18,GABU,02
CROSS RIVER,CR,YALA,18,IJIRAGA,03
CROSS RIVER,CR,YALA,18,NJRIGOM/MFUMA,04
CROSS RIVER,CR,YALA,18,OKPOMA,05
CROSS RIVER,CR,YALA,18,OKUKU,06
CROSS RIVER,CR,YALA,18,WANIHEM,07
CROSS RIVER,CR,YALA,18,WANIKADE,08
CROSS RIVER,CR,YALA,18,WANAKOM,09
CROSS RIVER,CR,YALA,18,YACHE,10
CROSS RIVER,CR,YALA,18,YAHE,11
DELTA,DT,ANIOCHA NORTH,01,OBIOR,01
DELTA,DT,ANIOCHA NORTH,01,ONICHA UGBO,02
DELTA,DT,ANIOCHA NORTH,01,OBOMKPA,03
DELTA,DT,ANIOCHA NORTH,01,ONICHA - OLONA,04
DELTA,DT,ANIOCHA NORTH,01,ISSELE - AZAGBA,05
DELTA,DT,ANIOCHA NORTH,01,ISSELE UKU I,06
DELTA,DT,ANIOCHA NORTH,01,ISSELE UKU II,07
DELTA,DT,ANIOCHA NORTH,01,IDUMUJE - UNOR,08
DELTA,DT,ANIOCHA NORTH,01,UKWU - NZU,09
DELTA,DT,ANIOCHA NORTH,01,EZI,10
DELTA,DT,ANIOCHA - SOUTH,02,OGWASHI - UKU VILLAGE,01
DELTA,DT,ANIOCHA - SOUTH,02,OGWASHI - UKU I,02
DELTA,DT,ANIOCHA - SOUTH,02,OGWASHI - UKU II,03
DELTA,DT,ANIOCHA - SOUTH,02,UBULU - UKU I,04
DELTA,DT,ANIOCHA - SOUTH,02,UBULU - UKU II,05
DELTA,DT,ANIOCHA - SOUTH,02,UBULU - UNOR,06
DELTA,DT,ANIOCHA - SOUTH,02,NSUKWA,07
DELTA,DT,ANIOCHA - SOUTH,02,EJEME,08
DELTA,DT,ANIOCHA - SOUTH,02,ISHEAGU-EWULU,09
DELTA,DT,ANIOCHA - SOUTH,02,ABA - UNOR,10
DELTA,DT,ANIOCHA - SOUTH,02,UBULU OKITI,11
DELTA,DT,BOMADI,03,BOMADI,01
DELTA,DT,BOMADI,03,KPAKIAMA,02
DELTA,DT,BOMADI,03,SYAMA,03
DELTA,DT,BOMADI,03,OGRIAGBENE,04
DELTA,DT,BOMADI,03,KOLAFIOGBENE/EKAMETAGBENE,05
DELTA,DT,BOMADI,03,OGBEINAMA/OKOLOBA,06
DELTA,DT,BOMADI,03,AKUGBENE I,07
DELTA,DT,BOMADI,03,AKUGBENE II,08
DELTA,DT,BOMADI,03,AKUGBENE III,09
DELTA,DT,BOMADI,03,OGO - EZE,10
DELTA,DT,BURUTU,04,TORUGBENE,01
DELTA,DT,BURUTU,04,TAMIGBE,02
DELTA,DT,BURUTU,04,TUOMO,03
DELTA,DT,BURUTU,04,SEIMBIRI,04
DELTA,DT,BURUTU,04,OJOBO,05
DELTA,DT,BURUTU,04,BULOU - NDORO,06
DELTA,DT,BURUTU,04,NGBILEBIRI I,07
DELTA,DT,BURUTU,04,NGBILEBIRI II,08
DELTA,DT,BURUTU,04,OGBOLUBIRI,09
DELTA,DT,BURUTU,04,OBOTEBE,10
DELTA,DT,BURUTU,04,OGULAGHA,11
DELTA,DT,ETHIOPE EAST,05,ABRAKA I,01
DELTA,DT,ETHIOPE EAST,05,ABRAKA II,02
DELTA,DT,ETHIOPE EAST,05,ABRAKA III,03
DELTA,DT,ETHIOPE EAST,05,AGBON I,04
DELTA,DT,ETHIOPE EAST,05,AGBON II,05
DELTA,DT,ETHIOPE EAST,05,AGBON III,06
DELTA,DT,ETHIOPE EAST,05,AGBON IV,07
DELTA,DT,ETHIOPE EAST,05,AGBON V,08
DELTA,DT,ETHIOPE EAST,05,AGBON VI,09
DELTA,DT,ETHIOPE EAST,05,AGBON VII,10
DELTA,DT,ETHIOPE EAST,05,AGBON VIII,11
DELTA,DT,ETHIOPE WEST,06,MOSOGAR I,01
DELTA,DT,ETHIOPE WEST,06,MOSOGAR II,02
DELTA,DT,ETHIOPE WEST,06,JESSE I,03
DELTA,DT,ETHIOPE WEST,06,JESSE II,04
DELTA,DT,ETHIOPE WEST,06,JESSE III,05
DELTA,DT,ETHIOPE WEST,06,JESSE IV,06
DELTA,DT,ETHIOPE WEST,06,OGHARA I,07
DELTA,DT,ETHIOPE WEST,06,OGHARA II,08
DELTA,DT,ETHIOPE WEST,06,OGHARA III,09
DELTA,DT,ETHIOPE WEST,06,OGHARA IV,10
DELTA,DT,ETHIOPE WEST,06,OGHARA V,11
DELTA,DT,IKA NORTH- EAST,07,OWA I,01
DELTA,DT,IKA NORTH- EAST,07,OWA II,02
DELTA,DT,IKA NORTH- EAST,07,OWA III,03
DELTA,DT,IKA NORTH- EAST,07,OWA IV,04
DELTA,DT,IKA NORTH- EAST,07,OWA V,05
DELTA,DT,IKA NORTH- EAST,07,OWA VI,06
DELTA,DT,IKA NORTH- EAST,07,AKUMAZI,07
DELTA,DT,IKA NORTH- EAST,07,IGBODO,08
DELTA,DT,IKA NORTH- EAST,07,UTE - OKPU,09
DELTA,DT,IKA NORTH- EAST,07,IDUMUESAH,10
DELTA,DT,IKA NORTH- EAST,07,UMUNEDE,11
DELTA,DT,IKA NORTH- EAST,07,MBIRI,12
DELTA,DT,IKA NORTH- EAST,07,UTE - OGBEJE,13
DELTA,DT,IKA NORTH- EAST,07,OTOLOKPO,14
DELTA,DT,IKA - SOUTH,08,AGBOR TOWN I,01
DELTA,DT,IKA - SOUTH,08,AGBOR TOWN II,02
DELTA,DT,IKA - SOUTH,08,IHUOZOMOR (OZANOGOGO ALISIMIE),03
DELTA,DT,IKA - SOUTH,08,IHIUIYASE I,04
DELTA,DT,IKA - SOUTH,08,EKUKU - AGBOR,05
DELTA,DT,IKA - SOUTH,08,IHUIYASE II,06
DELTA,DT,IKA - SOUTH,08,BOJI - BOJI I,07
DELTA,DT,IKA - SOUTH,08,BOJI - BOJI II,08
DELTA,DT,IKA - SOUTH,08,BOJI - BOJI III,09
DELTA,DT,IKA - SOUTH,08,ABAVO I,10
DELTA,DT,IKA - SOUTH,08,ABAVO II,11
DELTA,DT,IKA - SOUTH,08,ABAVO III,12
DELTA,DT,ISOKO NORTH,09,IYEDE I,01
DELTA,DT,ISOKO NORTH,09,IYEDE II,02
DELTA,DT,ISOKO NORTH,09,ELLU,03
DELTA,DT,ISOKO NORTH,09,OVRODE,04
DELTA,DT,ISOKO NORTH,09,ILUELOGBO,05
DELTA,DT,ISOKO NORTH,09,OWHE/AKIEHWE,06
DELTA,DT,ISOKO NORTH,09,EMEVOR,07
DELTA,DT,ISOKO NORTH,09,OKPE - ISOKO,08
DELTA,DT,ISOKO NORTH,09,OZORO I,09
DELTA,DT,ISOKO NORTH,09,OZORO II,10
DELTA,DT,ISOKO NORTH,09,OZORO III,11
DELTA,DT,ISOKO NORTH,09,OYEDE,12
DELTA,DT,ISOKO NORTH,09,OTIBIO,13
DELTA,DT,ISOKO SOUTH,10,OLEH I,01
DELTA,DT,ISOKO SOUTH,10,OLEH II,02
DELTA,DT,ISOKO SOUTH,10,AVIARA,03
DELTA,DT,ISOKO SOUTH,10,UZERE,04
DELTA,DT,ISOKO SOUTH,10,EMEDE,05
DELTA,DT,ISOKO SOUTH,10,OLOMORO,06
DELTA,DT,ISOKO SOUTH,10,IGBIDE,07
DELTA,DT,ISOKO SOUTH,10,EROWA/UMEH,08
DELTA,DT,ISOKO SOUTH,10,ENHWE/OKPOLO,09
DELTA,DT,ISOKO SOUTH,10,IRRI I,10
DELTA,DT,ISOKO SOUTH,10,IRRI II,11
DELTA,DT,NDOKWA EAST,11,OSSISSA,01
DELTA,DT,NDOKWA EAST,11,AFOR/OBIKWELE,02
DELTA,DT,NDOKWA EAST,11,ABARRA/INYI/ONUABOH,03
DELTA,DT,NDOKWA EAST,11,OKPAI/UTCHI/BENEKU,04
DELTA,DT,NDOKWA EAST,11,ABOH/AKARRAI,05
DELTA,DT,NDOKWA EAST,11,ONYIA/ADIAI/OTUOKU/UMUOLU,06
DELTA,DT,NDOKWA EAST,11,ASE,07
DELTA,DT,NDOKWA EAST,11,IBEDENI,08
DELTA,DT,NDOKWA EAST,11,IBREDE/IGBUKU / ONOGBOKOR,09
DELTA,DT,NDOKWA EAST,11,ASHAKA,10
DELTA,DT,NDOKWA WEST,12,UTAGBA OGBE,01
DELTA,DT,NDOKWA WEST,12,UTAGBA UNO I,02
DELTA,DT,NDOKWA WEST,12,UTAGBA UNO II,03
DELTA,DT,NDOKWA WEST,12,UTAGBA UNO III,04
DELTA,DT,NDOKWA WEST,12,ONICHA - UKWANI,05
DELTA,DT,NDOKWA WEST,12,OGUME I,06
DELTA,DT,NDOKWA WEST,12,OGUME II,07
DELTA,DT,NDOKWA WEST,12,ABBI I,08
DELTA,DT,NDOKWA WEST,12,ABBI II,09
DELTA,DT,NDOKWA WEST,12,EMU,10
DELTA,DT,OKPE,13,OREROKPE,01
DELTA,DT,OKPE,13,OVIRI - OKPE,02
DELTA,DT,OKPE,13,OHA I,03
DELTA,DT,OKPE,13,OHA II,04
DELTA,DT,OKPE,13,AGHALOKPE,05
DELTA,DT,OKPE,13,ARAGBA TOWN,06
DELTA,DT,OKPE,13,MEREJE I,07
DELTA,DT,OKPE,13,MEREJE II,08
DELTA,DT,OKPE,13,MEREJE III,09
DELTA,DT,OKPE,13,UGHOTON,10
DELTA,DT,OSHIMILI - NORTH,14,AKWUKWU,01
DELTA,DT,OSHIMILI - NORTH,14,EBU,02
DELTA,DT,OSHIMILI - NORTH,14,ILLAH,03
DELTA,DT,OSHIMILI - NORTH,14,IBUSA I,04
DELTA,DT,OSHIMILI - NORTH,14,IBUSA II,05
DELTA,DT,OSHIMILI - NORTH,14,IBUSA III,06
DELTA,DT,OSHIMILI - NORTH,14,IBUSA IV,07
DELTA,DT,OSHIMILI - NORTH,14,IBUSA V,08
DELTA,DT,OSHIMILI - NORTH,14,OKPANAM,09
DELTA,DT,OSHIMILI - NORTH,14,UKALA,10
