Same/Different,API Name,API Party,API Place,Contest Type,API Candidate Code,Mz Legal Name,Mz Other Names,Mz Candidate Code,Mz URL,Mz Parties Ever,Mz Aspirant Ever,Mz Politician Ever,Mz ID
Same,FRANCIS KIPKOGEI KIMETO,,Koibatek (ward),,082A97E0-7C6C-E211-A5C8-005056870012,Francis Kipkogei Kimeto,,,http://info.mzalendo.com/person/francis-kipkogei-kimeto/,Independent Aspirant,Aspirant Ward Representative at Koibatek (Ward 2013-),,7485
Same,DANIEL MBOGO NJOGU,,Ngariama (ward),,AAAD5DC4-E76A-E211-A5C8-005056870012,Daniel Mbogo Njogu,,,http://info.mzalendo.com/person/daniel-mbogo-njogu/,Independent Aspirant,Aspirant Ward Representative at Ngariama (Ward 2013-),,10046
Same,JOHN KIPYEGON SIELE,,Ilmotiook (ward),,F8020731-286C-E211-A5C8-005056870012,John Kipyegon Siele,,,http://info.mzalendo.com/person/john-kipyegon-siele/,Independent Aspirant,Aspirant Ward Representative at Ilmotiook (Ward 2013-),,5548
Same,HEZEKIAH MWAURA NGAGE,,Njukiine (ward),,4536E86C-786C-E211-A5C8-005056870012,Hezekiah Mwaura Ngage,,,http://info.mzalendo.com/person/hezekiah-mwaura-ngage/,Independent Aspirant,Aspirant Ward Representative at Njukiine (Ward 2013-),,10169
Same,PAUL OPIAYO KHAYANJE,PARTY OF ACTION,Oloolua (ward),,CF203305-C966-E211-A3B9-00505687000D,Paul Opiayo Khayanje,,,http://info.mzalendo.com/person/paul-opiayo-khayanje/,Party of Action,Aspirant Ward Representative at Ngong (Ward 2013-),,10116
Same,EZEKIEL LONGURADOMO YEKO,,Mnagei (ward),,F69339BC-7E6E-E211-A5C8-005056870012,Ezekiel Longuradomo Yeko,,,http://info.mzalendo.com/person/ezekiel-longuradomo-yeko/,Independent Aspirant,Aspirant Ward Representative at Mnagei (Ward 2013-),,9113
Same,PAUL NDUNGU KARIUKI,,Gatanga (ward),,4B562F85-286A-E211-B91E-005056870012,Paul Ndungu Kariuki,,,http://info.mzalendo.com/person/paul-ndungu-kariuki/,Independent Aspirant,Aspirant Ward Representative at Gatanga (Ward 2013-),,4970
Same,JOSEPHAT MUTUNGA MUTISYA,,Kivaa (ward),,209DD9D6-A76B-E211-A5C8-005056870012,Josephat Mutunga Mutisya,,,http://info.mzalendo.com/person/josephat-mutunga-mutisya/,Independent Aspirant,Aspirant Ward Representative at Kivaa (Ward 2013-),,7436
Same,ELIUD KARIUKI NJIRU,,Kyeni South (ward),,916EF088-A46B-E211-A5C8-005056870012,Eliud Kariuki Njiru,,,http://info.mzalendo.com/person/eliud-kariuki-njiru/,Independent Aspirant,Aspirant Ward Representative at Kyeni South (Ward 2013-),,7710
Same,JOHN NJUGUNA RUGU,,Nyadhuna (ward),,CC312B42-FA6A-E211-A5C8-005056870012,John Njuguna Rugu,,,http://info.mzalendo.com/person/john-njuguna-rugu/,Independent Aspirant,Aspirant Ward Representative at Nyadhuna (Ward 2013-),,10368
Same,VINCENT KIKUMU MAINGI,,Bamburi (ward),,670C0D44-7170-E211-A589-005056870012,Vincent Kikumu Maingi,,,http://info.mzalendo.com/person/vincent-kikumu-maingi/,Independent Aspirant,Aspirant Ward Representative at Bamburi (Ward 2013-),,3330
Same,MURE DOUGLAS YAAH,REPUBLICAN CONGRESS PARTY OF KENYA,Kibarani (ward),,6C9ECC7A-9567-E211-8158-00505687000D,Mure Douglas Yaah,,,http://info.mzalendo.com/person/mure-douglas-yaah/,Independent Aspirant,Aspirant Ward Representative at Kibarani (Ward 2013-),,6855
Same,GILBERT GICHUKI WACHIRA,,Rugi (ward),,D19B8310-DF69-E211-B91E-005056870012,Gilbert Gichuki Wachira,,,http://info.mzalendo.com/person/gilbert-gichuki-wachira/,Independent Aspirant,Aspirant Ward Representative at Rugi (Ward 2013-),,10858
Same,BEN KILONZI MWANGANGI,,Maringo / Hamza (ward),,8D0E19E7-166A-E211-B91E-005056870012,Ben Kilonzi Mwangangi,,,http://info.mzalendo.com/person/ben-kilonzi-mwangangi/,Independent Aspirant,Aspirant Ward Representative at Maringo / Hamza (Ward 2013-),,12826
Same,HEZRON SHIKANDA,CHAMA CHA UZALENDO,Maringo / Hamza (ward),County Assembly Rep.,BB9FB0B0-CE72-E211-A589-005056870012,Hezron Shikanda,,,http://info.mzalendo.com/person/hezron-shikanda/,Chama Cha Uzalendo,Aspirant Ward Representative at Harambee (Ward 2013-),,12766
