"Mbalula, Mr FA",Fikile April Mbalula
"Mushwana, Ms FF",Foni Florence Mushwana
"Maserumule, Mr FT",Frans Tlokwe Maserumule
"Sindane, Ms GS",Gelana Sarian Sindane
"Hill-Lews, Mr GG",Geordin Gwyn Hill-Lewis
"Oosthuizen, Mr GC",Gerhardus Cornelius Oosthuizen
"Borman, Ms GM",Gloria Mary Borman
"Tseke, Ms GK",Grace Kekulu Tseke
"Pandor, Ms GN",Grace Naledi Mandisa Pandor
"Snell, Mr GT",Grant Trevor Snell
"Magwanishe, Mr GB",Gratitude Magwanishe
"Schneemann, Mr GD",Gregory David Schneemann
"Krumbock, Mr GR",Gregory Rudy Krumbock
"Nkwinti, Mr GE",Gugile Ernest Nkwinti
"Magama, Mr HT",Hargreaves Tisetso Magama
"Matlanyane, Ms HF",Helen Flora Matlanyane
"Makhuba, Ms HN",Helen Nonhlanhla Makhuba
"Mgabadeli, Ms HC",Hlengiwe Christophina Mgabadeli
"Malgas, Ms HH",Hope Helene Malgas
"Davidson, Mr IO",Ian Ormiston Davidson
"Mfundisi, Mr IS",Isaac Sipho Mfundisi
"Sosibo, Ms JE",Jabu Elsie Sosibo
"Gunda, Mr JJ",Jan Johannes Gunda
"Cronin, Mr JP",Jeremy Patrick Cronin
"Thibedi, Mr JD",Jerry Dimotana Thibedi
"Fubbs, Ms JL",Joanmariae Louise Fubbs
"Matshoba, Mr JM",Joel Mntwabantu Matshoba
"Ndebele, Mr JS",Joel Sibusiso Ndebele
"Gelderblom, Mr JP",Johan Pieter Gelderblom
"Terblanche, Ms JF",Johanna Fredrika (Juanita) Terblanche
"Steenhuisen, Mr JH",John Henry Steenhuisen
"Moepeng, Mr JK",John Kabelo Moepeng
"Sibanyoni, Mr JB",Jonas Ben Sibanyoni
"Masilo, Ms JM",Joyce Mabel Masilo
"Kilian, Ms JD",Juliana Danielle Kilian
"Sinclair, Mr KA",Kenneth Andrew Sinclair
"Mubu, Mr KS",Kenneth Sililo Mubu
"Motlanthe, Mr KP",Kgalema Petrus Motlanthe
"Manamela, Mr KB",Kgwaridi Buti Manamela
"Gigaba, Mr KM",Knowledge Malusi Nkanyezi Gigaba
"Bapela, Mr KO",Kopeng Obed Bapela
"Dikobo, Mr KJ",Koti Jacob Dikobo
"Greyling, Mr LW",Lance William Greyling
"Gaehler, Mr LB",Lennox Bogen Gaehler
"Mazibuko, Ms LD",Lindiwe Desiré Mazibuko
"Mjobo, Ms LN",Lindiwe Ntombikayise Mjobo
"Ndabandaba, Prof LB",Lindumusa Bekizitha Gabriel Ndabandaba
"Xingwana, Ms LM",Lulama Marytheresa Xingwana
"Yengeni, Ms LE",Lumka Elizabeth Yengeni
"Landers, Mr LT",Luwellyn Tyrone Landers
"Chikunga, Ms LS",Lydia Sindisiwe Chikunga
"Mentor, Ms MP",Mabel Patronella Mentor
"Maunye, Ms MM",Maggie Margaret Maunye
"Njobe, Ms MA",Makhosazana Abigail Alicia Njobe
"Sotyu, Ms MM",Makhotso Magdeline Sotyu
"Motimele, Mr MS",Malusi Stanley Motimele
"Nchabeleng, Mr ME",Mamagase Elleck Nchabeleng
"Makgate, Ms MW",Mamosoeu Wendy Makgate
"Mncwango, Mr MA",Mangaqa Albert Mncwango
"Mohale, Ms MC",Mankwana Christinah Mohale
"Mafolo, Ms MV",Mapule Veronica Mafolo
"Shinn, Ms MR",Marian Robin Shinn
"Fransman, Mr ML",Marius Llewellyn Fransman
"Dunjwa, Ms ML",Mary-Ann Lindelwa Dunjwa
"Digkale, Ms MC",Masefako Clarah Digkale
"Morutoa, Ms MR",Masefele Rosalia Morutoa
"Baloyi, Mr MR",Masenyani Richard Baloyi
"Mokgobi, Mr MH",Matome Humphrey Mokgobi
"Phaliso, Ms MN",Meriam Nozibonelo Phaliso
"Dikgacwi, Mr MM",Mgolodi Moses Dikgacwi
"Nhanha, Mr MA",Mlindi Advent Nhanha
"Kubayi, Ms MT",Mmamoloko Tryphosa Kubayi
"Boroto, Ms MG",Mmatlala Grace Boroto
"Booi, Mr MS",Mnyamezeli Shedrack Booi
"Surty, Mr ME",Mohamed Enver Surty
"Hoosen, Mr MH",Mohammed Haniff Hoosen
"Moshodi, Ms ML",Moji Lydia Moshodi
"Maine, Mr MC",Mokoane Collen Maine
"Dube, Ms MC",Molebogeng Christina Dube
"Cele, Mr MA",Mosie Antony Cele
"Lekota, Mr MG",Mosiuoa Gerard Patrick Lekota
"Malale, Mr MI",Motswane Ishmael Malale
"Mohorosi, Ms MM",Mpane Martha Mohorosi
"Rabotapi, Mr MW",Mponeng Winston Rabotapi
"Swathe, Mr MM",Mpowele Mexan Swathe
"Gona, Mr MF",Mpumelelo Frederick Gona
"Sibande, Mr MP",Mtikeni Patrick Sibande
"Mdakane, Mr MR",Mzameni Richard Mdakane
"Sonto, Mr MR",Mzunani Roseberry Sonto
"Gcwabaza, Mr NE",Ndabakayise Erasmus Gcwabaza
"Duma, Mr NM",Ndleleni Moses Duma
"Ramatlhodi, Mr NA",Ngoako Abel Ramatlhodi
"Nene, Mr NM",Nhlanhla Musa Nene
"Mnisi, Ms NA",Nokhaya Adelaide Mnisi
"Mfeketo, Ms NC",NomaIndiya Cathleen Mfeketo
"Mdaka, Ms NM",Nomakhaya Mavis Mdaka
"November, Ms NT",Nomathemba Theresia November
"Ngele, Ms NJ",Nombuyiselo Joyce Ngele
"Mkhulusi, Ms NN",Nomfundo Ntombenhle Penelope Mkhulusi
"Mabedla, Ms NR",Nomfunelo Rose-Mary Mabedla
"Madlala, Ms NM",Nomopo Maggie Madlala
"Ngcengwane, Ms ND",Nompendlko Doris Ngcengwane
"Mathibela, Ms NF",Nomvula Frieda Mathibela
"Gcume, Ms NP",Nonkululeko Prudence Gcume
"Magadla, Ms NW",Nosilivere Winnifred Magadla
"Ntwanambi, Ms ND",Nosipho Dorothy Ntwanambi
"Khunou, Ms NP",Nthabiseng Pauline Khunou
"Twala, Ms NM",Ntombikayise Margaret Twala
"Chabane, Mr OC",Ohm Collins Chabane
"Motsoaledi, Dr PA",Pakishe Aaron Motsoaledi
"Mbhele, Mr PD",Pakiso David Mbhele
"Daniels, Ms PN",Pamela Nombeko Daniels
"Xaba, Ms PP",Phindisile Pretty Xaba
"Rabie, Dr PJ",Pierre Jacques Rabie
"Mocumi, Ms PA",Poppy Audrey Mocumi
"Rasmeni, Ms RN",Rachel Nomonde Rasmeni
"Nyalungu, Ms RE",Raesibe Eunice Nyalungu
"Tau, Mr RJ",Raseriti Johannes Tau
"Motsepe, Ms RM",Rebecca Mmakosha Motsepe
"Mashigo, Ms RM",Refilwe Modikanalo Mashigo
"Lesoma, Ms RM",Regina Mina Mpontseng Lesoma
"Lees, Mr RA",Robert Alfred Lees
"Davies, Dr RH",Robert Haydn Davies
"Bhoola, Mr RB",Royith Baloo Bhoola
"Cebekhulu, Mr RN",Russel Nsikayezwe Cebekhulu
,Sadiki Abel (306)
"Makwetla, Mr SP",Sampson Phathakge Makwetla
"Mmusi, Mr SG",Samuel Gaaesi Mmusi
"Kalyan, Ms SV",Santosh Vinita Kalyan
"Montsitsi, Mr SD",Sediane Danny Montsitsi
"Motau, Mr SC",Sejamotopo Charles Motau
"Kopane, Ms SP",Semakaleng Patricia Kopane
"Thobejane, Mr SG",Setlamorago Godfrey Thobejane
"Mayatula, Prof SM",Shepherd Malusi Mayatula
"Mashatile, Mr SP",Shipokasa Paulus Mashatile
"Kholwane, Mr SE",Sikhumbuzo Eric Kholwane
"Rwexana, Ms SP",Sindiswa Patricia Rwexana
"Mazosiwe, Mr SS",Siphiwo Sam Mazosiwe
"Cwele, Dr SC",Siyabonga Cyprian Cwele
"Bothman, Ms SG",Sizeni Grace Bothman
"Tsenoli, Mr SL",Solomon Lechesa Tsenoli
"Ndabeni, Ms ST",Stella Tembisa Ndabeni
"Farrow Mr, SB",Stuart Brian Farrow
"Tsebe, Ms SR",Sussana Rebecca Tsebe
"Kenye, Ms TE",Tandiwe Elizabeth Kenye
"Chaane, Mr TE",Teboho Edwin Chaane
"Mufamadi, Mr TA",Thabadiawa Alfred Mufamadi
"Memela, Ms TC",Thandi Cecilia Memela
"Tobias, Ms TV",Thandi Vivian Tobias
"Sunduza, Ms TB",Thandile Babalwa Sunduza
"Chiloane, Ms TD",Thapelo Dorothy Chiloane
"Nxesi, Mr TW",Thembelani Waltermade Nxesi
"Mabudafhasi, Ms TR",Thizwilondi Rejoyce Mabudafhasi
"Mashamaite, Mr TA",Tlhalefi Andries Mashamaite
"Sexwale, Mr TM",Tokyo Mosima Gabriel Sexwale
"Lishivha, Ms TE",Tshiwela Elida Lishivha
"Gasebonwe, Ms TM",Tshoganetso Mpho Adolphina Gasebonwe
"Manzini, Mr VM",Velly Makasana Manzini
"Magagula, Mr VV",Vuselelo Vincent Magagula
"Faber Mr, WF",Willem Frederik Faber
"Madisha, Mr WM",William Mothipa Madisha
"Mabasa, Mr X",Xitlhangoma Mabasa
"Makasi, Ms XC",Xoliswa Caroline Makasi
"Carrim, Mr YI",Yunus Ismail Carrim
"Makhubele, Mr ZS",Zondi Silence Makhubele
"Nelson, Ms WJ",Nelson Themba Godi
"Abram, Mr S",
"Adams, Ms LH",
"Alberts, Adv A",
"Berend, Ms S",Suzan Roseline Berend
"Bhengu, Mr F",
"Bhengu, Ms P",
"Bosman, Mr LL",Lourens Lemmer Bosman
"Botha, Ms YR",
"Buthelezi, Prince MG",Mangosuthu Gatsha Buthelezi
"Coetzee, Mr TW",Theo Willem Coetzee
"De Beer, Mr O",Onell De Beer
"Ditshetelo, Ms IC",Ipuseng Celia Ditshetelo
"Dlodlo, Ms A",Ayanda Dlodlo
"Dubazana, Ms ZS",Zephroma Sizani Dubazana
"Ebrahim, Mr EI",Ebrahim Ismail Ebrahim
"Esau, Mr S",
"George, Dr DT",Dion Travers George
"Gina, Ms N",Nomalungelo Gina
"Godi, Mr NT",
"Groenewald, Mr HB",
"Hajaig, Mr F",Fatima Hajaig
"Hlengwa, Mr M",Mkhuleko Hlengwa
"Holomisa, Mr BH",
"Hoosan, Mr H",
"Jacobs, Mr MP",Mbuyiselo Patrick Jacobs
"Jacobus, Ms L",Loretta Jacobus
"James, Dr WG",Wilmot Godfrey James
"Johnson, Mr M",Mlungisi Johnson
"Khorai, Mr LP",
"Koornhof, Dr GW",
"Lamoela, Ms H",Helen Lamoela
"Lee, Mr TD",
"Lorimer, Mr JR",
"Luyenge, Dr Z",Zukile Luyenge
"Mabija, Ms L",
"Mabuza, Ms MC",
"Mahlangu, Mr MJ",Mninwa Johannes Mahlangu
"Makhubela, Mr MW",Mafemane Wilson Makhubela
"Maluleka, Mr HP",Holmes Peter Maluleka
"Maluleke, Ms JM",Johanna Mmule Maluleke
"Mandela, Nkosi ZM",Zwelivelile Mandlesizwe Dalibhunga Mandela
"Manganye, Ms J",Jane Manganye
"Manuel, Mr TA",
"Marais, Mr SJ",
"Mathebe, Ms DH",Dudu Hellen Mathebe
"Maynier, Mr D",
"Meshoe, Rev KR",
"Mfundisi, Mr IS",
"Mileham, Mr K",Kevin John Mileham
"Mlenzana, Mr Z",
"Mnguni, Mr BA",Bafumani Aaron Mnguni
"Mnqasela, Mr M",
"Mofokeng, Mr TM",
"Mohai, Mr S",
"Mokgalapa, Mr S",
"Mokoena, Mr AD",
"Moloto, Mr KA",Koena Arthur Moloto
"More, Ms E",Emma More
"Motshekga, Ms MA",Matsie Angelina Motshekga
"Mthethwa, Mr EM",
"Mtshali, Mr E",
"Mulder, Dr CP",Cornelius Petrus Mulder
"Ndlovu, Mr VB",Velaphi Bethuel Ndlovu
"Ndude, Ms H",
"Ngcobo, Mr EN",Eugene Nhlanhla Nqaba Ngcobo
"Ngcobo, Ms BT",Beatrice Thembekile Ngcobo
"Ngwenya, Ms W",
"Nonkonyana, Chief M",
"Ntshiqela, Mr P",
"Ntuli, Ms BM",Bongi Maria Ntuli
"Nyekemba, Mr E",Eric Nyekemba
"Nzimande, Mr LP",Lewis Paul Musawenkosi Nzimande
"Oliphant, Ms MN",Mildred Nelisiwe Oliphant
"Ollis, Mr IM",Ian Michael Ollis
"Phaahla, Dr JM",
"Plaatjie, Ms SK",
"Radebe, Mr BA",Bhekiziswe Abram Radebe
"Radebe, Mr JT",
"Robinson, Ms D",Denise Robinson
"Saal, Ms G",Denise Robinson
"Schmidt, Adv HC",Hendrik Cornelius Schmidt
"Selfe, Mr J",James Selfe
"Sibiya, Ms D",
"Sisulu, Mr M V",
"Sithole, Mr KP",
"Sizani, Mr PS",Phumelele Stone Sizani
"Skosana, Mr JJ",James Jim Skosana
"Smalle, Mr JF",
"Smith, Mr VG",
"Steyn, Mr AC",
"Steyn, Ms A",Annette Steyn
"Sulliman, Mr EM",Ebrahim Mohammed Sulliman
"Swart, Mr SN",Steven Nicholas Swart
"Themba, Ms MP",Malesane Priscilla Themba
"Thomson, Ms B",Barbara Thomson
"Tinto, Ms B",
"Tlake, Ms MF",Manana Florence Tlake
"Tshwete, Ms P",Pamela Tshwete
"Turok, Prof B",
"Van Schalkwyk, Mr MC",
"Waters, Mr M",Michael Waters
"Watson, Mr A",Armiston Watson
"Wenger, Ms M",Marta Wenger
"Xasa, Ms T",
"Zulu, Prince M",Muntukaphiwana Milton Mbongiseni Zulu
