Place Name,Place Type,Race Type,Old?,Alternative Names To Add,Existing Aspirant Person URL,Existing Aspirant Position ID,Existing Aspirant Person ID,Existing Aspirant External ID,Existing Aspirant Legal Name,Existing Aspirant Other Names,API Normalized Name,API Code,Action
,,,Old,,http://localhost:8000/person/ledama-olekina/,5148,407,C84171EE-496D-E211-A5C8-005056870012,Ledama Olekina,,LEDAMA OLEKINA,C84171EE-496D-E211-A5C8-005056870012,
,,,,,http://localhost:8000/person/samuel-kuntai-tunai/,6670,917,242531E2-3569-E211-9497-005056870012,Samuel Kuntai Tunai,,SAMUEL KUNTAI TUNAI,242531E2-3569-E211-9497-005056870012,
,,,Old,[endpos],http://localhost:8000/person/richard-moitalel-ole-kenta/,5090,420,,Richard Moitalel ole Kenta,,,,
,,,Old,Joseph Tiampati Ole Musuni,http://localhost:8000/person/joseph-tiampati/,5096,424,,Joseph Tiampati Musuni,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
NAROK,County,Senator,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,http://localhost:8000/person/andrew-sunkuli-leteipa/,6677,921,EA754A27-5E6C-E211-A5C8-005056870012,Andrew Sunkuli Leteipa,,ANDREW SUNKULI LETEIPA,EA754A27-5E6C-E211-A5C8-005056870012,
,,,,,http://localhost:8000/person/bwogo-richard-birir/,6681,922,394A24AF-DB66-E211-A3B9-00505687000D,Bwogo Richard Birir,,BWOGO RICHARD BIRIR,394A24AF-DB66-E211-A3B9-00505687000D,
,,,,STEPHEN KANYINKE NTUTU,http://localhost:8000/person/stephen-ole-ntutu/,6679,338,C45485EE-3569-E211-9497-005056870012,Stephen Kanyinke Ole Ntutu,Stephen Ntutu,,,
,,,Old,Andrew Sunkuli Leteipa,http://localhost:8000/person/andrew-sunkuli/,5253,448,,Andrew Leteipa ole Sunkuli,,,,
,,,Old,JULIUS LEKAKENY OLE SUNKULI,http://localhost:8000/person/julius-sunkuli/,5107,427,17CE0708-9C67-E211-8158-00505687000D,Julius Lekakeny Sunkuli,,,,
,,,,,,,,,,,JULIUS LEKAKENY OLE SUNKULI,17CE0708-9C67-E211-8158-00505687000D,
,,,,,,,,,,,STEPHEN KANYINKE NTUTU,C45485EE-3569-E211-9497-005056870012,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
NYAMIRA,County,Governor,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,http://localhost:8000/person/charles-mosongo-aumbi/,6705,935,807BA8D7-7F6D-E211-A5C8-005056870012,Charles Mosongo Aumbi,,CHARLES MOSONGO AUMBI,807BA8D7-7F6D-E211-A5C8-005056870012,
,,,,,http://localhost:8000/person/charles-onsongo-mochama/,6721,942,C7195698-056A-E211-B91E-005056870012,Charles Onsongo Mochama,,CHARLES ONSONGO MOCHAMA,C7195698-056A-E211-B91E-005056870012,
,,,,,http://localhost:8000/person/charles-patterson-otwori/,6711,938,39E21315-0269-E211-9497-005056870012,Charles Patterson Otwori,,CHARLES PATTERSON OTWORI,39E21315-0269-E211-9497-005056870012,
,,,,,http://localhost:8000/person/cleve-agoki-mainda-omenge/,6723,943,6D33A82E-DA66-E211-A3B9-00505687000D,Cleve Agoki Mainda Omenge,,CLEVE AGOKI MAINDA OMENGE,6D33A82E-DA66-E211-A3B9-00505687000D,
,,,,,http://localhost:8000/person/dennis-matara-abincha/,6697,931,B1A6627A-9C67-E211-8158-00505687000D,Dennis Matara Abincha,,DENNIS MATARA ABINCHA,B1A6627A-9C67-E211-8158-00505687000D,
,,,,,http://localhost:8000/person/evans-misati-james/,6703,934,9AA41DAA-D266-E211-A3B9-00505687000D,Evans Misati James,,EVANS MISATI JAMES,9AA41DAA-D266-E211-A3B9-00505687000D,
,,,,,http://localhost:8000/person/fredrick-ombui-machana/,6709,937,2CE2D040-7B6D-E211-A5C8-005056870012,Fredrick Ombui Machana,,FREDRICK OMBUI MACHANA,2CE2D040-7B6D-E211-A5C8-005056870012,
,,,,,http://localhost:8000/person/george-matunda-nyanchama/,6699,932,495CCD40-5A66-E211-A3B9-00505687000D,George Matunda Nyanchama,,GEORGE MATUNDA NYANCHAMA,495CCD40-5A66-E211-A3B9-00505687000D,
,,,,,http://localhost:8000/person/george-nyabera-nyaribo/,6713,939,9C4033B8-7E6D-E211-A5C8-005056870012,George Nyabera Nyaribo,,GEORGE NYABERA NYARIBO,9C4033B8-7E6D-E211-A5C8-005056870012,
,,,,,http://localhost:8000/person/john-nyagarama-obiero/,6717,941,7B9CBEA9-486C-E211-A5C8-005056870012,John Nyagarama Obiero,,JOHN NYAGARAMA OBIERO,7B9CBEA9-486C-E211-A5C8-005056870012,
,,,,,http://localhost:8000/person/kinaro-kimaiga-ndubi/,6701,933,8354B0DB-8569-E211-B91E-005056870012,Kinaro Kimaiga Ndubi,,KINARO KIMAIGA NDUBI,8354B0DB-8569-E211-B91E-005056870012,
,,,,,http://localhost:8000/person/momanyi-nyasimi-job/,6695,930,CC49EB95-7D6D-E211-A5C8-005056870012,Momanyi Nyasimi Job,,MOMANYI NYASIMI JOB,CC49EB95-7D6D-E211-A5C8-005056870012,
,,,,,http://localhost:8000/person/peter-ondieki/,6719,455,F410B438-D866-E211-A3B9-00505687000D,Peter Bita Ondieki,,PETER BITA ONDIEKI,F410B438-D866-E211-A3B9-00505687000D,
,,,,,http://localhost:8000/person/peter-mongare-kingoina/,6707,936,5DD36A18-8E6C-E211-A5C8-005056870012,Peter Mong'Are King'Oina,,PETER MONG'ARE KING'OINA,5DD36A18-8E6C-E211-A5C8-005056870012,
,,,,,http://localhost:8000/person/samson-mwancha-nyangau-okioma/,6725,944,9C62D082-F366-E211-A3B9-00505687000D,Samson Mwancha Nyang'Au Okioma,,SAMSON MWANCHA NYANG'AU OKIOMA,9C62D082-F366-E211-A3B9-00505687000D,
,,,,,http://localhost:8000/person/william-moruri-nyakiba/,6715,940,314A24AF-DB66-E211-A3B9-00505687000D,William Moruri Nyakiba,,WILLIAM MORURI NYAKIBA,314A24AF-DB66-E211-A3B9-00505687000D,
,,,Old,[endpos],http://localhost:8000/person/henry-obwocha/,5552,356,,Henry Onyancha Obwocha,Henry Obwocha,,,
,,,Old,Peter Bita Ondieki,http://localhost:8000/person/peter-ondieki/,5304,455,,Peter Bita Ondieki,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
NYANDARUA,County,Senator,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,http://localhost:8000/person/muriuki-karue-muriuki/,6769,966,44838050-9F67-E211-8158-00505687000D,Muriuki Karue Muriuki,,MURIUKI KARUE MURIUKI,44838050-9F67-E211-8158-00505687000D,
,,,,,http://localhost:8000/person/patrick-kimani-wairiri/,6771,967,5AC3426B-4E69-E211-BA98-005056870012,Patrick Kimani Wairiri,,PATRICK KIMANI WAIRIRI,5AC3426B-4E69-E211-BA98-005056870012,
,,,Old,[endpos],http://localhost:8000/person/ephraim-maina/,5691,75,,Ephraim Mwangi Maina,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
SAMBURU,County,Senator,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,http://localhost:8000/person/lesiamito-m-john/,6825,992,A85E205B-446D-E211-A5C8-005056870012,Lesiamito M. John,,LESIAMITO M. JOHN,A85E205B-446D-E211-A5C8-005056870012,
,,,,,http://localhost:8000/person/paul-leringato/,6819,990,EF30257B-7C69-E211-B91E-005056870012,Paul Leringato,,PAUL LERINGATO,EF30257B-7C69-E211-B91E-005056870012,
,,,,,http://localhost:8000/person/reuben-marumben-lemunyete/,6821,991,8954B0DB-8569-E211-B91E-005056870012,Reuben Marumben Lemunyete,,REUBEN MARUMBEN LEMUNYETE,8954B0DB-8569-E211-B91E-005056870012,
,,,,,http://localhost:8000/person/sammy-leshore/,6823,349,BF5485EE-3569-E211-9497-005056870012,Sammy Prisa Leshore,Sammy Leshore,SAMMY PRISA LESHORE,BF5485EE-3569-E211-9497-005056870012,
,,,,,http://localhost:8000/person/simeon-siamanga-lesrima/,6827,993,819CBEA9-486C-E211-A5C8-005056870012,Simeon Siamanga Lesrima,,SIMEON SIAMANGA LESRIMA,819CBEA9-486C-E211-A5C8-005056870012,
,,,Old,Simeon Siamanga Lesrima,http://localhost:8000/person/simon-lesirma/,5643,178,,Simon Saimanga Lesirma,Simon Lesirma,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
SIAYA,County,Senator,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,http://localhost:8000/person/agnes-salome-awuor/,6848,430,CEA44DC3-3F6C-E211-A5C8-005056870012,Agnes Salome Awuor,,AGNES SALOME AWUOR,CEA44DC3-3F6C-E211-A5C8-005056870012,
,,,Old,,http://localhost:8000/person/oburu-odinga/,5215,194,,Oburu Ngona Odinga,Oburu Odinga,,,
,,,Old,JAMES AGGREY BOB ORENGO,http://localhost:8000/person/james-orengo/,5216,129,7E9CBEA9-486C-E211-A5C8-005056870012,Aggrey James Orengo,James Orengo,,,
,,,Old,[endpos],http://localhost:8000/person/james-orengo/,5120,129,7E9CBEA9-486C-E211-A5C8-005056870012,Aggrey James Orengo,James Orengo,,,
,,,Old,,http://localhost:8000/person/oburu-odinga/,5121,194,,Oburu Ngona Odinga,Oburu Odinga,,,
,,,,,,,,,,,JAMES AGGREY BOB ORENGO,7E9CBEA9-486C-E211-A5C8-005056870012,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
TAITA TAVETA,County,Governor,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,http://localhost:8000/person/elijah-mwamidi-mwandoe/,6859,1009,98601DEC-8C6C-E211-A5C8-005056870012,Elijah Mwamidi Mwandoe,,ELIJAH MWAMIDI MWANDOE,98601DEC-8C6C-E211-A5C8-005056870012,
,,,,,http://localhost:8000/person/jacinta-wanjala-mwatela/,6863,1011,F475C627-156C-E211-A5C8-005056870012,Jacinta Wanjala Mwatela,,JACINTA WANJALA MWATELA,F475C627-156C-E211-A5C8-005056870012,
,,,,,http://localhost:8000/person/john-mtuta-mruttu/,6869,1014,7CE41793-156C-E211-A5C8-005056870012,John Mtuta Mruttu,,JOHN MTUTA MRUTTU,7CE41793-156C-E211-A5C8-005056870012,
,,,,,http://localhost:8000/person/mwanyengela-ngali/,6865,1012,283CC997-146C-E211-A5C8-005056870012,Mwanyengela Ngali,,MWANYENGELA NGALI,283CC997-146C-E211-A5C8-005056870012,
,,,,,http://localhost:8000/person/sophy-wali-kibai/,6867,1013,7242F690-7E6C-E211-A5C8-005056870012,Sophy Wali Kibai,,SOPHY WALI KIBAI,7242F690-7E6C-E211-A5C8-005056870012,
,,,,,http://localhost:8000/person/wisdom-kazungu-mwamburi/,6861,1010,851C85E8-3569-E211-9497-005056870012,Wisdom Kazungu Mwamburi,,WISDOM KAZUNGU MWAMBURI,851C85E8-3569-E211-9497-005056870012,
,,,Old,[endpos],http://localhost:8000/person/emmanuel-kisombe/,5186,435,,Emmanuel Kisombe Mwatibo,Emmanuel Kisombe,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
TRANS NZOIA,County,Governor,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,http://localhost:8000/person/godfrey-siundu-wasike/,6963,1061,D7CB1755-8E6C-E211-A5C8-005056870012,Godfrey Siundu Wasike,,GODFREY SIUNDU WASIKE,D7CB1755-8E6C-E211-A5C8-005056870012,
,,,,,http://localhost:8000/person/joel-onsare-gesuka/,6959,1059,ED30257B-7C69-E211-B91E-005056870012,Joel Onsare Gesuka,,JOEL ONSARE GESUKA,ED30257B-7C69-E211-B91E-005056870012,
,,,,,http://localhost:8000/person/maurice-kakai-bisau/,6961,1060,E023742D-546D-E211-A5C8-005056870012,Maurice Kakai Bisau,,MAURICE KAKAI BISAU,E023742D-546D-E211-A5C8-005056870012,
,,,,,http://localhost:8000/person/noah-wekesa/,6967,209,E6A1F234-516D-E211-A5C8-005056870012,Noah Mahalang'ang'a Wekesa,Noah Wekesa,NOAH MAHALANG'ANG'A WEKESA,E6A1F234-516D-E211-A5C8-005056870012,
,,,,,http://localhost:8000/person/patrick-es-simiyu-khaemba/,6965,1062,3AE21315-0269-E211-9497-005056870012,Patrick E.S. Simiyu Khaemba,,PATRICK E.S. SIMIYU KHAEMBA,3AE21315-0269-E211-9497-005056870012,
,,,Old,[endpos],http://localhost:8000/person/elijah-taragon/,5273,423,,Elijah Taragon,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
TRANS NZOIA,County,Women Representative,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,http://localhost:8000/person/christine-nasimiyu-barasa/,7011,1083,98923704-7B69-E211-B91E-005056870012,Christine Nasimiyu Barasa,,CHRISTINE NASIMIYU BARASA,98923704-7B69-E211-B91E-005056870012,
,,,,,http://localhost:8000/person/christine-tanguli-nafula/,7001,1078,2C5CA784-606D-E211-A5C8-005056870012,Christine Tanguli Nafula,,CHRISTINE TANGULI NAFULA,2C5CA784-606D-E211-A5C8-005056870012,
,,,,,http://localhost:8000/person/dorothy-cherop-mikis/,6991,1073,D9843B14-016A-E211-B91E-005056870012,Dorothy Cherop Mikis,,DOROTHY CHEROP MIKIS,D9843B14-016A-E211-B91E-005056870012,
,,,,,http://localhost:8000/person/elizabeth-nasimiyu-nyongesa/,7003,1079,8066141B-0269-E211-9497-005056870012,Elizabeth Nasimiyu Nyongesa,,ELIZABETH NASIMIYU NYONGESA,8066141B-0269-E211-9497-005056870012,
,,,,,http://localhost:8000/person/eunice-wanjiru-kamau-karanja/,6995,1075,94F19D3F-3569-E211-9497-005056870012,Eunice Wanjiru Kamau Karanja,,EUNICE WANJIRU KAMAU KARANJA,94F19D3F-3569-E211-9497-005056870012,
,,,,,http://localhost:8000/person/everlyn-cheptanui-koro/,6993,1074,4C6818EE-8569-E211-B91E-005056870012,Everlyn Cheptanui Koro,,EVERLYN CHEPTANUI KORO,4C6818EE-8569-E211-B91E-005056870012,
,,,,,http://localhost:8000/person/gladys-nekesa-mulati/,7007,1081,8E2EC4AF-486C-E211-A5C8-005056870012,Gladys Nekesa Mulati,,GLADYS NEKESA MULATI,8E2EC4AF-486C-E211-A5C8-005056870012,
,,,,,http://localhost:8000/person/janet-nangabo-wanyama/,6997,1076,62E43FC8-5D6D-E211-A5C8-005056870012,Janet Nangabo Wanyama,,JANET NANGABO WANYAMA,62E43FC8-5D6D-E211-A5C8-005056870012,
,,,,,http://localhost:8000/person/justine-nasambu-sitti/,6999,1077,24A9F377-5C6D-E211-A5C8-005056870012,Justine Nasambu Sitti,,JUSTINE NASAMBU SITTI,24A9F377-5C6D-E211-A5C8-005056870012,
,,,,,http://localhost:8000/person/metrine-nafula-too/,7005,1080,923E84E4-5F6D-E211-A5C8-005056870012,Metrine Nafula Too,,METRINE NAFULA TOO,923E84E4-5F6D-E211-A5C8-005056870012,
,,,,,http://localhost:8000/person/naomi-kemunto-okul/,6989,1072,FD30257B-7C69-E211-B91E-005056870012,Naomi Kemunto Okul,,NAOMI KEMUNTO OKUL,FD30257B-7C69-E211-B91E-005056870012,
,,,,,http://localhost:8000/person/susan-jemaiyo-kirop/,7009,1082,C89EF229-616D-E211-A5C8-005056870012,Susan Jemaiyo Kirop,,SUSAN JEMAIYO KIROP,C89EF229-616D-E211-A5C8-005056870012,
,,,Old,[endpos],http://localhost:8000/person/maison-leshoomo/,5696,379,,Maison Leshoomo,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
TURKANA,County,Governor,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,http://localhost:8000/person/josphat-koli-nanok/,7021,1088,CB9ACF24-E06D-E211-A5C8-005056870012,Josphat Koli Nanok,,JOSPHAT KOLI NANOK,CB9ACF24-E06D-E211-A5C8-005056870012,
,,,,,http://localhost:8000/person/malachy-charles-ekalimana/,7015,1085,600BDA61-E16D-E211-A5C8-005056870012,Malachy Charles Ekalimana,,MALACHY CHARLES EKALIMANA,600BDA61-E16D-E211-A5C8-005056870012,
,,,,,http://localhost:8000/person/matthew-esinyen-logurale/,7019,1087,FE9D953C-F56D-E211-A5C8-005056870012,Matthew Esinyen Logurale,,MATTHEW ESINYEN LOGURALE,FE9D953C-F56D-E211-A5C8-005056870012,
,,,,,http://localhost:8000/person/peter-emuria-lotethiro/,7013,1084,202531E2-3569-E211-9497-005056870012,Peter Emuria Lotethiro,,PETER EMURIA LOTETHIRO,202531E2-3569-E211-9497-005056870012,
,,,,,http://localhost:8000/person/peter-lokol-lomulen/,7017,1086,362A2269-8E6C-E211-A5C8-005056870012,Peter Lokol Lomulen,,PETER LOKOL LOMULEN,362A2269-8E6C-E211-A5C8-005056870012,
,,,Old,Josphat Koli Nanok,http://localhost:8000/person/josephat-nanok/,5641,57,,Josephat Koli Nanok,Josephat Nanok,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
TURKANA,County,Senator,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,http://localhost:8000/person/david-ekwee-ethro/,7023,1089,4C41CEFD-776D-E211-A5C8-005056870012,David Ekwee Ethro,,DAVID EKWEE ETHRO,4C41CEFD-776D-E211-A5C8-005056870012,
,,,,,http://localhost:8000/person/jackson-ekaru-nakusa/,7025,1090,CAEA6B70-786D-E211-A5C8-005056870012,Jackson Ekaru Nakusa,,JACKSON EKARU NAKUSA,CAEA6B70-786D-E211-A5C8-005056870012,
,,,,,http://localhost:8000/person/john-munyes-kiyonga/,7027,1091,45E21315-0269-E211-9497-005056870012,John Munyes Kiyonga,,JOHN MUNYES KIYONGA,45E21315-0269-E211-9497-005056870012,
,,,Old,John Munyes Kiyonga,http://localhost:8000/person/john-munyes/,5558,187,,John Kiyonga Munyes,John Munyes,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
WAJIR,County,Governor,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,http://localhost:8000/person/ahmed-abdullahi-mohamad/,7107,1130,682FF292-C86E-E211-A5C8-005056870012,Ahmed Abdullahi Mohamad,,AHMED ABDULLAHI MOHAMAD,682FF292-C86E-E211-A5C8-005056870012,
,,,,,http://localhost:8000/person/maalim-mahamed-omar/,7105,1129,550B1134-656C-E211-A5C8-005056870012,Maalim Mahamed Omar,,MAALIM MAHAMED OMAR,550B1134-656C-E211-A5C8-005056870012,
,,,,,http://localhost:8000/person/mohamed-abdi-mahamud/,7103,1128,7F1C85E8-3569-E211-9497-005056870012,Mohamed Abdi Mahamud,,MOHAMED ABDI MAHAMUD,7F1C85E8-3569-E211-9497-005056870012,
,,,,,http://localhost:8000/person/mohamed-ali-mursal/,7101,1127,EB15F300-2467-E211-A3B9-00505687000D,Mohamed Ali Mursal,,MOHAMED ALI MURSAL,EB15F300-2467-E211-A3B9-00505687000D,
,,,Old,,http://localhost:8000/person/mohammed-affey/,5483,381,,Mohammed Abdi Affey,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
WAJIR,County,Senator,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,http://localhost:8000/person/abdirahman-ali-hassan/,7119,1136,D08E659B-766B-E211-A5C8-005056870012,Abdirahman Ali Hassan,,ABDIRAHMAN ALI HASSAN,D08E659B-766B-E211-A5C8-005056870012,
,,,,,http://localhost:8000/person/adan-omar-enow/,7109,1131,00838050-9F67-E211-8158-00505687000D,Adan Omar Enow,,ADAN OMAR ENOW,00838050-9F67-E211-8158-00505687000D,
,,,,,http://localhost:8000/person/mohamed-abdi-affey/,7111,1132,67FDDF49-836B-E211-A5C8-005056870012,Mohamed Abdi Affey,,MOHAMED ABDI AFFEY,67FDDF49-836B-E211-A5C8-005056870012,
,,,,,http://localhost:8000/person/mohamed-abdullahi-ahmed/,7115,1134,44E21315-0269-E211-9497-005056870012,Mohamed Abdullahi Ahmed,,MOHAMED ABDULLAHI AHMED,44E21315-0269-E211-9497-005056870012,
,,,,,http://localhost:8000/person/sharif-sabdow-mohamed/,7113,1133,1A2A462D-876B-E211-A5C8-005056870012,Sharif Sabdow Mohamed,,SHARIF SABDOW MOHAMED,1A2A462D-876B-E211-A5C8-005056870012,
,,,,,http://localhost:8000/person/sirat-osman-warfa/,7117,1135,C007510C-856B-E211-A5C8-005056870012,Sirat Osman Warfa,,SIRAT OSMAN WARFA,C007510C-856B-E211-A5C8-005056870012,
,,,Old,,http://localhost:8000/person/yusuf-haji/,5478,26,,Yusuf Mohammed Haji,Yusuf Haji,,,
,,,Old,Abdirahman Ali Hassan,http://localhost:8000/person/abdirahman-Ali-hassan/,5489,161,,Abdirahman Ali Hassan,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
WAJIR,County,Women Representative,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,http://localhost:8000/person/abdi-amin-asha/,7131,1142,7A727624-C866-E211-A3B9-00505687000D,Abdi Amin Asha,,ABDI AMIN ASHA,7A727624-C866-E211-A3B9-00505687000D,
,,,,,http://localhost:8000/person/fatuma-gedi-ali/,7125,1139,67F4D733-3669-E211-9497-005056870012,Fatuma Gedi Ali,,FATUMA GEDI ALI,67F4D733-3669-E211-9497-005056870012,
,,,,,http://localhost:8000/person/fatuma-ibrahim-ali/,7133,1143,1C09F76F-EC69-E211-B91E-005056870012,Fatuma Ibrahim Ali,,FATUMA IBRAHIM ALI,1C09F76F-EC69-E211-B91E-005056870012,
,,,,,http://localhost:8000/person/halima-ali-omar/,7129,1141,075D1340-B36B-E211-A5C8-005056870012,Halima Ali Omar,,HALIMA ALI OMAR,075D1340-B36B-E211-A5C8-005056870012,
,,,,,http://localhost:8000/person/oray-adan-hussein/,7127,1140,CC632C93-6366-E211-A3B9-00505687000D,Oray Adan Hussein,,ORAY ADAN HUSSEIN,CC632C93-6366-E211-A3B9-00505687000D,
,,,,,http://localhost:8000/person/rukia-ahmed-subow-mohamed/,7121,1137,EFAB7856-9F67-E211-8158-00505687000D,Rukia Ahmed Subow Mohamed,,RUKIA AHMED SUBOW MOHAMED,EFAB7856-9F67-E211-8158-00505687000D,
,,,,,http://localhost:8000/person/sahara-hassan-ahmed/,7123,1138,476818EE-8569-E211-B91E-005056870012,Sahara Hassan Ahmed,,SAHARA HASSAN AHMED,476818EE-8569-E211-B91E-005056870012,
,,,Old,Fatuma Ibrahim Ali,http://localhost:8000/person/fatuma-ibrahim/,5274,452,,Fatuma Ibrahim,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
WEST POKOT,County,Governor,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,http://localhost:8000/person/geofrey-lipale/,7141,1147,1A404A40-6F6D-E211-A5C8-005056870012,Geofrey Lipale,,GEOFREY LIPALE,1A404A40-6F6D-E211-A5C8-005056870012,
,,,,,http://localhost:8000/person/hezron-krop-ripko/,7135,1144,EE30257B-7C69-E211-B91E-005056870012,Hezron Krop Ripko,,HEZRON KROP RIPKO,EE30257B-7C69-E211-B91E-005056870012,
,,,,,http://localhost:8000/person/micah-pkopus-powon/,7137,1145,B95485EE-3569-E211-9497-005056870012,Micah Pkopus Powon,,MICAH PKOPUS POWON,B95485EE-3569-E211-9497-005056870012,
,,,,,http://localhost:8000/person/simon-kachapin-kitalei/,7139,1146,324A24AF-DB66-E211-A3B9-00505687000D,Simon Kachapin Kitalei,,SIMON KACHAPIN KITALEI,324A24AF-DB66-E211-A3B9-00505687000D,
,,,Old,[endpos],http://localhost:8000/person/john-lonyangapuo/,5244,447,,John Krop Lonyangapuo,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
BONCHARI,Constituency,National Assembly Rep.,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,http://localhost:8000/person/albert-monyancha/,7362,1255,2E9EDACB-C16E-E211-A5C8-005056870012,Albert Monyancha,,ALBERT MONYANCHA,2E9EDACB-C16E-E211-A5C8-005056870012,
,,,Old,,http://localhost:8000/person/charles-onyancha/,5666,126,8C7FF096-486C-E211-A5C8-005056870012,Charles Onyancha,,CHARLES ONYANCHA,8C7FF096-486C-E211-A5C8-005056870012,
,,,,,http://localhost:8000/person/david-ogega-oyugi/,7364,1256,A190DF45-4E6C-E211-A5C8-005056870012,David Ogega Oyugi,,DAVID OGEGA OYUGI,A190DF45-4E6C-E211-A5C8-005056870012,
,,,,,http://localhost:8000/person/david-okeyo-getate/,7370,1259,7AE5158E-366D-E211-A5C8-005056870012,David Okeyo Getate,,DAVID OKEYO GETATE,7AE5158E-366D-E211-A5C8-005056870012,
,,,,,http://localhost:8000/person/geoffrey-mwendo-omwando/,7358,1253,8017A8F4-366D-E211-A5C8-005056870012,Geoffrey Mwendo Omwando,,GEOFFREY MWENDO OMWANDO,8017A8F4-366D-E211-A5C8-005056870012,
,,,,,http://localhost:8000/person/john-mochama-orwochi/,7360,1254,916F1A7E-C466-E211-A3B9-00505687000D,John Mochama Orwochi,,JOHN MOCHAMA ORWOCHI,916F1A7E-C466-E211-A3B9-00505687000D,
,,,,,http://localhost:8000/person/john-oyioka-oroo/,7366,1257,854A24AF-DB66-E211-A3B9-00505687000D,John Oyioka Oroo,,JOHN OYIOKA OROO,854A24AF-DB66-E211-A3B9-00505687000D,
,,,,,http://localhost:8000/person/samwel-ongoncho/,7354,1251,BEA782FA-C16E-E211-A5C8-005056870012,Samwel Ongoncho,,SAMWEL ONGONCHO,BEA782FA-C16E-E211-A5C8-005056870012,
,,,,,http://localhost:8000/person/tom-maisiba-marube/,7368,1258,2211B438-D866-E211-A3B9-00505687000D,Tom Maisiba Marube,,TOM MAISIBA MARUBE,2211B438-D866-E211-A3B9-00505687000D,
,,,,,http://localhost:8000/person/victor-omare-omanwa/,7356,1252,FB0C0FED-9E67-E211-8158-00505687000D,Victor Omare Omanwa,,VICTOR OMARE OMANWA,FB0C0FED-9E67-E211-8158-00505687000D,
,,,,,http://localhost:8000/person/zebedeo-john-opore/,7372,1260,BA62D082-F366-E211-A3B9-00505687000D,Zebedeo John Opore,,ZEBEDEO JOHN OPORE,BA62D082-F366-E211-A3B9-00505687000D,
,,,Old,Zebedeo John Opore,http://localhost:8000/person/john-opore/,5554,308,,John Zebedeo Opore,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
BUDALANGI,Constituency,National Assembly Rep.,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,http://localhost:8000/person/achoka-aloyce-luduba/,7429,1289,4BE21315-0269-E211-9497-005056870012,Achoka Aloyce Luduba,,ACHOKA ALOYCE LUDUBA,4BE21315-0269-E211-9497-005056870012,
,,,,,http://localhost:8000/person/aloyse-wangira-okoba/,7435,1291,0E11B438-D866-E211-A3B9-00505687000D,Aloyse Wangira Okoba,,ALOYSE WANGIRA OKOBA,0E11B438-D866-E211-A3B9-00505687000D,
,,,,,http://localhost:8000/person/constantine-ogunga-obuya/,7409,1279,A97BCC3C-9E6C-E211-A5C8-005056870012,Constantine Ogunga Obuya,,CONSTANTINE OGUNGA OBUYA,A97BCC3C-9E6C-E211-A5C8-005056870012,
,,,,,http://localhost:8000/person/crizantus-ogusini-odongo/,7437,1292,88DA8887-9F6C-E211-A5C8-005056870012,Crizantus Ogusini Odongo,,CRIZANTUS OGUSINI ODONGO,88DA8887-9F6C-E211-A5C8-005056870012,
,,,,,http://localhost:8000/person/george-okado-wanyama/,7423,1286,A19D51A8-A26C-E211-A5C8-005056870012,George Okado Wanyama,,GEORGE OKADO WANYAMA,A19D51A8-A26C-E211-A5C8-005056870012,
,,,,,http://localhost:8000/person/godfrey-opondo-ogutu/,7417,1283,BC6F1A7E-C466-E211-A3B9-00505687000D,Godfrey Opondo Ogutu,,GODFREY OPONDO OGUTU,BC6F1A7E-C466-E211-A3B9-00505687000D,
