Place Name,Place Type,Race Type,Old?,Alternative Names To Add,Existing Aspirant Person URL,Existing Aspirant Position ID,Existing Aspirant Person ID,Existing Aspirant External ID,Existing Aspirant Legal Name,Existing Aspirant Other Names,API Normalized Name,API Code,Action
,,,,,http://localhost:8000/person/james-munyambu-nyagah/,6209,698,5060075C-C866-E211-A3B9-00505687000D,James Munyambu Nyagah,,JAMES MUNYAMBU NYAGAH,5060075C-C866-E211-A3B9-00505687000D,
,,,,,http://localhost:8000/person/john-mwangi-kiragu/,6205,696,4C6F1A7E-C466-E211-A3B9-00505687000D,John Mwangi Kiragu,,JOHN MWANGI KIRAGU,4C6F1A7E-C466-E211-A3B9-00505687000D,
,,,,,http://localhost:8000/person/joseph-kathuri-ndathi/,6203,695,3B402A87-7C69-E211-B91E-005056870012,Joseph Kathuri Ndathi,,JOSEPH KATHURI NDATHI,3B402A87-7C69-E211-B91E-005056870012,
,,,Old,[endpos],http://localhost:8000/person/robinson-githae/,5263,159,,Robinson Njeru Githae,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
KISUMU,County,Governor,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,http://localhost:8000/person/francis-erick-otieno-osenya/,6277,730,0A5B6604-426D-E211-A5C8-005056870012,Francis Erick Otieno Osenya,,FRANCIS ERICK OTIENO OSENYA,0A5B6604-426D-E211-A5C8-005056870012,
,,,,,http://localhost:8000/person/jackton-nyanungo-ranguma/,6279,731,709CBEA9-486C-E211-A5C8-005056870012,Jackton Nyanungo Ranguma,,JACKTON NYANUNGO RANGUMA,709CBEA9-486C-E211-A5C8-005056870012,
,,,Old,[endpos],http://localhost:8000/person/peter-owino-omollo/,5386,467,,Peter Owino Omollo,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
KITUI,County,Governor,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,http://localhost:8000/person/julius-kiema-kilonzo/,6297,740,BAD1A98A-4B6D-E211-A5C8-005056870012,Julius Kiema Kilonzo,,JULIUS KIEMA KILONZO,BAD1A98A-4B6D-E211-A5C8-005056870012,
,,,,,http://localhost:8000/person/julius-makau-malombe/,6295,739,372A2269-8E6C-E211-A5C8-005056870012,Julius Makau Malombe,,JULIUS MAKAU MALOMBE,372A2269-8E6C-E211-A5C8-005056870012,
,,,,,http://localhost:8000/person/nzamba-kitonga/,6298,451,1841A748-8F67-E211-8158-00505687000D,Philip Nzamba Kitonga,Nzamba Kitonga,PHILIP NZAMBA KITONGA,1841A748-8F67-E211-8158-00505687000D,
,,,Old,Julius Kiema Kilonzo,http://localhost:8000/person/Kiema-kilonzo/,5264,172,,Julius Kiema Kilonzo,Kiema Kilonzo,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
KITUI,County,Women Representative,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,http://localhost:8000/person/grace-musenya-mutinda/,6310,744,CA632C93-6366-E211-A3B9-00505687000D,Grace Musenya Mutinda,,GRACE MUSENYA MUTINDA,CA632C93-6366-E211-A3B9-00505687000D,
,,,,,http://localhost:8000/person/jane-mwende-kimuyu-kibati/,6314,746,3454DB25-B567-E211-8158-00505687000D,Jane Mwende Kimuyu Kibati,,JANE MWENDE KIMUYU KIBATI,3454DB25-B567-E211-8158-00505687000D,
,,,,,http://localhost:8000/person/peace-muluu/,6308,743,B035037E-536D-E211-A5C8-005056870012,Peace Muluu,,PEACE MULUU,B035037E-536D-E211-A5C8-005056870012,
,,,Old,,http://localhost:8000/person/nyiva-mwendwa/,5194,275,422A2269-8E6C-E211-A5C8-005056870012,Winfred Nyiva Mwendwa,Nyiva Mwendwa,WINFRED NYIVA MWENDWA,422A2269-8E6C-E211-A5C8-005056870012,
,,,,,http://localhost:8000/person/winifred-syombua-kitetu/,6312,745,EFDB273B-546D-E211-A5C8-005056870012,Winifred Syombua Kitetu,,WINIFRED SYOMBUA KITETU,EFDB273B-546D-E211-A5C8-005056870012,
,,,Old,Winifred Syombua Kitetu,http://localhost:8000/person/winnie-kitetu/,5210,438,,Winnie Kitetu,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
KWALE,County,Governor,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,http://localhost:8000/person/james-daniel-gereza-dena/,6335,756,726708A1-916C-E211-A5C8-005056870012,James Daniel Gereza Dena,,JAMES DANIEL GEREZA DENA,726708A1-916C-E211-A5C8-005056870012,
,,,,,http://localhost:8000/person/kassim-rigga-mambo/,6330,754,831C85E8-3569-E211-9497-005056870012,Kassim Rigga Mambo,,KASSIM RIGGA MAMBO,831C85E8-3569-E211-9497-005056870012,
,,,Old,,http://localhost:8000/person/michael-nyanje/,5420,471,09631D4F-8E6C-E211-A5C8-005056870012,Michael Chidzao Nyanje,,MICHAEL CHIDZAO NYANJE,09631D4F-8E6C-E211-A5C8-005056870012,
,,,,,http://localhost:8000/person/mwarapayo-abdalla-mohamed-wa-mwachai/,6328,753,E815F300-2467-E211-A3B9-00505687000D,Mwarapayo Abdalla Mohamed Wa-Mwachai,,MWARAPAYO ABDALLA MOHAMED WA-MWACHAI,E815F300-2467-E211-A3B9-00505687000D,
,,,,,http://localhost:8000/person/salim-mvurya-mgala/,6333,755,C05D0BBD-426C-E211-A5C8-005056870012,Salim Mvurya Mgala,,SALIM MVURYA MGALA,C05D0BBD-426C-E211-A5C8-005056870012,
,,,,,http://localhost:8000/person/simeon-mkalla/,6331,475,4E784665-3C6C-E211-A5C8-005056870012,Simeon Mkalla,,,,
,,,Old,James Daniel Gereza Dena,http://localhost:8000/person/james-gereza-dena/,5430,474,,James Gereza Dena,,,,
,,,Old,Mwarapayo Abdalla Mohamed Wa-Mwachai,http://localhost:8000/person/mohammed-wa-mwachai/,5085,418,,Mohammed wa Mwachai,,,,
,,,Old,Salim Mvurya Mgala,http://localhost:8000/person/salim-mvurya/,5424,472,,Salim Mvurya,,,,
,,,Old,Simeon Mkalla,http://localhost:8000/person/simeon-mkalla/,5432,475,,Simeon Mkalla,,,,
,,,Old,Kassim Rigga Mambo,http://localhost:8000/person/kassim-riga-mambo/,5427,473,,Kassim Riga Mambo,,,,
,,,,,,,,,,,SIMEON MWERO MKALLA,4E784665-3C6C-E211-A5C8-005056870012,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
LAIKIPIA,County,Governor,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,http://localhost:8000/person/festus-mwangi-kiunjuri/,6348,762,FCF2A76B-BB66-E211-A3B9-00505687000D,Festus Mwangi Kiunjuri,,FESTUS MWANGI KIUNJURI,FCF2A76B-BB66-E211-A3B9-00505687000D,
,,,,,http://localhost:8000/person/joshua-wakahora-irungu/,6344,760,F8F49575-2F6D-E211-A5C8-005056870012,Joshua Wakahora Irungu,,JOSHUA WAKAHORA IRUNGU,F8F49575-2F6D-E211-A5C8-005056870012,
,,,,,http://localhost:8000/person/ndiritu-muriithi/,6350,91,9BB8182E-656C-E211-A5C8-005056870012,Ndiritu Muriithi,,NDIRITU MURIITHI,9BB8182E-656C-E211-A5C8-005056870012,
,,,,,http://localhost:8000/person/richard-mburu-kamau/,6346,761,0EFEDECC-306D-E211-A5C8-005056870012,Richard Mburu Kamau,,RICHARD MBURU KAMAU,0EFEDECC-306D-E211-A5C8-005056870012,
,,,Old,Festus Mwangi Kiunjuri,http://localhost:8000/person/mwangi-kiunjuri/,5575,175,,Festus Mwangi Kiunjuri,Mwangi Kiunjuri,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
LAMU,County,Governor,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,http://localhost:8000/person/david-mwaure-waihiga/,6380,776,4F6F1A7E-C466-E211-A3B9-00505687000D,David Mwaure Waihiga,,DAVID MWAURE WAIHIGA,4F6F1A7E-C466-E211-A3B9-00505687000D,
,,,,,http://localhost:8000/person/fahim-yasin-twaha/,6376,774,DD7AAD90-9F67-E211-8158-00505687000D,Fahim Yasin Twaha,,FAHIM YASIN TWAHA,DD7AAD90-9F67-E211-8158-00505687000D,
,,,,,http://localhost:8000/person/swaleh-salim-swaleh/,6378,775,8300B5AE-C466-E211-A3B9-00505687000D,Swaleh Salim Swaleh,,SWALEH SALIM SWALEH,8300B5AE-C466-E211-A3B9-00505687000D,
,,,,,http://localhost:8000/person/timamy-issa-abdalla/,6382,777,53505E82-4E69-E211-BA98-005056870012,Timamy Issa Abdalla,,TIMAMY ISSA ABDALLA,53505E82-4E69-E211-BA98-005056870012,
,,,Old,Timamy Issa Abdalla,http://localhost:8000/person/issa-timamy/,5316,457,,Issa Timamy,,,,
,,,Old,Fahim Yasin Twaha,http://localhost:8000/person/yasin-twaha/,5677,145,,Yasin Fahim Twaha,,,,
,,,Old,[endpos],http://localhost:8000/person/Abu-chiaba/,5685,3,,Abu Mohamed Chiaba,Abu Chiaba,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
MACHAKOS,County,Senator,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,http://localhost:8000/person/ambrose-samuel-kiilu-nzomo/,6411,790,A43113D1-996C-E211-A5C8-005056870012,Ambrose Samuel Kiilu Nzomo,,AMBROSE SAMUEL KIILU NZOMO,A43113D1-996C-E211-A5C8-005056870012,
,,,,,http://localhost:8000/person/boniface-mutinda-kabaka/,6415,792,A562D082-F366-E211-A3B9-00505687000D,Boniface Mutinda Kabaka,,BONIFACE MUTINDA KABAKA,A562D082-F366-E211-A3B9-00505687000D,
,,,,,http://localhost:8000/person/johnson-muthama/,6409,96,5ED36A18-8E6C-E211-A5C8-005056870012,Johnson Nduya Muthama,,JOHNSON NDUYA MUTHAMA,5ED36A18-8E6C-E211-A5C8-005056870012,
,,,,,http://localhost:8000/person/leonard-mutua-ndambuki/,6413,791,5E60075C-C866-E211-A3B9-00505687000D,Leonard Mutua Ndambuki,,LEONARD MUTUA NDAMBUKI,5E60075C-C866-E211-A3B9-00505687000D,
,,,Old,Johnson Nduya Muthama,http://localhost:8000/person/johnson-muthama/,5370,96,,Johnson Nduya Muthama,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
MAKUENI,County,Governor,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,http://localhost:8000/person/cosmas-kyalo-muthembwa/,6439,803,67923704-7B69-E211-B91E-005056870012,Cosmas Kyalo Muthembwa,,COSMAS KYALO MUTHEMBWA,67923704-7B69-E211-B91E-005056870012,
,,,,,http://localhost:8000/person/jones-mutuku-mutwii/,6435,801,A64DC424-5B6D-E211-A5C8-005056870012,Jones Mutuku Mutwii,,JONES MUTUKU MUTWII,A64DC424-5B6D-E211-A5C8-005056870012,
,,,,,http://localhost:8000/person/kivutha-kibwana/,6441,804,4F610671-FC66-E211-A3B9-00505687000D,Kivutha Kibwana,,KIVUTHA KIBWANA,4F610671-FC66-E211-A3B9-00505687000D,
,,,,,http://localhost:8000/person/peter-eliud-mutua-maundu/,6443,805,C8195698-056A-E211-B91E-005056870012,Peter Eliud Mutua Maundu,,PETER ELIUD MUTUA MAUNDU,C8195698-056A-E211-B91E-005056870012,
,,,,,http://localhost:8000/person/peter-kavoo-kilonzo/,6437,802,5660075C-C866-E211-A3B9-00505687000D,Peter Kavoo Kilonzo,,PETER KAVOO KILONZO,5660075C-C866-E211-A3B9-00505687000D,
,,,,PHILIP KYALO KITUTI KALOKI,http://localhost:8000/person/philip-kaloki/,6433,62,0E86C22B-8E6C-E211-A5C8-005056870012,Philip Kyalo Kaloki,,,,
,,,Old,Kivutha Kibwana,http://localhost:8000/person/kibwana-kivutha/,5133,277,,Kibwana Kivutha,,,,
,,,,,,,,,,,PHILIP KYALO KITUTI KALOKI,0E86C22B-8E6C-E211-A5C8-005056870012,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
MAKUENI,County,Women Representative,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,http://localhost:8000/person/caroline-mumbua-malinda/,6451,809,0C731FA0-106B-E211-A5C8-005056870012,Caroline Mumbua Malinda,,CAROLINE MUMBUA MALINDA,0C731FA0-106B-E211-A5C8-005056870012,
,,,,,http://localhost:8000/person/eunice-munanie-kyalo/,6455,811,6254DB25-B567-E211-8158-00505687000D,Eunice Munanie Kyalo,,EUNICE MUNANIE KYALO,6254DB25-B567-E211-8158-00505687000D,
,,,,,http://localhost:8000/person/jane-wavinya-muoka-kitundu/,6453,810,92C3F6FC-1F6A-E211-B91E-005056870012,Jane Wavinya Muoka Kitundu,,JANE WAVINYA MUOKA KITUNDU,92C3F6FC-1F6A-E211-B91E-005056870012,
,,,,,http://localhost:8000/person/rose-museo-mumo/,6449,808,0498BD12-126B-E211-A5C8-005056870012,Rose Museo Mumo,,ROSE MUSEO MUMO,0498BD12-126B-E211-A5C8-005056870012,
,,,,,http://localhost:8000/person/roseline-mutheu-john/,6457,812,60C1C850-126B-E211-A5C8-005056870012,Roseline Mutheu John,,ROSELINE MUTHEU JOHN,60C1C850-126B-E211-A5C8-005056870012,
,,,Old,[endpos],http://localhost:8000/person/grace-mwewa/,5198,436,,Grace Mwewa,,,,
,,,Old,Eunice Munanie Kyalo,http://localhost:8000/person/eunice-munanie/,5211,439,,Eunice Munanie,,,,
,,,Old,AGNES MUTINDI NDETEI,http://localhost:8000/person/agnes-ndetei/,5205,437,9D60DAF1-106B-E211-A5C8-005056870012,Agnes Ndetei,,,,
,,,,,,,,,,,AGNES MUTINDI NDETEI,9D60DAF1-106B-E211-A5C8-005056870012,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
MERU,County,Governor,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,http://localhost:8000/person/hezekiah-gichunge/,6506,836,EF15F300-2467-E211-A3B9-00505687000D,Hezekiah Gichunge,,HEZEKIAH GICHUNGE,EF15F300-2467-E211-A3B9-00505687000D,
,,,,,http://localhost:8000/person/jasto-mati-maore/,6510,838,B670ECBA-D76C-E211-A5C8-005056870012,Jasto Mati Maore,,JASTO MATI MAORE,B670ECBA-D76C-E211-A5C8-005056870012,
,,,,,http://localhost:8000/person/reuben-mbaine-marambii/,6508,837,A80BE8DE-E06B-E211-A5C8-005056870012,Reuben Mbaine Marambii,,REUBEN MBAINE MARAMBII,A80BE8DE-E06B-E211-A5C8-005056870012,
,,,,,http://localhost:8000/person/kilemi-mwiria/,6504,190,9F280C44-9F67-E211-8158-00505687000D,Valerian Kilemi Mwiria,Kilemi Mwiria,,,
,,,Old,PETER GATIRAU MUNYA,http://localhost:8000/person/peter-munya/,5536,186,8F00B5AE-C466-E211-A3B9-00505687000D,Peter Munya Gatirau,Peter Munya,,,
,,,Old,KILEMI MWIRIA,http://localhost:8000/person/kilemi-mwiria/,5679,190,,Valerian Kilemi Mwiria,Kilemi Mwiria,,,
,,,,,,,,,,,KILEMI MWIRIA,9F280C44-9F67-E211-8158-00505687000D,
,,,,,,,,,,,PETER GATIRAU MUNYA,8F00B5AE-C466-E211-A3B9-00505687000D,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
MERU,County,Senator,,,,,,,,,,,
,,,,,,,,,,,,,
,,,Old,,http://localhost:8000/person/gitobu-imanyara/,5662,22,829CBEA9-486C-E211-A5C8-005056870012,Gitobu Imanyara,,GITOBU IMANYARA,829CBEA9-486C-E211-A5C8-005056870012,
,,,,,http://localhost:8000/person/kiraitu-murungi/,6512,93,9E00B5AE-C466-E211-A3B9-00505687000D,Kiraitu Murungi,,KIRAITU MURUNGI,9E00B5AE-C466-E211-A3B9-00505687000D,
,,,,,http://localhost:8000/person/walter-kirimi-mmuguna/,6514,839,52610671-FC66-E211-A3B9-00505687000D,Walter Kirimi M'Muguna,,WALTER KIRIMI M'MUGUNA,52610671-FC66-E211-A3B9-00505687000D,
,,,Old,[delpos],http://localhost:8000/person/kiraitu-murungi/,5532,93,,Kiraitu Murungi,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
MOMBASA,County,Senator,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,http://localhost:8000/person/alice-mbodze-joseph-sheme/,6562,864,EBD141DF-866C-E211-A5C8-005056870012,Alice Mbodze Joseph Sheme,,ALICE MBODZE JOSEPH SHEME,EBD141DF-866C-E211-A5C8-005056870012,
,,,,,http://localhost:8000/person/hassan-abdulrahman-mwakimako/,6566,866,C81C83BE-856C-E211-A5C8-005056870012,Hassan Abdulrahman Mwakimako,,HASSAN ABDULRAHMAN MWAKIMAKO,C81C83BE-856C-E211-A5C8-005056870012,
,,,,,http://localhost:8000/person/hassan-omar-hassan/,6564,865,988130D6-846C-E211-A5C8-005056870012,Hassan Omar Hassan,,HASSAN OMAR HASSAN,988130D6-846C-E211-A5C8-005056870012,
,,,Old,,http://localhost:8000/person/najib-balala/,5086,9,3F7AB9F7-9467-E211-8158-00505687000D,Najib Mohamed Balala,Najib Balala,NAJIB MOHAMED BALALA,3F7AB9F7-9467-E211-8158-00505687000D,
,,,Old,,http://localhost:8000/person/ramadhan-kajembe/,5474,163,839CBEA9-486C-E211-A5C8-005056870012,Ramadhan Seif Kajembe,,RAMADHAN SEIF KAJEMBE,839CBEA9-486C-E211-A5C8-005056870012,
,,,Old,Hassan Omar Hassan,http://localhost:8000/person/hassan-omar-hassan-sarai/,5126,431,,Hassan Omar Hassan Sarai,Hassan Omar,,,
,,,Old,[delpos],http://localhost:8000/person/najib-balala/,5419,9,3F7AB9F7-9467-E211-8158-00505687000D,Najib Mohamed Balala,Najib Balala,,,
,,,Old,[endpos],http://localhost:8000/person/rashid-shakombo/,5418,244,,Rashid Suleiman Shakombo,Rashid Shakombo,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
MURANG'A,County,Senator,,,,,,,,,,,
,,,,,,,,,,,,,
,,,Old,,http://localhost:8000/person/kembi-gitura/,5689,242,7A7D3677-9F67-E211-8158-00505687000D,James Kembi Gitura,,JAMES KEMBI GITURA,7A7D3677-9F67-E211-8158-00505687000D,
,,,,,http://localhost:8000/person/john-joseph-kamotho/,6599,883,CA8348AE-BB66-E211-A3B9-00505687000D,John Joseph Kamotho,,JOHN JOSEPH KAMOTHO,CA8348AE-BB66-E211-A3B9-00505687000D,
,,,,,http://localhost:8000/person/joseph-waweru-ndungu/,6597,882,1C25239C-776C-E211-A5C8-005056870012,Joseph Waweru Ndung'U,,JOSEPH WAWERU NDUNG'U,1C25239C-776C-E211-A5C8-005056870012,
,,,Old,John Joseph Kamotho,http://localhost:8000/person/joseph-kamotho/,5191,241,,Joseph John Kamotho,JJ Kamotho,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
NAIROBI,County,Governor,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,http://localhost:8000/person/eric-mokua-arita/,37700,12466,,Eric Mokua Arita,,ERIC MOKUA ARITA,9F62D082-F366-E211-A3B9-00505687000D,
,,,,,http://localhost:8000/person/ferdinard-ndungu-waititu/,37702,12467,,Ferdinard Ndungu Waititu,,FERDINARD NDUNGU WAITITU,E4828050-9F67-E211-8158-00505687000D,
,,,,,http://localhost:8000/person/geoffrey-thuku-kobia/,37704,12468,,Geoffrey Thuku Kobia,,GEOFFREY THUKU KOBIA,21F73939-356D-E211-A5C8-005056870012,
,,,,,http://localhost:8000/person/joseph-mwangi-muchunu/,37706,12469,,Joseph Mwangi Muchunu,,JOSEPH MWANGI MUCHUNU,A57ED268-726C-E211-A5C8-005056870012,
,,,,,http://localhost:8000/person/richard-mutinda-kavemba/,37698,12465,,Richard Mutinda Kavemba,,RICHARD MUTINDA KAVEMBA,24B6EA99-DB69-E211-B91E-005056870012,
,,,,,http://localhost:8000/person/wanyiri-kihoro/,37696,12464,,Wanyiri Kihoro,,WANYIRI KIHORO,019971B8-326D-E211-A5C8-005056870012,
,,,Old,EVANS KIDERO,http://localhost:8000/person/evans-kidero/,5289,454,779CBEA9-486C-E211-A5C8-005056870012,Evans Odhiambo Kidero,Evans Kidero,,,
,,,Old,JIMNAH MWANGI MBARU,http://localhost:8000/person/jimnah-mbaru/,5110,429,9500B5AE-C466-E211-A3B9-00505687000D,Jimnah Mbaru,,,,
,,,Old,[endpos],http://localhost:8000/person/philip-kisia/,5375,466,99B7FD47-796C-E211-A5C8-005056870012,Philip Kisia,,,,
,,,Old,PHILIP MALWA KISIA,http://localhost:8000/person/ferdinand-waititu/,5124,147,,Ferdinand Ndung'u Waititu,Ferdinand Waititu,,,
,,,Old,[endpos],http://localhost:8000/person/john-gakuo/,5266,450,,John Gakuo,,,,
,,,,,,,,,,,EVANS KIDERO,779CBEA9-486C-E211-A5C8-005056870012,
,,,,,,,,,,,JIMNAH MWANGI MBARU,9500B5AE-C466-E211-A3B9-00505687000D,
,,,,,,,,,,,PHILIP MALWA KISIA,99B7FD47-796C-E211-A5C8-005056870012,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
NAIROBI,County,Senator,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,http://localhost:8000/person/andrew-okiya-omtatah-okoiti/,37689,12460,,Andrew Okiya Omtatah Okoiti,,ANDREW OKIYA OMTATAH OKOITI,41E21315-0269-E211-9497-005056870012,
,,,,,http://localhost:8000/person/arnold-onyango-maliba/,37695,12463,,Arnold Onyango Maliba,,ARNOLD ONYANGO MALIBA,0DFC947D-0767-E211-A3B9-00505687000D,
,,,,,http://localhost:8000/person/bonifes-enos-adoyo/,37685,12458,,Bonifes Enos Adoyo,,BONIFES ENOS ADOYO,72C3F6FC-1F6A-E211-B91E-005056870012,
,,,,,http://localhost:8000/person/david-mbuthia-kinyua/,37687,12459,,David Mbuthia Kinyua,,DAVID MBUTHIA KINYUA,A700B5AE-C466-E211-A3B9-00505687000D,
,,,,,http://localhost:8000/person/mike-sonko-mbuvi-kioko/,37693,12462,,Mike Sonko Mbuvi Kioko,,MIKE SONKO MBUVI KIOKO,4CC0C867-A067-E211-8158-00505687000D,
,,,,,http://localhost:8000/person/richard-nyakwaka-adhere/,37683,12457,,Richard Nyakwaka Adhere,,RICHARD NYAKWAKA ADHERE,483B3283-376C-E211-A5C8-005056870012,
,,,,,http://localhost:8000/person/stanley-livondo/,37682,12456,,Stanley Livondo,,STANLEY LIVONDO,F33E965E-4E6C-E211-A5C8-005056870012,
,,,,,http://localhost:8000/person/thomas-njuiri-kimaru/,37691,12461,,Thomas Njuiri Kimaru,,THOMAS NJUIRI KIMARU,C78348AE-BB66-E211-A3B9-00505687000D,
,,,Old,MARGARET WANJIRU,http://localhost:8000/person/margaret-wanjiru/,5220,372,7D9CBEA9-486C-E211-A5C8-005056870012,Margaret Wanjiru Kariuki,Margaret Wanjiru,,,
,,,Old,Mike Sonko Mbuvi Kioko,http://localhost:8000/person/Gideon-mbuvi/,5467,80,,Gideon Mbuvi,'Mike Sonko',,,
,,,,,,,,,,,MARGARET WANJIRU,7D9CBEA9-486C-E211-A5C8-005056870012,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
NAIROBI,County,Women Representative,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,http://localhost:8000/person/dinah-awour-agai/,37710,12471,,Dinah Awour Agai,,DINAH AWOUR AGAI,541A8C83-0767-E211-A3B9-00505687000D,
,,,,,http://localhost:8000/person/esther-passaris/,37717,12475,,Esther Passaris,,ESTHER PASSARIS,516818EE-8569-E211-B91E-005056870012,
,,,,,http://localhost:8000/person/irene-m-kasalu/,37729,12481,,Irene M. Kasalu,,IRENE M. KASALU,61852321-0269-E211-9497-005056870012,
,,,,,http://localhost:8000/person/jane-mwihaki-githaiga/,37711,12472,,Jane Mwihaki Githaiga,,JANE MWIHAKI GITHAIGA,A28D78E0-466C-E211-A5C8-005056870012,
,,,,,http://localhost:8000/person/mary-a-k-kimwele/,37727,12480,,Mary A. K. Kimwele,,MARY A. K. KIMWELE,AB71050D-C06A-E211-A5C8-005056870012,
,,,,,http://localhost:8000/person/mary-musuki-mudachi/,37719,12476,,Mary Musuki Mudachi,,MARY MUSUKI MUDACHI,0E63D082-F366-E211-A3B9-00505687000D,
,,,,,http://localhost:8000/person/peris-wanja-karanja/,37721,12477,,Peris Wanja Karanja,,PERIS WANJA KARANJA,7B4EA171-BB66-E211-A3B9-00505687000D,
,,,,,http://localhost:8000/person/priscah-wambui-huthu/,37723,12478,,Priscah Wambui Huthu,,PRISCAH WAMBUI HUTHU,09834947-7C6C-E211-A5C8-005056870012,
,,,,,http://localhost:8000/person/rachael-wambui-shebesh/,37708,12470,,Rachael Wambui Shebesh,,RACHAEL WAMBUI SHEBESH,9DB5BF6D-A067-E211-8158-00505687000D,
,,,,,http://localhost:8000/person/rahab-wangui-ndambuki/,37715,12474,,Rahab Wangui Ndambuki,,RAHAB WANGUI NDAMBUKI,31B6EA99-DB69-E211-B91E-005056870012,
,,,,,http://localhost:8000/person/sylvia-mingala/,37713,12473,,Sylvia Mingala,,SYLVIA MINGALA,902EC4AF-486C-E211-A5C8-005056870012,
,,,,,http://localhost:8000/person/tabitha-wanjira-mutero/,37725,12479,,Tabitha Wanjira Mutero,,TABITHA WANJIRA MUTERO,C847F417-F46C-E211-A5C8-005056870012,
,,,Old,Rachael Wambui Shebesh,http://localhost:8000/person/rachel-shebesh/,5146,377,,Rachel Wambui Shebesh,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
NANDI,County,Governor,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,http://localhost:8000/person/cleophas-kiprop-lagat/,6642,904,252531E2-3569-E211-9497-005056870012,Cleophas Kiprop Lagat,,CLEOPHAS KIPROP LAGAT,252531E2-3569-E211-9497-005056870012,
,,,,,http://localhost:8000/person/joseph-manjoy-lagat/,6640,903,4C5CCD40-5A66-E211-A3B9-00505687000D,Joseph Manjoy Lagat,,JOSEPH MANJOY LAGAT,4C5CCD40-5A66-E211-A3B9-00505687000D,
,,,,,http://localhost:8000/person/judah-kimeli-bett/,6644,905,2D4A24AF-DB66-E211-A3B9-00505687000D,Judah Kimeli Bett,,JUDAH KIMELI BETT,2D4A24AF-DB66-E211-A3B9-00505687000D,
,,,,,http://localhost:8000/person/seronei-chelulei-cheison/,6646,906,6CCB839E-7D6C-E211-A5C8-005056870012,Seronei Chelulei Cheison,,SERONEI CHELULEI CHEISON,6CCB839E-7D6C-E211-A5C8-005056870012,
,,,Old,[endpos],http://localhost:8000/person/stephen-tarus/,5465,315,,Stephen Kipkiyeny Tarus,Stephen Tarus,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
NAROK,County,Governor,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,http://localhost:8000/person/daniel-talengo-kiptunen/,6666,915,B4CF866D-556D-E211-A5C8-005056870012,Daniel Talengo Kiptunen,,DANIEL TALENGO KIPTUNEN,B4CF866D-556D-E211-A5C8-005056870012,
,,,,,http://localhost:8000/person/francis-simiren-nkoitoi/,6672,918,8F5D476E-496D-E211-A5C8-005056870012,Francis Simiren Nkoitoi,,FRANCIS SIMIREN NKOITOI,8F5D476E-496D-E211-A5C8-005056870012,
,,,,,http://localhost:8000/person/john-oloishuro-konchellah/,6674,919,2F4A24AF-DB66-E211-A3B9-00505687000D,John Oloishuro Konchellah,,JOHN OLOISHURO KONCHELLAH,2F4A24AF-DB66-E211-A3B9-00505687000D,
,,,,,http://localhost:8000/person/johnson-parsamet-nchoe/,6676,920,E8AC869B-466D-E211-A5C8-005056870012,Johnson Parsamet Nchoe,,JOHNSON PARSAMET NCHOE,E8AC869B-466D-E211-A5C8-005056870012,
,,,,,http://localhost:8000/person/joseph-tiampati-ole-musuni/,6668,916,F015F300-2467-E211-A3B9-00505687000D,Joseph Tiampati Ole Musuni,,JOSEPH TIAMPATI OLE MUSUNI,F015F300-2467-E211-A3B9-00505687000D,
