ABAKAILE,Abakaile
BOBASI BOITANGARE,Bobasi / Boitangare
BOBASI CHACHE,Bobasi Chache
BOFU,Bofu
BOGEKA,Bogeka
BOGETENGA,Bogetenga
BOGIAKUMU,Bogiakumu
BOGICHORA,Bogichora
BOGUSERO,Bogusero
BOIKANG'A,Boikanga
BOITO,Boito
BOKEIRA,Bokeira
BOKIMONGE,Bokimonge
BOKOLI,Bokoli
BOMANI,Bomani
BOMARIBA,Bomariba
BOMBABA BORABU,Bombaba Borabu
BOMORENDA,Bomorenda
BOMWAGAMO,Bomwagamo
BONYAMATUTA,Bonyamatuta
BOOCHI BORABU,Boochi Borabu
BOOCHI/TENDERE,Boochi / Tendere
BORABU / CHITAGO,Borabu / Chitago
BOSAMARO,Bosamaro
BOSOTI/SENGERA,Bosoti / Sengera
BUKEMBE EAST,Bukembe East
BUKEMBE WEST,Bukembe West
BUKHAYO CENTRAL,Bukhayo Central
BUKHAYO EAST,Bukhayo East
BUKHAYO WEST,Bukhayo West
BUKIRA EAST,Bukira East
BULLA MPYA,Bulla Mpya
BULLA PESA,Bulla Pesa
BUMULA,Bumula
BUNYALA CENTRAL,Bunyala Central
BUNYALA EAST,Bunyala East
BUNYALA NORTH,Bunyala North
BUNYALA SOUTH,Bunyala South
BUNYALA WEST,Bunyala West
BURA,Bura
BURAT,Burat
BURDER,Burder
BURUMBA,Burumba
BUSALI,Busali
BUSIBWABO,Busibwabo
BUTALI/CHEGULO,Butali / Chegulo
BUTE,Bute
BUTIYE,Butiye
BUTSOTSO CENTRAL,Butsotso Central
BUTSOTSO EAST,Butsotso East
BUTSOTSO SOUTH,Butsotso South
BWAKE/LUUYA,Bwake / Luuya
BWIRI,Bwiri
CALIFORNIA,California
CENTRAL,Central
CENTRAL  WARD,Central
CENTRAL ALEGO,Central Alego
CENTRAL BUNYORE,Central Bunyore
CENTRAL GEM,Central Gem
CENTRAL KAMAGAMBO,Central Kamagambo
CENTRAL KANYAMKAGO,Central Kanyamkago
CENTRAL KASIPUL,Central Kasipul
CENTRAL KISUMU,Central Kisumu
CENTRAL MARAGOLI,Central Maragoli
CENTRAL NYAKACH,Central Nyakach
CENTRAL SAKWA,Central Sakwa
CENTRAL SEME,Central Seme
CHAANI,Chaani
CHAIK,Chaik
CHAKOL NORTH,Chakol North
CHAKOL SOUTH,Chakol South
CHALA,Chala
CHANGAMWE,Changamwe
CHANIA,Chania
CHARAGITA,Charagita
CHARI,Chari
CHASIMBA,Chasimba
CHAVAKALI,Chavakali
CHAWIA,Chawia
CHEBOIN,Cheboin
CHEBUNYO,Chebunyo
CHEKALINI,Chekalini
CHEMAGEL,Chemagel
CHEMANER,Chemaner
CHEMELIL,Chemelil
CHEMELIL/CHEMASE,Chemelil / Chemase
CHEMOSOT,Chemosot
CHEMUCHE,Chemuche
CHEMUNDU/KAPNG'ETUNY,Chemundu / Kapng'etuny
CHENGONI/SAMBURU,Chengoni / Samburu
CHEPARERIA,Chepareria
CHEPCHABAS,Chepchabas
CHEPCHOINA,Chepchoina
CHEPKORIO,Chepkorio
CHEPKUMIA,Chepkumia
CHEPKUNYUK,Chepkunyuk
CHEPLANGET,Cheplanget
CHEPSEON,Chepseon
CHEPSIRO/KIPTOROR,Chepsiro / Kiptoror
CHEPTAIS,Cheptais
CHEPTERWAI,Chepterwai
CHEPTIRET/KIPCHAMO,Cheptiret / Kipchamo
CHEPTORORIET/SERETUT,Cheptororiet / Seretut
CHEPYUK,Chepyuk
CHERAB,Cherab
CHERANG'ANY/CHEBORORWA,Cherang’any / Chebororwa
CHERANGANY/SUWERWA,Cherangany / Suwerwa
CHESIKAKI,Chesikaki
CHESOEN,Chesoen
CHEVAYWA,Chevaywa
CHEWANI,Chewani
CHEWELE,Chewele
CHIAKARIGA,Chiakariga
CHILCHILA,Chilchila
CHINGA,Chinga
CHOGORIA,Chogoria
CHULUNI,Chuluni
CHURO/AMAYA,Churo / Amaya
CIANDA,Cianda
CLAY CITY,Clay City
DABASO,Dabaso
DADAAB,Dadaab
DADAJA BULLA,Dadaja Bulla
DALALEKUTUK,Dalalekutuk
DAMAJALE,Damajale
DANABA,Danaba
DANDORA AREA I,Dandora Area I
DANDORA AREA II,Dandora Area II
DANDORA AREA III,Dandora Area III
DANDORA AREA IV,Dandora Area IV
DANDU,Dandu
DANYERE,Danyere
DEKAHARIA,Dekaharia
DELLA,Della
DERKHALE,Derkhale
DERTU,Dertu
DIIF,Diif
DUKANA,Dukana
DUNDORI,Dundori
DZOMBO,Dzombo
EAST ASEMBO,East Asembo
EAST GEM,East Gem
EAST KABRAS,East Kabras
EAST KAMAGAK,East Kamagak
EAST KAMAGAMBO,East Kamagambo
EAST KANO/WAWIDHI,East Kano / Wawidhi
EAST KANYAMKAGO,East Kanyamkago
EAST SANG'ALO,East Sang'alo
EAST SEME,East Seme
EAST UGENYA,East Ugenya
EAST WANGA,East Wanga
EASTLEIGH NORTH,Eastleigh North
EASTLEIGH SOUTH,Eastleigh South
EKALAKALA,Ekalakala
EKERENYO,Ekerenyo
EL-BARTA,El - Barta
ELBEN,Elben
ELBURGON,Elburgon
ELDAS,Eldas
ELEMENTAITA,Elementaita
ELGON,Elgon
ELNUR/TULA TULA,Elnur / Tula Tula
ELUGULU,Elugulu
ELWAK NORTH,Elwak North
ELWAK SOUTH,Elwak South
EMABUNGO,Emabungo
EMALI/MULALA,Emali / Mulala
EMBAKASI,Embakasi
EMBOBUT / EMBULOT,Embobut / Embulot
EMBOMOS,Embomos
EMINING,Emining
EMSOO,Emsoo
ENDAU/MALALANI,Endau / Malalani
ENDEBESS,Endebess
ENDO,Endo
ENDUGH,Endugh
ENGINEER,Engineer
ESISE,Esise
ETENJE,Etenje
EVURORE,Evurore
EWALEL/CHAPCHAP,Ewalel / Chapchap
EWUASO OoNKIDONG'I,Ewuaso Oo Nkidong'i
FAFI,Fafi
FAZA,Faza
FINO,Fino
FLAMINGO,Flamingo
FRERE TOWN,Frere Town
GACHUBA,Gachuba
GAICHANJIRU,Gaichanjiru
GAKAWA,Gakawa
GALBET,Galbet
GANDA,Ganda
GANGA,Ganga
GANYURE/WAGALLA,Ganyure / Wagalla
GANZE,Ganze
GARASHI,Garashi
GARBATULLA,Garba Tulla
GARSEN CENTRAL,Garsen Central
GARSEN NORTH,Garsen North
GARSEN SOUTH,Garsen South
GARSEN WEST,Garsen West
GATANGA,Gatanga
GATARAKWA,Gatarakwa
GATHANJI,Gathanji
GATHARA,Gathara
GATHIGIRIRI,Gathigiriri
GATIMU,Gatimu
GATINA,Gatina
GATITU/MURUGURU,Gatitu / Muruguru
GATONGORA,Gatongora
GATUANYAGA,Gatuanyaga
GATUNGA,Gatunga
GATURI,Gaturi
GATURI NORTH,Gaturi North
GATURI SOUTH,Gaturi South
GEMBE,Gembe
GESIMA,Gesima
GESUSU,Gesusu
GETA,Geta
GETENGA,Getenga
GIKONDI,Gikondi
GILGIL,Gilgil
GISAMBAI,Gisambai
GITARU,Gitaru
GITHABAI,Githabai
GITHER,Gither
GITHIGA,Githiga
GITHIORO,Githioro
GITHOBOKONI,Githobokoni
GITHUNGURI,Githunguri
GITHURAI,Githurai
GITOTHUA,Gitothua
GITUAMBA,Gituamba
GITUGI,Gitugi
GOD JOPE,God Jope
GODOMA,Godoma
GOKEHARAKA/GETAMBWEGA,Gokeharaka / Getambwega
GOLBO,Golbo
GOMBATO BONGWE,Gombato Bongwe
GONGONI,Gongoni
GOREALE,Goreale
GOT KACHOLA,Got Kachola
GUBA,Guba
GURAR,Gurar
GUTICHA,Guticha
GWASSI NORTH,Gwassi North
GWASSI SOUTH,Gwassi South
HABASSWEIN,Habasswein
HADADO/ATHIBOHOL,Hadado / Athibohol
HARAMBEE,Harambee
HEILLU/MANYATTA,Heillu / Manyatta
HELLS GATE,Hellsgate
HINDI,Hindi
HIRIMANI,Hirimani
HOMA BAY ARUJO,Homa Bay Arujo
HOMA BAY CENTRAL,Homa Bay Central
HOMA BAY EAST,Homa Bay East
HOMA BAY WEST,Homa Bay West
HONGWE,Hongwe
HOSPITAL,Hospital
HULUGHO,Hulugho
HURUMA,Huruma
IBENO,Ibeno
IBRAHIM URE,Ibrahim Ure
ICHAGAKI,Ichagaki
ICHUNI,Ichuni
IDAKHO CENTRAL,Idakho Central
IDAKHO EAST,Idakho East
IDAKHO NORTH,Idakho North
IDAKHO SOUTH,Idakho South
IFTIN,Iftin
IGAMBANG'OMBE,Igambang'ombe
IGEMBE EAST,Igembe East
IGOJI EAST,Igoji East
IGOJI WEST,Igoji West
IGWAMITI,Igwamiti
IJARA,Ijara
IKANGA/KYATUNE,Ikanga / Kyatune
IKINU,Ikinu
IKOMBE,Ikombe
IKUTHA,Ikutha
ILCHAMUS,Ilchamus
ILDAMAT,Ildamat
ILIMA,Ilima
ILKERIN,Ilkerin
ILLERET,Illeret
ILOODOKILANI,Iloodokilani
IMARA DAIMA,Imara Daima
IMARORO,Imaroro
INOI,Inoi
IRIA-INI,Iria - Ini
IRIAINI,Iriaini
ISIBANIA,Isibania
ISUKHA CENTRAL,Isukha Central
ISUKHA EAST,Isukha East
ISUKHA NORTH,Isukha North
ISUKHA SOUTH,Isukha South
ISUKHA WEST,Isukha West
ITHANGA,Ithanga
ITHIRU,Ithiru
ITIBO,Itibo
IVINGONI/NZAMBANI,Ivingoni / Nzambani
JARA JARA,Jarajara
JARAJILA,Jarajila
JARIBUNI,Jaribuni
JEPKOYAI,Jepkoyai
JILORE,Jilore
JOMVU KUU,Jomvu Kuu
JUJA,Juja
JUNDA,Junda
JUNJU,Junju
KAALENG/KAIKOR,Kaaleng / Kaikor
KABARE,Kabare
KABARNET,Kabarnet
KABARTONJO,Kabartonjo
KABARU,Kabaru
KABATINI,Kabatini
KABAZI,Kabazi
KABETE,Kabete
KABIANGA,Kabianga
KABIEMIT,Kabiemit
KABIRO,Kabiro
KABISAGA,Kabisaga
KABIYET,Kabiyet
KABONDO EAST,Kabondo East
KABONDO WEST,Kabondo West
KABONYO/KANYAGWAL,Kabonyo / Kanyagwal
KABUCHAI/CHWELE,Kabuchai / Chwele
KABULA,Kabula
KABUOCH SOUTH/PALA,Kabuoch South / Pala
KABWARENG,Kabwareng
KACHIEN'G,Kachieng'
KADZANDANI,Kadzandani
KAERIS,Kaeris
KAGAARI NORTH,Kagaari North
KAGAARI SOUTH,Kagaari South
KAGAN,Kagan
KAGUNDU-INI,Kagundu - Ini
KAHAWA,Kahawa
KAHAWA SUKARI,Kahawa / Sukari
KAHAWA WENDANI,Kahawa Wendani
KAHAWA WEST,Kahawa West
KAHUMBU,Kahumbu
KAIMBAGA,Kaimbaga
KAJULU,Kajulu
KAKRAO,Kakrao
KAKUMA,Kakuma
KAKUYUNI,Kakuyuni
KAKUZI/MITUBIRI,Kakuzi / Mitubiri
KALAMA,Kalama
KALAPATA,Kalapata
KALAWA,Kalawa
KALER,Kaler
KALIMONI,Kalimoni
KALOBEYEI,Kalobeyei
KALOKOL,Kalokol
KALOLENI,Kaloleni
KAMACHARIA,Kamacharia
KAMAGUT,Kamagut
KAMAHUHA,Kamahuha
KAMAKWA/MUKARO,Kamakwa / Mukaro
KAMARA,Kamara
KAMARINY,Kamariny
KAMASIAN,Kamasian
KAMBE/RIBE,Kambe / Ribe
KAMBITI,Kambiti
KAMBURU,Kamburu
KAMENU,Kamenu
KAMUKUYWA,Kamukuywa
KANAMKEMER,Kanamkemer
KANG'ATOTHA,Kang’atotha
KANGAI,Kangai
KANGARI,Kangari
KANGEMI,Kangemi
KANGETA,Kangeta
KANGUNDO CENTRAL,Kangundo Central
KANGUNDO EAST,Kangundo East
KANGUNDO NORTH,Kangundo North
KANGUNDO WEST,Kangundo West
KANJUIRI RANGE,Kanjuiri Range
KANUNI,Kanuni
KANYADOTO,Kanyadoto
KANYALUO,Kanyaluo
KANYAMWA KOLOGI,Kanyamwa Kologi
KANYAMWA KOSEWE,Kanyamwa Kosewe
KANYANGI,Kanyangi
KANYASA,Kanyasa
KANYEKINI,Kanyekini
KANYENYA-INI,Kanyenya - Ini
KANYIKELA,Kanyikela
KANZIKO,Kanziko
KAPCHEMUTWA,Kapchemutwa
KAPCHOK,Kapchok
KAPCHORUA,Kapchorua
KAPEDO/NAPEITOM,Kapedo / Napeitom
KAPENGURIA,Kapenguria
KAPKANGANI,Kapkangani
KAPKATENY,Kapkateny
KAPKATET,Kapkatet
KAPKUGERWET,Kapkugerwet
KAPKURES,Kapkures
KAPLAMAI,Kaplamai
KAPLELARTET,Kaplelartet
KAPLETUNDO,Kapletundo
KAPOMBOI,Kapomboi
KAPROPITA,Kapropita
KAPSABET,Kapsabet
KAPSAOS,Kapsaos
KAPSASIAN,Kapsasian
KAPSIMOTWO,Kapsimotwo
KAPSOIT,Kapsoit
KAPSOWAR,Kapsowar
KAPSOYA,Kapsoya
KAPSUSER,Kapsuser
KAPTAGAT,Kaptagat
KAPTAMA,Kaptama
KAPTARAKWA,Kaptarakwa
KAPTEL/KAMOIYWO,Kaptel / Kamoiywo
KAPTEMBWO,Kaptembwo
KAPTUMO-KABOI,Kaptumo / Kaboi
KAPUTIEI NORTH,Kaputiei North
KAPUTIR,Kaputir
KAPYEGO,Kapyego
KARAI,Karai
KARAMA,Karama
KARARE,Karare
KARATINA TOWN,Karatina Town
KARAU,Karau
KAREN,Karen
KARGI/SOUTH HORR,Kargi / South Horr
KARIARA,Kariara
KARIMA,Karima
KARINGANI,Karingani
KARIOBANGI NORTH,Kariobangi North
KARIOBANGI SOUTH,Kariobangi South
KARITI,Kariti
KARUMANDI,Karumandi
KARUNA/MEIBEKI,Karuna / Meibeki
KARURA,Karura
KARURI,Karuri
KASARANI,Kasarani
KASEI,Kasei
KASEMENI,Kasemeni
KASGUNGA,Kasgunga
KASIGAU,Kasigau
KASIKEU,Kasikeu
KATANGI,Katangi
KATHIANI CENTRAL,Kathiani Central
KATHONZWENI,Kathonzweni
KATILIA,Katilia
KATILU,Katilu
KAUWI,Kauwi
KAWANGWARE,Kawangware
KAYAFUNGO,Kayafungo
KAYOLE CENTRAL,Kayole Central
KAYOLE NORTH,Kayole North
KAYOLE SOUTH,Kayole South
KEDOWA/KIMUGUL,Kedowa / Kimugul
KEE,Kee
KEEKONYOKIE,Keekonyokie
KEGOGI,Kegogi
KEIYO,Keiyo
KEMBU,Kembu
KEMELOI-MARABA,Kemeloi - Maraba
KEMERA,Kemera
KENDU BAY TOWN,Kendu Bay Town
KENYAWA-POKA,Kenyawa - Poka
KERINGET,Keringet
KERIO DELTA,Kerio Delta
KERUGOYA,Kerugoya
KEUMBU,Keumbu
KEYIAN,Keyian
KHALABA,Khalaba
KHALALIO,Khalalio
KHASOKO,Khasoko
KHOLERA,Kholera
KHOROF/HARAR,Khorof / Harar
KIABONYORU,Kiabonyoru
KIAGU,Kiagu
KIAMAIKO,Kiamaiko
KIAMAINA,Kiamaina
KIAMBERE,Kiambere
KIAMOKAMA,Kiamokama
KIAMWANGI,Kiamwangi
KIANJAI,Kianjai
KIBARANI,Kibarani
KIBAUNI,Kibauni
KIBINGEI,Kibingei
KIBIRI,Kibiri
KIBIRICHIA,Kibirichia
KIBISH,Kibish
KIEGOI/ANTUBOCHIU,Kiegoi / Antubochiu
KIGANJO,Kiganjo
KIGANJO/MATHARI,Kiganjo / Mathari
KIGUCHWA,Kiguchwa
KIGUMO,Kigumo
KIHARA,Kihara
KIHINGO,Kihingo
KIHUMBU-INI,Kihumbu - Ini
KIIMA KIU/KALANZONI,Kiima Kiu / Kalanzoni
KIINE,Kiine
KIIRUA/NAARI,Kiirua / Naari
KIJABE,Kijabe
KIKUMBULYU NORTH,Kikumbulyu North
KIKUMBULYU SOUTH,Kikumbulyu South
KIKUYU,Kikuyu
KILELESHWA,Kileleshwa
KILGORIS CENTRAL,Kilgoris Central
KILIBWONI,Kilibwoni
KILIMANI,Kilimani
KILIWEHIRI,Kiliwehiri
KILUNGU,Kilungu
KIMAETI,Kimaeti
KIMANA,Kimana
KIMILILI,Kimilili
KIMININI,Kiminini
KIMINTET,Kimintet
KIMORORI/WEMPA,Kimorori / Wempa
KIMULOT,Kimulot
KIMUMU,Kimumu
KINAKOMBA,Kinakomba
KINALE,Kinale
KINANGO,Kinango
KINANIE,Kinanie
KINGANDOLE,Kingandole
KINNA,Kinna
KINONDO,Kinondo
KINOO,Kinoo
KINYONA,Kinyona
KINYORO,Kinyoro
KIOGORO,Kiogoro
KIOMO/KYETHANI,Kiomo / Kyethani
KIPCHEBOR,Kipchebor
KIPCHIMCHIM,Kipchimchim
KIPEVU,Kipevu
KIPINI EAST,Kipini East
KIPINI WEST,Kipini West
KIPIPIRI,Kipipiri
KIPKAREN,Kipkaren
KIPKELION,Kipkelion
KIPKENYO,Kipkenyo
KIPLOMBE,Kiplombe
KIPRERES,Kipreres
KIPSOMBA,Kipsomba
KIPSONOI,Kipsonoi
KIPTAGICH,Kiptagich
KIPTORORO,Kiptororo
KIRIITA,Kiriita
KIRIMARI,Kirimari
KIRIMUKUYU,Kirimukuyu
KIRU,Kiru
KISA CENTRAL,Kisa Central
KISA EAST,Kisa East
KISA NORTH,Kisa North
KISA WEST,Kisa west
KISANANA,Kisanana
KISASI,Kisasi
KISIARA,Kisiara
KISII CENTRAL,Kisii Central
KISIMA,Kisima
KISUMU NORTH,Kisumu North
KITENGELA,Kitengela
KITETA/KISAU,Kiteta - Kisau
KITHIMANI,Kithimani
KITHIMU,Kithimu
KITHUNGO/KITUNDU,Kithungo / Kitundu
KITISE/KITHUKI,Kitise / Kithuki
KITISURU,Kitisuru
KITUTU   CENTRAL,Kitutu Central
KIUNGA,Kiunga
KIUU,Kiuu
KIVAA,Kivaa
KIVOU,Kivou
KIVUMBINI,Kivumbini
KIWAWA,Kiwawa
KOBUJOI,Kobujoi
KOBURA,Kobura
KOCHIA,Kochia
KODICH,Kodich
KOIBATEK,Koibatek
KOJWACH,Kojwach
KOKWANYO/KAKELO,Kokwanyo / Kakelo
KOLA,Kola
KOLOWA,Kolowa
KOLWA CENTRAL,Kolwa Central
KOLWA EAST,Kolwa East
KOMAROCK,Komarock
KOMOTHAI,Komothai
KONDELE,Kondele
KONG'ASIS,Kong'asis
KONGONI,Kongoni
KONGOWEA,Kongowea
KONYU,Konyu
KOROGOCHO,Korogocho
KORONDILE,Korondile
KORR/NGURUNIT,Korr / Ngurunit
KOSIRAI,Kosirai
KOTARUK/LOBEI,Kotaruk / Lobei
KOYO-NDURIO,Koyo / Ndurio
KOYONZO,Koyonzo
KUBO SOUTH,Kubo South
KUINET/KAPSUSWA,Kuinet / Kapsuswa
KUKU,Kuku
KUNYAK,Kunyak
KURGUNG/SURUNGAI,Kurgung / Surungai
KUTULO,Kutulo
KWA,Kwa
KWA MUTONGA/KITHUMULA,Kwamutonga / Kithumula
KWA NJENGA,Kwa Njenga
KWA REUBEN,Kwa Reuben
KWABWAI,Kwabwai
KWANZA,Kwanza
KWARE,Kware
KWAVONZA/YATTA,Kwavonza / Yatta
KYANGWITHYA EAST,Kyangwithya East
KYANGWITHYA WEST,Kyangwithya West
KYELENI,Kyeleni
KYENI NORTH,Kyeni North
KYENI SOUTH,Kyeni South
KYOME/THAANA,Kyome / Thaana
KYUSO,Kyuso
LAFEY,Lafey
LAGBOGHOL SOUTH,Lagboghol South
LAGSURE,Lagsure
LAINI SABA,Laini Saba
LAISAMIS,Laisamis
LAKE VIEW,Lake View
LAKE ZONE,Lakezone
LAKOLEY SOUTH/BASIR,Lakoley South / Basir
LAMBWE,Lambwe
LANDIMAWE,Landimawe
LANET/UMOJA,Lanet / Umoja
LANGAS,Langas
LAPUR,Lapur
LARE,Lare
LARI/KIRENGA,Lari / Kirenga
LELAN,Lelan
LEMBUS,Lembus
LEMBUS KWEN,Lembus Kwen
LEMBUS/PERKERRA,Lembus / Perkerra
LESHAU/PONDO,Leshau / Pondo
LETEA,Letea
LIBEHIA,Libehia
LIBOI,Liboi
LIKONI,Likoni
LIKUYANI,Likuyani
LIMURU CENTRAL,Limuru Central
LIMURU EAST,Limuru East
LINDI,Lindi
LITEIN,Litein
LOBOKAT,Lobokat
LODOKEJEK,Lodokejek
LODWAR TOWNSHIP,Lodwar Township
LOGO LOGO,Logologo
LOIMA,Loima
LOITA,Loita
LOIYANGALANI,Loiyangalani
LOKICHAR,Lokichar
LOKICHOGGIO,Lokichoggio
LOKIRIAMA/LORENGIPPI,Lokiriama / Lorengippi
LOKORI/KOCHODIN,Lokori / Kochodin
LOLGORIAN,Lolgorian
LOMUT,Lomut
LONDIANI,Londiani
LONDON,London
LONGISA,Longisa
LOOSUK,Loosuk
LOPUR,Lopur
LOWER KAEWA/KAANI,Lower Kaewa / Kaani
LUANDA SOUTH,Luanda South
LUANDA TOWNSHIP,Luanda Township
LUCKY SUMMER,Lucky Summer
LUNGALUNGA,Lunga Lunga
LUGAGA-WAMULUMA,Lugaga - Wamuluma
LUGARI,Lugari
LUMAKANDA,Lumakanda
LUSHEYA/LUBINU,Lusheya / Lubinu
LWANDANYI,Lwandanyi
LWANDETI,Lwandeti
LYADUYWA/IZAVA,Lyaduywa / Izava
MABATINI,Mabatini
MACALDER/KANYARWANDA,Macalder / Kanyarwanda
MACHAKOS CENTRAL,Machakos Central
MACHEWA,Machewa
MADOGO,Madogo
MAENI,Maeni
MAGADI,Magadi
MAGARINI,Magarini
MAGENCHE,Magenche
MAGOGONI,Magogoni
MAGOMBO,Magombo
MAGUMONI,Magumoni
MAGUMU,Magumu
MAGUTU,Magutu
MAGWAGWA,Magwagwa
MAHIAKALO,Mahiakalo
MAHIGA,Mahiga
MAHOO,Mahoo
MAI MAHIU,Mai mahiu
MAIELLA,Maiella
MAIKONA,Maikona
MAJENGO,Majengo
MAJIMOTO/NAROOSURA,Maji Moto / Naroosura
MAJOGE BASI,Majoge Basi
MAKIMA,Makima
MAKINA,Makina
MAKINDU,Makindu
MAKONGENI,Makongeni
MAKUTANO,Makutano
MAKUTANO/ MWALA,Makutano / Mwala
MAKUYU,Makuyu
MALABA CENTRAL,Malaba Central
MALABA NORTH,Malaba North
MALABA SOUTH,Malaba South
MALAHA/ISONGO/MAKUNGA,Malaha / Isongo / Makun ga
MALAKISI/SOUTH KULISIRU,Malakisi / South Kulisiru
MALEWA WEST,Malewa West
MALINDI TOWN,Malindi Town
MALKAGUFU,Malkagufu
MALKAMARI,Malkamari
MANDA-SHIVANGA,Manda - Shivanga
MANG'U,Mang’u
MANGA,Manga
MANYATTA 'B',Manyatta B
MARA,Mara
MARACHI CENTRAL,Marachi Central
MARACHI EAST,Marachi East
MARACHI NORTH,Marachi North
MARACHI WEST,Marachi West
MARAFA,Marafa
MARAKA,Maraka
MARAKARU/TUUTI,Marakaru / Tuuti
MARALAL,Maralal
MARAMA CENTRAL,Marama Central
MARAMA NORTH,Marama North
MARAMA SOUTH,Marama South
MARAMA WEST,Marama West
MARANI,Marani
MARENYO - SHIANDA,Marenyo - Shianda
MARIAKANI,Mariakani
MARIANI,Mariani
MARIASHONI,Mariashoni
MARIGAT,Marigat
MARIMANTI,Marimanti
MARINGO/HAMZA,Maringo / Hamza
MARKET MILIMANI,Market Milimani
MARMANET,Marmanet
MARSABIT CENTRAL,Marsabit Central
MARUNGU,Marungu
MASABA,Masaba
MASALANI,Masalani
MASIGE EAST,Masige East
MASIGE WEST,Masige West
MASII,Masii
MASIMBA,Masimba
MASINGA CENTRAL,Masinga Central
MASOGO/NYANG'OMA,Masogo / Nyang'oma
MASONGALENI,Masongaleni
MASOOL,Masool
MATA,Mata
MATAPATO NORTH,Matapato North
MATAPATO SOUTH,Matapato South
MATAYOS SOUTH,Matayos South
MATHARE NORTH,Mathare North
MATINYANI,Matinyani
MATISI,Matisi
MATOPENI/SPRING VALLEY,Matopeni / Spring Valley
MATSANGONI,Matsangoni
MATULO,Matulo
MATUMBEI,Matumbei
MATUNGULU EAST,Matungulu East
MATUNGULU NORTH,Matungulu North
MATUNGULU WEST,Matungulu West
MATUU,Matuu
MAU NAROK,Mau Narok
MAUA,Maua
MAUCHE,Mauche
MAUTUMA,Mautuma
MAVINDINI,Mavindini
MAVURIA,Mavuria
MAYENJE,Mayenje
MAYONI,Mayoni
MBAKALO,Mbakalo
MBARUK/EBURU,Mbaruk / Eburu
MBETI NORTH,Mbeti North
MBETI SOUTH,Mbeti South
MBEU,Mbeu
MBIRI,Mbiri
MBIRIKANI/ESELENKEI,Imbirikani / Eselenkei
MBITINI,Mbitini
MBIUNI,Mbiuni
MBOGHONI,Mboghoni
MBOLOLO,Mbololo
MBOONI,Mbooni
MEGUN,Megun
MEKENENE,Mekenene
MELELO,Melelo
MELILI,Melili
MENENGAI,Menengai
MENENGAI WEST,Menengai west
MERIGI,Merigi
METKEI,Metkei
MFANGANO ISLAND,Mfangano Island
MIAMBANI,Miambani
MIGOSI,Migosi
MIGWANI,Migwani
MIHANGO,Mihango
MIHUU,Mihuu
MIKINDANI,Mikindani
MIKINDUNI,Mikinduni
MIKINDURI,Mikinduri
MILIMA,Milima
MIRANGINE,Mirangine
MIRITINI,Miritini
MISIKHU,Misikhu
MITABONI,Mitaboni
MITHERU,Mitheru
MITUNGUU,Mitunguu
MIWANI,Miwani
MJAMBERE,Mjambere
MJI WA KALE/MAKADARA,Mji wa Kale / Makadara
MKOMANI,Mkomani
MKONGANI,Mkongani
MKUNUMBI,Mkunumbi
MLANGO KUBWA,Mlango Kubwa
MNAGEI,Mnagei
MNARANI,Mnarani
MOCHONGOI,Mochongoi
MODOGASHE,Modogashe
MOGOGOSIEK,Mogogosiek
MOGONDO,Mogondo
MOGOTIO,Mogotio
MOI'S BRIDGE,Moi's Bridge
MOIBEN,Moiben
MOIBEN/KUSERWO,Moiben / Kuserwo
MOLO,Molo
